period,node,buyer,inelastic_dem,max_dem
7,4703,4703,250.16266538719907,250.16266538719907
8,4703,4703,259.1996539058147,259.1996539058147
9,4703,4703,261.82918616196133,261.82918616196133
10,4703,4703,265.47725648191414,265.47725648191414
11,4703,4703,267.603606765032,267.603606765032
12,4703,4703,264.14625850456815,264.14625850456815
13,4703,4703,259.4553029931237,259.4553029931237
14,4703,4703,252.5730701707414,252.5730701707414
15,4703,4703,247.66704473358138,247.66704473358138
16,4703,4703,243.4184020835049,243.4184020835049
17,4703,4703,245.7233006776337,245.7233006776337
18,4703,4703,256.13186633518876,256.13186633518876
19,4703,4703,252.18756776633347,252.18756776633347
20,4703,4703,235.70429570991664,235.70429570991664
21,4703,4703,224.60588393600327,224.60588393600327
22,4703,4703,218.47030879475142,218.47030879475142
23,4703,4703,204.3933836057176,204.3933836057176
24,4703,4703,192.46715582748692,192.46715582748692
1,4705,4705,90.23748038467545,90.23748038467545
2,4705,4705,88.43237646374077,88.43237646374077
3,4705,4705,89.02489144062848,89.02489144062848
4,4705,4705,91.27290536369587,91.27290536369587
5,4705,4705,96.37325892664549,96.37325892664549
6,4705,4705,110.44401465112293,110.44401465112293
7,4705,4705,121.35337763712852,121.35337763712852
8,4705,4705,125.73720157306454,125.73720157306454
9,4705,4705,127.01278208542945,127.01278208542945
10,4705,4705,128.78245324918532,128.78245324918532
11,4705,4705,129.81394125518582,129.81394125518582
12,4705,4705,128.1367889573969,128.1367889573969
13,4705,4705,125.86121640232287,125.86121640232287
14,4705,4705,122.52265987795695,122.52265987795695
15,4705,4705,120.14275735872394,120.14275735872394
16,4705,4705,118.08174983323279,118.08174983323279
17,4705,4705,119.19985124567046,119.19985124567046
18,4705,4705,124.24902433849424,124.24902433849424
19,4705,4705,122.33565348038069,122.33565348038069
20,4705,4705,114.3396532160653,114.3396532160653
21,4705,4705,108.95583723742016,108.95583723742016
22,4705,4705,105.97948276827957,105.97948276827957
23,4705,4705,99.1507962582827,99.1507962582827
24,4705,4705,93.36540849421348,93.36540849421348
1,4709,4709,374.7321939630312,374.7321939630312
2,4709,4709,367.23607871535853,367.23607871535853
3,4709,4709,369.6966354186105,369.6966354186105
4,4709,4709,379.0320378019593,379.0320378019593
5,4709,4709,400.2124461254596,400.2124461254596
6,4709,4709,458.64454264315833,458.64454264315833
7,4709,4709,503.94821811212927,503.94821811212927
8,4709,4709,522.1530699592553,522.1530699592553
9,4709,4709,527.4502156900237,527.4502156900237
10,4709,4709,534.7991881453758,534.7991881453758
11,4709,4709,539.0826827851571,539.0826827851571
12,4709,4709,532.1179165097534,532.1179165097534
13,4709,4709,522.6680704762667,522.6680704762667
14,4709,4709,508.8039354659358,508.8039354659358
15,4709,4709,498.92083491117137,498.92083491117137
16,4709,4709,490.362020231182,490.362020231182
17,4709,4709,495.0051972521916,495.0051972521916
18,4709,4709,515.9730667306736,515.9730667306736
19,4709,4709,508.02734776257637,508.02734776257637
20,4709,4709,474.82209082053157,474.82209082053157
21,4709,4709,452.46453867068743,452.46453867068743
22,4709,4709,440.1045322135242,440.1045322135242
23,4709,4709,411.74681802571257,411.74681802571257
24,4709,4709,387.72164533123316,387.72164533123316
1,4710,4710,30.59844898584423,30.59844898584423
2,4710,4710,29.986359862750234,29.986359862750234
3,4710,4710,30.18727459592275,30.18727459592275
4,4710,4710,30.94954919680053,30.94954919680053
5,4710,4710,32.67901801220184,32.67901801220184
6,4710,4710,37.45024277814527,37.45024277814527
7,4710,4710,41.14947712480859,41.14947712480859
8,4710,4710,42.635979324280925,42.635979324280925
9,4710,4710,43.06851340068187,43.06851340068187
10,4710,4710,43.66858770013117,43.66858770013117
11,4710,4710,44.0183529306825,44.0183529306825
12,4710,4710,43.449650670749925,43.449650670749925
13,4710,4710,42.67803126777904,42.67803126777904
14,4710,4710,41.54596673027544,41.54596673027544
15,4710,4710,40.73897028583127,40.73897028583127
16,4710,4710,40.040107314931085,40.040107314931085
17,4710,4710,40.419242114391686,40.419242114391686
18,4710,4710,42.13135624527009,42.13135624527009
19,4710,4710,41.48255510029784,41.48255510029784
20,4710,4710,38.771207164435026,38.771207164435026
21,4710,4710,36.94561963839277,36.94561963839277
22,4710,4710,35.93637348037112,35.93637348037112
23,4710,4710,33.620847659772664,33.620847659772664
24,4710,4710,31.659091950198775,31.659091950198775
1,4713,4713,140.57978739506137,140.57978739506137
2,4713,4713,137.76763966720787,137.76763966720787
3,4713,4713,138.6907109799726,138.6907109799726
4,4713,4713,142.1928623922102,142.1928623922102
5,4713,4713,150.13863632630674,150.13863632630674
6,4713,4713,172.05928215775663,172.05928215775663
7,4713,4713,189.05483569770973,189.05483569770973
8,4713,4713,195.88433752183124,195.88433752183124
9,4713,4713,197.87154767518558,197.87154767518558
10,4713,4713,200.62849517526473,200.62849517526473
11,4713,4713,202.23543681377186,202.23543681377186
12,4713,4713,199.62262324177033,199.62262324177033
13,4713,4713,196.07753859810964,196.07753859810964
14,4713,4713,190.87644516774097,190.87644516774097
15,4713,4713,187.16882624100987,187.16882624100987
16,4713,4713,183.95800964331627,183.95800964331627
17,4713,4713,185.6998851719386,185.6998851719386
18,4713,4713,193.56592572276247,193.56592572276247
19,4713,4713,190.58511035319697,190.58511035319697
20,4713,4713,178.1282463940476,178.1282463940476
21,4713,4713,169.7408700796198,169.7408700796198
22,4713,4713,165.10404648148238,165.10404648148238
23,4713,4713,154.4657253130435,154.4657253130435
24,4713,4713,145.45274557996842,145.45274557996842
1,4715,4715,66.80227178549418,66.80227178549418
2,4715,4715,65.46596405379228,65.46596405379228
3,4715,4715,65.90459937865171,65.90459937865171
4,4715,4715,67.56879075928589,67.56879075928589
5,4715,4715,71.34455226616565,71.34455226616565
6,4715,4715,81.76104931513983,81.76104931513983
7,4715,4715,89.83718606110244,89.83718606110244
8,4715,4715,93.08250493281471,93.08250493281471
9,4715,4715,94.02680962425809,94.02680962425809
10,4715,4715,95.336886695872,95.336886695872
11,4715,4715,96.10049115187613,96.10049115187613
12,4715,4715,94.85890524826985,94.85890524826985
13,4715,4715,93.17431237573345,93.17431237573345
14,4715,4715,90.70279877228178,90.70279877228178
15,4715,4715,88.94097104576444,88.94097104576444
16,4715,4715,87.41521939264992,87.41521939264992
17,4715,4715,88.24294323998032,88.24294323998032
18,4715,4715,91.98081614823252,91.98081614823252
19,4715,4715,90.56435904476211,90.56435904476211
20,4715,4715,84.64496745075225,84.64496745075225
21,4715,4715,80.65936039794697,80.65936039794697
22,4715,4715,78.45598282878264,78.45598282878264
23,4715,4715,73.40074668705833,73.40074668705833
24,4715,4715,69.11785842209015,69.11785842209015
1,4716,4716,139.2884263642532,139.2884263642532
2,4716,4716,136.5021109274845,136.5021109274845
3,4716,4716,137.41670293931946,137.41670293931946
4,4716,4716,140.8866837106594,140.8866837106594
5,4716,4716,148.75946804213785,148.75946804213785
6,4716,4716,170.47875158444634,170.47875158444634
7,4716,4716,187.31818456151348,187.31818456151348
8,4716,4716,194.08495081974084,194.08495081974084
9,4716,4716,196.0539065298383,196.0539065298383
10,4716,4716,198.78552880620245,198.78552880620245
11,4716,4716,200.37770913478587,200.37770913478587
12,4716,4716,197.78889677725596,197.78889677725596
13,4716,4716,194.27637715766147,194.27637715766147
14,4716,4716,189.12306079039715,189.12306079039715
15,4716,4716,185.44949992199568,185.44949992199568
16,4716,4716,182.26817777374015,182.26817777374015
17,4716,4716,183.9940524944237,183.9940524944237
18,4716,4716,191.7878358707112,191.7878358707112
19,4716,4716,188.83440216731276,188.83440216731276
20,4716,4716,176.49196652663653,176.49196652663653
21,4716,4716,168.18163635891216,168.18163635891216
22,4716,4716,163.58740646085297,163.58740646085297
23,4716,4716,153.04680854014904,153.04680854014904
24,4716,4716,144.1166217249922,144.1166217249922
1,4717,4717,92.16334163096887,92.16334163096887
2,4717,4717,90.31971292330431,90.31971292330431
3,4717,4717,90.92487343979454,90.92487343979454
4,4717,4717,93.22086479836997,93.22086479836997
5,4717,4717,98.43007083844337,98.43007083844337
6,4717,4717,112.80112664931852,112.80112664931852
7,4717,4717,123.94331882455828,123.94331882455828
8,4717,4717,128.42070295956904,128.42070295956904
9,4717,4717,129.72350709414522,129.72350709414522
10,4717,4717,131.53094683364625,131.53094683364625
11,4717,4717,132.5844490045847,132.5844490045847
12,4717,4717,130.87150268195518,130.87150268195518
13,4717,4717,128.54736453109695,128.54736453109695
14,4717,4717,125.13755605464384,125.13755605464384
15,4717,4717,122.70686131457079,122.70686131457079
16,4717,4717,120.60186747092513,120.60186747092513
17,4717,4717,121.74383156404114,121.74383156404114
18,4717,4717,126.90076483305607,126.90076483305607
19,4717,4717,124.94655853971405,124.94655853971405
20,4717,4717,116.77990649114284,116.77990649114284
21,4717,4717,111.28118833985005,111.28118833985005
22,4717,4717,108.24131208682414,108.24131208682414
23,4717,4717,101.26688677010718,101.26688677010718
24,4717,4717,95.35802643076102,95.35802643076102
1,4719,4719,278.5230933884449,278.5230933884449
2,4719,4719,272.9515379127922,272.9515379127922
3,4719,4719,274.7803689432935,274.7803689432935
4,4719,4719,281.71899122268235,281.71899122268235
5,4719,4719,297.461521329593,297.461521329593
6,4719,4719,340.8917057051772,340.8917057051772
7,4719,4719,374.5640723626542,374.5640723626542
8,4719,4719,388.0949931984555,388.0949931984555
9,4719,4719,392.03214468645535,392.03214468645535
10,4719,4719,397.4943349505058,397.4943349505058
11,4719,4719,400.67808109456513,400.67808109456513
12,4719,4719,395.50145554969856,395.50145554969856
13,4719,4719,388.47777199196594,388.47777199196594
14,4719,4719,378.17312821584727,378.17312821584727
15,4719,4719,370.82742431549434,370.82742431549434
16,4719,4719,364.4660078724645,364.4660078724645
17,4719,4719,367.9170912004406,367.9170912004406
18,4719,4719,383.50164988793927,383.50164988793927
19,4719,4719,377.59592237948823,377.59592237948823
20,4719,4719,352.9158147472925,352.9158147472925
21,4719,4719,336.2983618417586,336.2983618417586
22,4719,4719,327.1116752207263,327.1116752207263
23,4719,4719,306.0345475966346,306.0345475966346
24,4719,4719,288.17762063423396,288.17762063423396
1,4720,4720,192.47755351012012,192.47755351012012
2,4720,4720,188.627246685817,188.627246685817
3,4720,4720,189.89108774923415,189.89108774923415
4,4720,4720,194.68612655488525,194.68612655488525
5,4720,4720,205.56523766978165,205.56523766978165
6,4720,4720,235.57831678436506,235.57831678436506
7,4720,4720,258.84810987864137,258.84810987864137
8,4720,4720,268.1988552963001,268.1988552963001
9,4720,4720,270.9196827759521,270.9196827759521
10,4720,4720,274.69441113344936,274.69441113344936
11,4720,4720,276.89458657079155,276.89458657079155
12,4720,4720,273.3172019877319,273.3172019877319
13,4720,4720,268.46338031221217,268.46338031221217
14,4720,4720,261.3422019578758,261.3422019578758
15,4720,4720,256.26584330355837,256.26584330355837
16,4720,4720,251.86969123258532,251.86969123258532
17,4720,4720,254.25461403323078,254.25461403323078
18,4720,4720,265.0245566337214,265.0245566337214
19,4720,4720,260.9433152231977,260.9433152231977
20,4720,4720,243.88775735322125,243.88775735322125
21,4720,4720,232.4040177396948,232.4040177396948
22,4720,4720,226.05542041453742,226.05542041453742
23,4720,4720,211.4897558200839,211.4897558200839
24,4720,4720,199.14945910314972,199.14945910314972
1,4722,4722,55.194287729522436,55.194287729522436
2,4722,4722,54.0901852571458,54.0901852571458
3,4722,4722,54.45260054155954,54.45260054155954
4,4722,4722,55.82761153212378,55.82761153212378
5,4722,4722,58.947272906484855,58.947272906484855
6,4722,4722,67.55373373316061,67.55373373316061
7,4722,4722,74.22651002332898,74.22651002332898
8,4722,4722,76.90790182022042,76.90790182022042
9,4722,4722,77.68811817291011,77.68811817291011
10,4722,4722,78.77054799012794,78.77054799012794
11,4722,4722,79.40146371993384,79.40146371993384
12,4722,4722,78.37562361340852,78.37562361340852
13,4722,4722,76.98375622284372,76.98375622284372
14,4722,4722,74.9417084105422,74.9417084105422
15,4722,4722,73.48602698133122,73.48602698133122
16,4722,4722,72.22539955811709,72.22539955811709
17,4722,4722,72.90929288942236,72.90929288942236
18,4722,4722,75.99764942701033,75.99764942701033
19,4722,4722,74.82732484319209,74.82732484319209
20,4722,4722,69.93652406514964,69.93652406514964
21,4722,4722,66.64348123038312,66.64348123038312
22,4722,4722,64.82297644396297,64.82297644396297
23,4722,4722,60.646170016736036,60.646170016736036
24,4722,4722,57.10750342813388,57.10750342813388
1,4723,4723,86.48923973531731,86.48923973531731
2,4723,4723,84.75911534466117,84.75911534466117
3,4723,4723,85.32701872210865,85.32701872210865
4,4723,4723,87.48165573426446,87.48165573426446
5,4723,4723,92.37015328716981,92.37015328716981
6,4723,4723,105.8564447918037,105.8564447918037
7,4723,4723,116.31265995466049,116.31265995466049
8,4723,4723,120.51439074031953,120.51439074031953
9,4723,4723,121.73698680866411,121.73698680866411
10,4723,4723,123.4331502308063,123.4331502308063
11,4723,4723,124.42179278880744,124.42179278880744
12,4723,4723,122.81430522889616,122.81430522889616
13,4723,4723,120.63325430181008,120.63325430181008
14,4723,4723,117.43337311746322,117.43337311746322
15,4723,4723,115.15232583361657,115.15232583361657
16,4723,4723,113.17692743808725,113.17692743808725
17,4723,4723,114.24858569690029,114.24858569690029
18,4723,4723,119.08802868919945,119.08802868919945
19,4723,4723,117.2541345008367,117.2541345008367
20,4723,4723,109.59026821339238,109.59026821339238
21,4723,4723,104.4300825689919,104.4300825689919
22,4723,4723,101.57735846675178,101.57735846675178
23,4723,4723,95.03231862163719,95.03231862163719
24,4723,4723,89.48724148566998,89.48724148566998
1,4724,4724,158.02978336400426,158.02978336400426
2,4724,4724,154.86856720017985,154.86856720017985
3,4724,4724,155.90621821878472,155.90621821878472
4,4724,4724,159.84308737500658,159.84308737500658
5,4724,4724,168.77516044704726,168.77516044704726
6,4724,4724,193.41678906331578,193.41678906331578
7,4724,4724,212.52197974426625,212.52197974426625
8,4724,4724,220.19921922334592,220.19921922334592
9,4724,4724,222.4330993269686,222.4330993269686
10,4724,4724,225.5322633266913,225.5322633266913
11,4724,4724,227.33867265279335,227.33867265279335
12,4724,4724,224.40153374822532,224.40153374822532
13,4724,4724,220.41640211141052,220.41640211141052
14,4724,4724,214.56970335558367,214.56970335558367
15,4724,4724,210.40186225520526,210.40186225520526
16,4724,4724,206.79249094545116,206.79249094545116
17,4724,4724,208.75058333935755,208.75058333935755
18,4724,4724,217.59302582140415,217.59302582140415
19,4724,4724,214.2422055091159,214.2422055091159
20,4724,4724,200.2390863599373,200.2390863599373
21,4724,4724,190.81059534766558,190.81059534766558
22,4724,4724,185.5982085437821,185.5982085437821
23,4724,4724,173.63936566347084,173.63936566347084
24,4724,4724,163.50761585025373,163.50761585025373
1,4728,4728,148.91504069940117,148.91504069940117
2,4728,4728,145.93615517747907,145.93615517747907
3,4728,4728,146.91395721186768,146.91395721186768
4,4728,4728,150.62375809969535,150.62375809969535
5,4728,4728,159.04065266689966,159.04065266689966
6,4728,4728,182.26101689304585,182.26101689304585
7,4728,4728,200.2642703764117,200.2642703764117
8,4728,4728,207.4987068550901,207.4987068550901
9,4728,4728,209.60374262409013,209.60374262409013
10,4728,4728,212.5241549876873,212.5241549876873
11,4728,4728,214.22637537038977,214.22637537038977
12,4728,4728,211.45864292019667,211.45864292019667
13,4728,4728,207.70336320484196,207.70336320484196
14,4728,4728,202.19388667043694,202.19388667043694
15,4728,4728,198.26643569328866,198.26643569328866
16,4728,4728,194.86524343667944,194.86524343667944
17,4728,4728,196.71039820639845,196.71039820639845
18,4728,4728,205.0428318405258,205.0428318405258
19,4728,4728,201.88527803921846,201.88527803921846
20,4728,4728,188.6898220079,188.6898220079
21,4728,4728,179.80514158286698,179.80514158286698
22,4728,4728,174.89339155373844,174.89339155373844
23,4728,4728,163.6243033076494,163.6243033076494
24,4728,4728,154.07692620142322,154.07692620142322
1,4730,4730,281.5885635356908,281.5885635356908
2,4730,4730,275.95568662066825,275.95568662066825
3,4730,4730,277.804646060847,277.804646060847
4,4730,4730,284.8196359376286,284.8196359376286
5,4730,4730,300.73543087331075,300.73543087331075
6,4730,4730,344.643614872097,344.643614872097
7,4730,4730,378.68658503508533,378.68658503508533
8,4730,4730,392.3664293708459,392.3664293708459
9,4730,4730,396.34691378397173,396.34691378397173
10,4730,4730,401.8692217962107,401.8692217962107
11,4730,4730,405.0880087645058,405.0880087645058
12,4730,4730,399.85440844286865,399.85440844286865
13,4730,4730,392.75342108957636,392.75342108957636
14,4730,4730,382.3353627398603,382.3353627398603
15,4730,4730,374.90881083605063,374.90881083605063
16,4730,4730,368.4773796162816,368.4773796162816
17,4730,4730,371.96644612471454,371.96644612471454
18,4730,4730,387.72253098203026,387.72253098203026
19,4730,4730,381.7518040828476,381.7518040828476
20,4730,4730,356.8000632002205,356.8000632002205
21,4730,4730,339.99971592429364,339.99971592429364
22,4730,4730,330.7119191466626,330.7119191466626
23,4730,4730,309.40281325198913,309.40281325198913
24,4730,4730,291.34935006755086,291.34935006755086
1,4731,4731,66.54230764727149,66.54230764727149
2,4731,4731,65.21120021907106,65.21120021907106
3,4731,4731,65.64812857422463,65.64812857422463
4,4731,4731,67.3058436769338,67.3058436769338
5,4731,4731,71.06691163283041,71.06691163283041
6,4731,4731,81.44287240053364,81.44287240053364
7,4731,4731,89.48758048586515,89.48758048586515
8,4731,4731,92.72027004870525,92.72027004870525
9,4731,4731,93.66089993465519,93.66089993465519
10,4731,4731,94.96587878059765,94.96587878059765
11,4731,4731,95.7265116344535,95.7265116344535
12,4731,4731,94.48975741996247,94.48975741996247
13,4731,4731,92.81172021870282,92.81172021870282
14,4731,4731,90.34982462504115,90.34982462504115
15,4731,4731,88.59485313281614,88.59485313281614
16,4731,4731,87.07503901300763,87.07503901300763
17,4731,4731,87.89954173460522,87.89954173460522
18,4731,4731,91.62286853711271,91.62286853711271
19,4731,4731,90.21192364214048,90.21192364214048
20,4731,4731,84.31556763499627,84.31556763499627
21,4731,4731,80.3454707568465,80.3454707568465
22,4731,4731,78.15066773366148,78.15066773366148
23,4731,4731,73.11510427779007,73.11510427779007
24,4731,4731,68.84888307109921,68.84888307109921
1,4733,4733,137.2157025818883,137.2157025818883
2,4733,4733,134.47084975921976,134.47084975921976
3,4733,4733,135.3718319065199,135.3718319065199
4,4733,4733,138.7901765738644,138.7901765738644
5,4733,4733,146.545807544197,146.545807544197
6,4733,4733,167.94189068350616,167.94189068350616
7,4733,4733,184.5307393577409,184.5307393577409
8,4733,4733,191.1968106930717,191.1968106930717
9,4733,4733,193.13646675901876,193.13646675901876
10,4733,4733,195.82744029948685,195.82744029948685
11,4733,4733,197.39592770455172,197.39592770455172
12,4733,4733,194.84563895649603,194.84563895649603
13,4733,4733,191.38538845316333,191.38538845316333
14,4733,4733,186.3087575770865,186.3087575770865
15,4733,4733,182.68986224821805,182.68986224821805
16,4733,4733,179.55588073154382,179.55588073154382
17,4733,4733,181.25607304865434,181.25607304865434
18,4733,4733,188.9338786615318,188.9338786615318
19,4733,4733,186.02439442641622,186.02439442641622
20,4733,4733,173.8656241522927,173.8656241522927
21,4733,4733,165.6789583795763,165.6789583795763
22,4733,4733,161.1530943164965,161.1530943164965
23,4733,4733,150.76934896826302,150.76934896826302
24,4733,4733,141.97205051343792,141.97205051343792
1,4736,4736,258.6958117008169,258.6958117008169
2,4736,4736,253.52087970980983,253.52087970980983
3,4736,4736,255.2195213633382,255.2195213633382
4,4736,4736,261.6642024876731,261.6642024876731
5,4736,4736,276.2860658121336,276.2860658121336
6,4736,4736,316.62457657141414,316.62457657141414
7,4736,4736,347.89990142282534,347.89990142282534
8,4736,4736,360.4675937678017,360.4675937678017
9,4736,4736,364.12447042957535,364.12447042957535
10,4736,4736,369.1978226131665,369.1978226131665
11,4736,4736,372.1549267547542,372.1549267547542
12,4736,4736,367.3468107349713,367.3468107349713
13,4736,4736,360.82312360730026,360.82312360730026
14,4736,4736,351.2520386623512,351.2520386623512
15,4736,4736,344.4292549215237,344.4292549215237
16,4736,4736,338.5206899609825,338.5206899609825
17,4736,4736,341.7261002984758,341.7261002984758
18,4736,4736,356.20123774798947,356.20123774798947
19,4736,4736,350.7159224985576,350.7159224985576
20,4736,4736,327.79272284893284,327.79272284893284
21,4736,4736,312.35822003805913,312.35822003805913
22,4736,4736,303.82550799843483,303.82550799843483
23,4736,4736,284.2488022657018,284.2488022657018
24,4736,4736,267.66306009681887,267.66306009681887
1,4738,4738,63.02807071155187,63.02807071155187
2,4738,4738,61.7672618205526,61.7672618205526
3,4738,4738,62.1811150853128,62.1811150853128
4,4738,4738,63.75128282381391,63.75128282381391
5,4738,4738,67.31372099971513,67.31372099971513
6,4738,4738,77.14170581253073,77.14170581253073
7,4738,4738,84.76155622024135,84.76155622024135
8,4738,4738,87.82352075918133,87.82352075918133
9,4738,4738,88.71447403479236,88.71447403479236
10,4738,4738,89.95053424801992,89.95053424801992
11,4738,4738,90.6709965071962,90.6709965071962
12,4738,4738,89.49955784148369,89.49955784148369
13,4738,4738,87.9101412565008,87.9101412565008
14,4738,4738,85.57826346253721,85.57826346253721
15,4738,4738,83.91597564566358,83.91597564566358
16,4738,4738,82.47642605385387,82.47642605385387
17,4738,4738,83.25738508091659,83.25738508091659
18,4738,4738,86.78407529182154,86.78407529182154
19,4738,4738,85.44764531584579,85.44764531584579
20,4738,4738,79.86268806836436,79.86268806836436
21,4738,4738,76.1022602200525,76.1022602200525
22,4738,4738,74.02336928533293,74.02336928533293
23,4738,4738,69.25374435360449,69.25374435360449
24,4738,4738,65.21283111519114,65.21283111519114
1,4740,4740,84.02807012435606,84.02807012435606
2,4740,4740,82.34717878958638,82.34717878958638
3,4740,4740,82.8989216996877,82.8989216996877
4,4740,4740,84.99224556869186,84.99224556869186
5,4740,4740,89.7416342375639,89.7416342375639
6,4740,4740,102.84415487177104,102.84415487177104
7,4740,4740,113.00282413084547,113.00282413084547
8,4740,4740,117.0849889201476,117.0849889201476
9,4740,4740,118.27279434518096,118.27279434518096
10,4740,4740,119.92069111724534,119.92069111724534
11,4740,4740,120.88120049905828,120.88120049905828
12,4740,4740,119.31945619628003,119.31945619628003
13,4740,4740,117.20047005642218,117.20047005642218
14,4740,4740,114.09164586776289,114.09164586776289
15,4740,4740,111.87550890424453,111.87550890424453
16,4740,4740,109.95632317187997,109.95632317187997
17,4740,4740,110.99748592919482,110.99748592919482
18,4740,4740,115.69921595207632,115.69921595207632
19,4740,4740,113.91750773112328,113.91750773112328
20,4740,4740,106.47172724102036,106.47172724102036
21,4740,4740,101.45838173689377,101.45838173689377
22,4740,4740,98.68683580075127,98.68683580075127
23,4740,4740,92.32804401630437,92.32804401630437
24,4740,4740,86.94075963443287,86.94075963443287
1,4742,4742,115.22433517889954,115.22433517889954
2,4742,4742,112.91939605236507,112.91939605236507
3,4742,4742,113.67597905982926,113.67597905982926
4,4742,4742,116.54647044161587,116.54647044161587
5,4742,4742,123.05911735909348,123.05911735909348
6,4742,4742,141.02608038716292,141.02608038716292
7,4742,4742,154.95625764753404,154.95625764753404
8,4742,4742,160.5539671182138,160.5539671182138
9,4742,4742,162.18275723821546,162.18275723821546
10,4742,4742,164.44245223922601,164.44245223922601
11,4742,4742,165.7595603768841,165.7595603768841
12,4742,4742,163.61800281474154,163.61800281474154
13,4742,4742,160.71232178628185,160.71232178628185
14,4742,4742,156.449315390964,156.449315390964
15,4742,4742,153.41041531972726,153.41041531972726
16,4742,4742,150.77871260694016,150.77871260694016
17,4742,4742,152.20641749587892,152.20641749587892
18,4742,4742,158.6537120163342,158.6537120163342
19,4742,4742,156.2105267219645,156.2105267219645
20,4742,4742,146.00042543568668,146.00042543568668
21,4742,4742,139.12582505654893,139.12582505654893
22,4742,4742,135.32531485278983,135.32531485278983
23,4742,4742,126.60575774741288,126.60575774741288
24,4742,4742,119.21838992613424,119.21838992613424
1,4744,4744,93.76654848825889,93.76654848825889
2,4744,4744,91.89084934853187,91.89084934853187
3,4744,4744,92.50653679983839,92.50653679983839
4,4744,4744,94.84246756409514,94.84246756409514
5,4744,4744,100.14228918620681,100.14228918620681
6,4744,4744,114.76333349375287,114.76333349375287
7,4744,4744,126.09934718831333,126.09934718831333
8,4744,4744,130.65461666060617,130.65461666060617
9,4744,4744,131.98008343398533,131.98008343398533
10,4744,4744,133.81896408842312,133.81896408842312
11,4744,4744,134.8907922214494,134.8907922214494
12,4744,4744,133.14804872304467,133.14804872304467
13,4744,4744,130.78348154525656,130.78348154525656
14,4744,4744,127.31435850582477,127.31435850582477
15,4744,4744,124.84138115743586,124.84138115743586
16,4744,4744,122.69977036278816,122.69977036278816
17,4744,4744,123.86159923763262,123.86159923763262
18,4744,4744,129.10823878935346,129.10823878935346
19,4744,4744,127.1200385362157,127.1200385362157
20,4744,4744,118.81132531306386,118.81132531306386
21,4744,4744,113.21695543636211,113.21695543636211
22,4744,4744,110.12419969385678,110.12419969385678
23,4744,4744,103.02845231681142,103.02845231681142
24,4744,4744,97.01680571508406,97.01680571508406
1,4746,4746,86.30120099315222,86.30120099315222
2,4746,4746,84.5748381156647,84.5748381156647
3,4746,4746,85.14150679805539,85.14150679805539
4,4746,4746,87.29145935194995,87.29145935194995
5,4746,4746,92.16932868181,92.16932868181
6,4746,4746,105.62629925243216,105.62629925243216
7,4746,4746,116.05978125734876,116.05978125734876
8,4746,4746,120.25237693933167,120.25237693933167
9,4746,4746,121.47231492642162,121.47231492642162
10,4746,4746,123.16479067091302,123.16479067091302
11,4746,4746,124.15128379271114,124.15128379271114
12,4746,4746,122.54729111770968,122.54729111770968
13,4746,4746,120.37098207613657,120.37098207613657
14,4746,4746,117.17805784545033,117.17805784545033
15,4746,4746,114.90196985207017,114.90196985207017
16,4746,4746,112.93086622697365,112.93086622697365
17,4746,4746,114.00019456276233,114.00019456276233
18,4746,4746,118.82911598294643,118.82911598294643
19,4746,4746,116.99920891665228,116.99920891665228
20,4746,4746,109.35200486119453,109.35200486119453
21,4746,4746,104.20303812472851,104.20303812472851
22,4746,4746,101.35651621195808,101.35651621195808
23,4746,4746,94.82570612610212,94.82570612610212
24,4746,4746,89.29268470172455,89.29268470172455
1,4748,4748,135.8785723421368,135.8785723421368
2,4748,4748,133.16046737444253,133.16046737444253
3,4748,4748,134.05266969223365,134.05266969223365
4,4748,4748,137.43770350711304,137.43770350711304
5,4748,4748,145.11775793260674,145.11775793260674
6,4748,4748,166.30534197713675,166.30534197713675
7,4748,4748,182.73253676783185,182.73253676783185
8,4748,4748,189.33364902490052,189.33364902490052
9,4748,4748,191.25440366242725,191.25440366242725
10,4748,4748,193.91915438708327,193.91915438708327
11,4748,4748,195.472357302833,195.472357302833
12,4748,4748,192.94692043499916,192.94692043499916
13,4748,4748,189.52038914527003,189.52038914527003
14,4748,4748,184.4932286762438,184.4932286762438
15,4748,4748,180.90959851227754,180.90959851227754
16,4748,4748,177.80615680539125,177.80615680539125
17,4748,4748,179.48978120412343,179.48978120412343
18,4748,4748,187.0927686594086,187.0927686594086
19,4748,4748,184.2116365682507,184.2116365682507
20,4748,4748,172.17135025118023,172.17135025118023
21,4748,4748,164.0644613419092,164.0644613419092
22,4748,4748,159.58270061092537,159.58270061092537
23,4748,4748,149.30014207765365,149.30014207765365
24,4748,4748,140.5885709380755,140.5885709380755
1,4749,4749,86.53467453863313,86.53467453863313
2,4749,4749,84.80364127351304,84.80364127351304
3,4749,4749,85.37184298377434,85.37184298377434
4,4749,4749,87.52761187671862,87.52761187671862
5,4749,4749,92.41867747075263,92.41867747075263
6,4749,4749,105.91205363706058,105.91205363706058
7,4749,4749,116.37376169222175,116.37376169222175
8,4749,4749,120.57769974450049,120.57769974450049
9,4749,4749,121.80093807091174,121.80093807091174
10,4749,4749,123.49799252703356,123.49799252703356
11,4749,4749,124.487154441897,124.487154441897
12,4749,4749,122.87882243149292,122.87882243149292
13,4749,4749,120.69662574777635,120.69662574777635
