variable,value
"p_gen[4852 solar,19]",0.0
"p_gen[4852 solar,20]",0.0
"p_gen[4852 solar,21]",0.0
"p_gen[4852 solar,22]",0.0
"p_gen[4852 solar,23]",0.0
"p_gen[4852 solar,24]",0.0
"p_gen[4853 onwind,1]",0.0
"p_gen[4853 onwind,2]",0.0
"p_gen[4853 onwind,3]",0.0
"p_gen[4853 onwind,4]",0.0
"p_gen[4853 onwind,5]",4.862058037553012
"p_gen[4853 onwind,6]",4.734248600215014
"p_gen[4853 onwind,7]",8.738857402664017
"p_gen[4853 onwind,8]",5.818124781638204
"p_gen[4853 onwind,9]",0.0
"p_gen[4853 onwind,10]",0.0
"p_gen[4853 onwind,11]",7.601058327591762
"p_gen[4853 onwind,12]",8.884551432497751
"p_gen[4853 onwind,13]",7.561868727236882
"p_gen[4853 onwind,14]",3.613444539605192
"p_gen[4853 onwind,15]",4.370973583411738
"p_gen[4853 onwind,16]",7.754403219076233
"p_gen[4853 onwind,17]",7.885857295881497
"p_gen[4853 onwind,18]",13.82838416060428
"p_gen[4853 onwind,19]",22.41162169474583
"p_gen[4853 onwind,20]",19.815649822198836
"p_gen[4853 onwind,21]",23.17809344364747
"p_gen[4853 onwind,22]",35.652538184928275
"p_gen[4853 onwind,23]",19.39744905075142
"p_gen[4853 onwind,24]",17.000116234861576
"p_gen[4853 solar,1]",0.0
"p_gen[4853 solar,2]",0.0
"p_gen[4853 solar,3]",0.0
"p_gen[4853 solar,4]",0.0
"p_gen[4853 solar,5]",0.0
"p_gen[4853 solar,6]",0.0
"p_gen[4853 solar,7]",0.0
"p_gen[4853 solar,8]",5.354404969267696
"p_gen[4853 solar,9]",8.019995978923527
"p_gen[4853 solar,10]",5.815874805440656
"p_gen[4853 solar,11]",7.029415377036069
"p_gen[4853 solar,12]",7.751224134281776
"p_gen[4853 solar,13]",5.643308522296569
"p_gen[4853 solar,14]",7.097016927166132
"p_gen[4853 solar,15]",4.7419894669985725
"p_gen[4853 solar,16]",4.465760856574916
"p_gen[4853 solar,17]",1.798342057163593
"p_gen[4853 solar,18]",0.0
"p_gen[4853 solar,19]",0.0
"p_gen[4853 solar,20]",0.0
"p_gen[4853 solar,21]",0.0
"p_gen[4853 solar,22]",0.0
"p_gen[4853 solar,23]",0.0
"p_gen[4853 solar,24]",0.0
"p_gen[4854 onwind,1]",14.855218720299735
"p_gen[4854 onwind,2]",11.18310328729204
"p_gen[4854 onwind,3]",11.174124764659
"p_gen[4854 onwind,4]",12.815847043125764
"p_gen[4854 onwind,5]",12.893180501403092
"p_gen[4854 onwind,6]",10.413741820262644
"p_gen[4854 onwind,7]",14.548760809237514
"p_gen[4854 onwind,8]",16.889038059714682
"p_gen[4854 onwind,9]",11.619553684997411
"p_gen[4854 onwind,10]",14.615940315547585
"p_gen[4854 onwind,11]",16.777993546436267
"p_gen[4854 onwind,12]",20.16007609506593
"p_gen[4854 onwind,13]",21.489026171139688
"p_gen[4854 onwind,14]",20.535736901741565
"p_gen[4854 onwind,15]",19.177382138150023
"p_gen[4854 onwind,16]",22.89880033455954
"p_gen[4854 onwind,17]",21.94142928947587
"p_gen[4854 onwind,18]",24.701178479813002
"p_gen[4854 onwind,19]",40.08622901996791
"p_gen[4854 onwind,20]",40.281786732815135
"p_gen[4854 onwind,21]",33.03616425342143
"p_gen[4854 onwind,22]",46.33563185153942
"p_gen[4854 onwind,23]",23.406466430273124
"p_gen[4854 onwind,24]",25.361253733185833
"p_gen[4854 solar,1]",0.0
"p_gen[4854 solar,2]",0.0
"p_gen[4854 solar,3]",0.0
"p_gen[4854 solar,4]",0.0
"p_gen[4854 solar,5]",0.0
"p_gen[4854 solar,6]",0.0
"p_gen[4854 solar,7]",0.0
"p_gen[4854 solar,8]",6.387645524468936
"p_gen[4854 solar,9]",10.862778498565092
"p_gen[4854 solar,10]",8.477573252495866
"p_gen[4854 solar,11]",8.945952456755327
"p_gen[4854 solar,12]",9.527989286814384
"p_gen[4854 solar,13]",7.011659703819758
"p_gen[4854 solar,14]",9.88487979388126
"p_gen[4854 solar,15]",7.935926056049991
"p_gen[4854 solar,16]",7.959023555738322
"p_gen[4854 solar,17]",3.3316056512247334
"p_gen[4854 solar,18]",0.0
"p_gen[4854 solar,19]",0.0
"p_gen[4854 solar,20]",0.0
"p_gen[4854 solar,21]",0.0
"p_gen[4854 solar,22]",0.0
"p_gen[4854 solar,23]",0.0
"p_gen[4854 solar,24]",0.0
"p_gen[4859 onwind,1]",1.913421199350114
"p_gen[4859 onwind,2]",1.79970665932123
"p_gen[4859 onwind,3]",1.822377637467407
"p_gen[4859 onwind,4]",2.259060014263361
"p_gen[4859 onwind,5]",2.293910361635558
"p_gen[4859 onwind,6]",1.5310949163534664
"p_gen[4859 onwind,7]",2.2424312554511223
"p_gen[4859 onwind,8]",3.1799419470625496
"p_gen[4859 onwind,9]",1.634233286424676
"p_gen[4859 onwind,10]",0.687364318664541
"p_gen[4859 onwind,11]",1.9817806168753187
"p_gen[4859 onwind,12]",2.9177159614528803
"p_gen[4859 onwind,13]",2.728381468344829
"p_gen[4859 onwind,14]",2.4317081736889077
"p_gen[4859 onwind,15]",1.9148953662114487
"p_gen[4859 onwind,16]",2.6664305187092654
"p_gen[4859 onwind,17]",2.6817810020505775
"p_gen[4859 onwind,18]",2.2070780494998123
"p_gen[4859 onwind,19]",3.5495745990157044
"p_gen[4859 onwind,20]",3.637312324919223
"p_gen[4859 onwind,21]",3.2392440689223707
"p_gen[4859 onwind,22]",5.412510404248001
"p_gen[4859 onwind,23]",4.2795174075877584
"p_gen[4859 onwind,24]",5.049501090917164
"p_gen[4859 ror,1]",0.1169483703919523
"p_gen[4859 ror,2]",0.1169172415361484
"p_gen[4859 ror,3]",0.1168862073267684
"p_gen[4859 ror,4]",0.1168553258695043
"p_gen[4859 ror,5]",0.1168240546876505
"p_gen[4859 ror,6]",0.1167925708655504
"p_gen[4859 ror,7]",0.1167613048055209
"p_gen[4859 ror,8]",0.1167299310593546
"p_gen[4859 ror,9]",0.1166991446120514
"p_gen[4859 ror,10]",0.116671974371251
"p_gen[4859 ror,11]",0.116654436192434
"p_gen[4859 ror,12]",0.1166559522016126
"p_gen[4859 ror,13]",0.1167014747310205
"p_gen[4859 ror,14]",0.1167629359674094
"p_gen[4859 ror,15]",0.1168258185653618
"p_gen[4859 ror,16]",0.1168644592101687
"p_gen[4859 ror,17]",0.1168670300225503
"p_gen[4859 ror,18]",0.1168368029481249
"p_gen[4859 ror,19]",0.1168042365329786
"p_gen[4859 ror,20]",0.1167715152027715
"p_gen[4859 ror,21]",0.1167391610177273
"p_gen[4859 ror,22]",0.1167067856996897
"p_gen[4859 ror,23]",0.1166736732923739
"p_gen[4859 ror,24]",0.1166404697472873
"p_gen[4859 solar,1]",0.0
"p_gen[4859 solar,2]",0.0
"p_gen[4859 solar,3]",0.0
"p_gen[4859 solar,4]",0.0
"p_gen[4859 solar,5]",0.0
"p_gen[4859 solar,6]",0.0
"p_gen[4859 solar,7]",0.0
"p_gen[4859 solar,8]",4.991386612398971
"p_gen[4859 solar,9]",8.107553189716278
"p_gen[4859 solar,10]",7.259628894183381
"p_gen[4859 solar,11]",7.7685355202674575
"p_gen[4859 solar,12]",8.006248216644883
"p_gen[4859 solar,13]",5.699972821706781
"p_gen[4859 solar,14]",7.286031700492637
"p_gen[4859 solar,15]",6.072416864982336
"p_gen[4859 solar,16]",6.46666341957066
"p_gen[4859 solar,17]",2.549085987584639
"p_gen[4859 solar,18]",0.0
"p_gen[4859 solar,19]",0.0
"p_gen[4859 solar,20]",0.0
"p_gen[4859 solar,21]",0.0
"p_gen[4859 solar,22]",0.0
"p_gen[4859 solar,23]",0.0
"p_gen[4859 solar,24]",0.0
"p_gen[4861 onwind,1]",3.6541442964961037
"p_gen[4861 onwind,2]",3.5211578072790224
"p_gen[4861 onwind,3]",3.3376201110947896
"p_gen[4861 onwind,4]",3.6239837447577528
"p_gen[4861 onwind,5]",3.6670522258372387
"p_gen[4861 onwind,6]",2.6595391539603224
"p_gen[4861 onwind,7]",3.3615031114014076
"p_gen[4861 onwind,8]",5.022266999727247
"p_gen[4861 onwind,9]",3.240300480046806
"p_gen[4861 onwind,10]",1.6050589648244686
"p_gen[4861 onwind,11]",2.9040756250117377
"p_gen[4861 onwind,12]",4.533789103559869
"p_gen[4861 onwind,13]",5.175318048979554
"p_gen[4861 onwind,14]",5.434935947462768
"p_gen[4861 onwind,15]",4.446935460951151
"p_gen[4861 onwind,16]",6.404918893490329
"p_gen[4861 onwind,17]",7.200910285709762
"p_gen[4861 onwind,18]",5.8383279560365375
"p_gen[4861 onwind,19]",7.390083648998611
"p_gen[4861 onwind,20]",8.460833678123414
"p_gen[4861 onwind,21]",7.550371071129432
"p_gen[4861 onwind,22]",10.081228973795923
"p_gen[4861 onwind,23]",7.941589605822663
"p_gen[4861 onwind,24]",11.621368600914694
"p_gen[4861 ror,1]",2.0865538417430827
"p_gen[4861 ror,2]",2.0859984510741145
"p_gen[4861 ror,3]",2.0854447490550942
"p_gen[4861 ror,4]",2.084893772388407
"p_gen[4861 ror,5]",2.0843358423854985
"p_gen[4861 ror,6]",2.0837741185261947
"p_gen[4861 ror,7]",2.0832162799051703
"p_gen[4861 ror,8]",2.082656519983985
"p_gen[4861 ror,9]",2.082107238453351
"p_gen[4861 ror,10]",2.0816224760737367
"p_gen[4861 ror,11]",2.081309565733344
"p_gen[4861 ror,12]",2.0813366138637717
"p_gen[4861 ror,13]",2.082148811659292
"p_gen[4861 ror,14]",2.083245382551864
"p_gen[4861 ror,15]",2.0843673129036637
"p_gen[4861 ror,16]",2.0850567264080935
"p_gen[4861 ror,17]",2.0851025939856696
"p_gen[4861 ror,18]",2.0845632925994626
"p_gen[4861 ror,19]",2.083982253475894
"p_gen[4861 ror,20]",2.0833984504094496
"p_gen[4861 ror,21]",2.0828211978246194
"p_gen[4861 ror,22]",2.082243568191965
"p_gen[4861 ror,23]",2.081652787658105
"p_gen[4861 ror,24]",2.0810603810745176
"p_gen[4861 solar,1]",0.0
"p_gen[4861 solar,2]",0.0
"p_gen[4861 solar,3]",0.0
"p_gen[4861 solar,4]",0.0
"p_gen[4861 solar,5]",0.0
"p_gen[4861 solar,6]",0.0
"p_gen[4861 solar,7]",0.0
"p_gen[4861 solar,8]",11.855001538023082
"p_gen[4861 solar,9]",18.23871085818281
"p_gen[4861 solar,10]",15.882814136330309
"p_gen[4861 solar,11]",17.466591053842304
"p_gen[4861 solar,12]",17.76430287549334
"p_gen[4861 solar,13]",13.17369199313179
"p_gen[4861 solar,14]",16.31934753752062
"p_gen[4861 solar,15]",13.062611919258453
"p_gen[4861 solar,16]",13.57022337763345
"p_gen[4861 solar,17]",5.483169095240805
"p_gen[4861 solar,18]",0.0
"p_gen[4861 solar,19]",0.0
"p_gen[4861 solar,20]",0.0
"p_gen[4861 solar,21]",0.0
"p_gen[4861 solar,22]",0.0
"p_gen[4861 solar,23]",0.0
"p_gen[4861 solar,24]",0.0
"p_gen[4863 onwind,1]",1.2269474614030813
"p_gen[4863 onwind,2]",1.7343775013202725
"p_gen[4863 onwind,3]",1.9040238592362058
"p_gen[4863 onwind,4]",2.0799678249737736
"p_gen[4863 onwind,5]",2.2612007959199065
"p_gen[4863 onwind,6]",2.6376195579242525
"p_gen[4863 onwind,7]",3.017141624031813
"p_gen[4863 onwind,8]",2.886313724253125
"p_gen[4863 onwind,9]",2.710342009600972
"p_gen[4863 onwind,10]",3.7092776002769456
"p_gen[4863 onwind,11]",2.216449370048464
"p_gen[4863 onwind,12]",1.827088812083632
"p_gen[4863 onwind,13]",1.9936078463490552
"p_gen[4863 onwind,14]",1.547096306167576
"p_gen[4863 onwind,15]",1.2991301677111156
"p_gen[4863 onwind,16]",1.7350745145079525
"p_gen[4863 onwind,17]",1.1624914826331878
"p_gen[4863 onwind,18]",0.4425265761139073
"p_gen[4863 onwind,19]",1.064074515535217
"p_gen[4863 onwind,20]",0.7976604093956289
"p_gen[4863 onwind,21]",0.257824263163129
"p_gen[4863 onwind,22]",0.0
"p_gen[4863 onwind,23]",0.0
"p_gen[4863 onwind,24]",0.0
"p_gen[4863 solar,1]",0.0
"p_gen[4863 solar,2]",0.0
"p_gen[4863 solar,3]",0.0
"p_gen[4863 solar,4]",0.0
"p_gen[4863 solar,5]",0.0
"p_gen[4863 solar,6]",0.0
"p_gen[4863 solar,7]",0.0
"p_gen[4863 solar,8]",3.241055860232833
"p_gen[4863 solar,9]",5.919335305917554
"p_gen[4863 solar,10]",6.126029096239532
"p_gen[4863 solar,11]",7.144049462399798
"p_gen[4863 solar,12]",7.006942505697471
"p_gen[4863 solar,13]",4.626026036331583
"p_gen[4863 solar,14]",6.360570840744032
"p_gen[4863 solar,15]",4.537004909308418
"p_gen[4863 solar,16]",4.537803126188347
"p_gen[4863 solar,17]",1.7865961865124156
"p_gen[4863 solar,18]",0.0
"p_gen[4863 solar,19]",0.0
"p_gen[4863 solar,20]",0.0
"p_gen[4863 solar,21]",0.0
"p_gen[4863 solar,22]",0.0
"p_gen[4863 solar,23]",0.0
"p_gen[4863 solar,24]",0.0
"p_gen[4864 onwind,1]",5.3125693266002685
"p_gen[4864 onwind,2]",6.991852040402399
"p_gen[4864 onwind,3]",7.897650080076196
"p_gen[4864 onwind,4]",8.55117148833692
"p_gen[4864 onwind,5]",9.132418238406522
"p_gen[4864 onwind,6]",10.142830338445265
"p_gen[4864 onwind,7]",10.984893048246455
"p_gen[4864 onwind,8]",9.90278449987798
"p_gen[4864 onwind,9]",9.51992343254861
"p_gen[4864 onwind,10]",15.253115050914197
"p_gen[4864 onwind,11]",9.027506774735611
"p_gen[4864 onwind,12]",7.406114573744388
"p_gen[4864 onwind,13]",7.403725211504123
"p_gen[4864 onwind,14]",5.121858511721733
"p_gen[4864 onwind,15]",4.821038336028605
"p_gen[4864 onwind,16]",5.460533619207887
"p_gen[4864 onwind,17]",3.412541224619417
"p_gen[4864 onwind,18]",2.626969418992552
"p_gen[4864 onwind,19]",3.8710072042988606
"p_gen[4864 onwind,20]",2.3872483743267607
"p_gen[4864 onwind,21]",1.433831021270441
"p_gen[4864 onwind,22]",1.58652967708557
"p_gen[4864 onwind,23]",0.9188156715237872
"p_gen[4864 onwind,24]",0.0
"p_gen[4864 solar,1]",0.0
"p_gen[4864 solar,2]",0.0
"p_gen[4864 solar,3]",0.0
"p_gen[4864 solar,4]",0.0
"p_gen[4864 solar,5]",0.0
"p_gen[4864 solar,6]",0.0
"p_gen[4864 solar,7]",0.0
"p_gen[4864 solar,8]",3.0956386034655554
"p_gen[4864 solar,9]",5.6855853865726464
"p_gen[4864 solar,10]",5.422166515185189
"p_gen[4864 solar,11]",5.9979633445667835
"p_gen[4864 solar,12]",5.79436800729568
"p_gen[4864 solar,13]",3.830724822654949
"p_gen[4864 solar,14]",5.64666754123102
"p_gen[4864 solar,15]",4.303155064211389
"p_gen[4864 solar,16]",4.5937229755984745
"p_gen[4864 solar,17]",1.4350057251379849
"p_gen[4864 solar,18]",0.0
"p_gen[4864 solar,19]",0.0
"p_gen[4864 solar,20]",0.0
"p_gen[4864 solar,21]",0.0
"p_gen[4864 solar,22]",0.0
"p_gen[4864 solar,23]",0.0
"p_gen[4864 solar,24]",0.0
"p_gen[4867 onwind,1]",0.9768075420362428
"p_gen[4867 onwind,2]",1.5020549642664636
"p_gen[4867 onwind,3]",1.7190355380713764
"p_gen[4867 onwind,4]",1.8728622176164613
"p_gen[4867 onwind,5]",1.9867503907122988
"p_gen[4867 onwind,6]",2.2555539140114327
"p_gen[4867 onwind,7]",2.7220496904847793
"p_gen[4867 onwind,8]",2.777721977019889
"p_gen[4867 onwind,9]",2.436315571866529
"p_gen[4867 onwind,10]",3.3540516698943756
"p_gen[4867 onwind,11]",2.0787286847927025
"p_gen[4867 onwind,12]",1.6882545483790319
"p_gen[4867 onwind,13]",1.8705478759248173
"p_gen[4867 onwind,14]",1.546339889385795
"p_gen[4867 onwind,15]",1.2431932896999482
"p_gen[4867 onwind,16]",1.7322359485550987
"p_gen[4867 onwind,17]",1.300292624717489
"p_gen[4867 onwind,18]",0.369893379337856
"p_gen[4867 onwind,19]",0.991988641156194
"p_gen[4867 onwind,20]",0.8817269243129602
"p_gen[4867 onwind,21]",0.0
"p_gen[4867 onwind,22]",0.0
"p_gen[4867 onwind,23]",0.0
"p_gen[4867 onwind,24]",0.0
"p_gen[4867 solar,1]",0.0
"p_gen[4867 solar,2]",0.0
"p_gen[4867 solar,3]",0.0
"p_gen[4867 solar,4]",0.0
"p_gen[4867 solar,5]",0.0
"p_gen[4867 solar,6]",0.0
"p_gen[4867 solar,7]",0.0
"p_gen[4867 solar,8]",1.801389211817458
"p_gen[4867 solar,9]",3.204645861969369
"p_gen[4867 solar,10]",3.044141597834523
"p_gen[4867 solar,11]",3.845524075017216
"p_gen[4867 solar,12]",3.9611929485602646
"p_gen[4867 solar,13]",2.53173784126719
"p_gen[4867 solar,14]",3.7208248523335263
"p_gen[4867 solar,15]",2.701002695662343
"p_gen[4867 solar,16]",2.459462635127384
"p_gen[4867 solar,17]",0.7689727310451436
"p_gen[4867 solar,18]",0.0
"p_gen[4867 solar,19]",0.0
"p_gen[4867 solar,20]",0.0
"p_gen[4867 solar,21]",0.0
"p_gen[4867 solar,22]",0.0
"p_gen[4867 solar,23]",0.0
"p_gen[4867 solar,24]",0.0
"p_gen[4869 onwind,1]",1.0522985986931683
"p_gen[4869 onwind,2]",1.600872061841483
"p_gen[4869 onwind,3]",1.849926206390209
"p_gen[4869 onwind,4]",1.9896052660248067
"p_gen[4869 onwind,5]",2.1108667052489016
"p_gen[4869 onwind,6]",2.418914784395096
"p_gen[4869 onwind,7]",2.8624173149119745
"p_gen[4869 onwind,8]",2.93378294922695
"p_gen[4869 onwind,9]",2.568339788856625
"p_gen[4869 onwind,10]",3.3405495552093742
"p_gen[4869 onwind,11]",2.10113785217196
"p_gen[4869 onwind,12]",1.6896294854807081
"p_gen[4869 onwind,13]",1.868210523974794
"p_gen[4869 onwind,14]",1.5371564199521168
"p_gen[4869 onwind,15]",1.2379497983854402
"p_gen[4869 onwind,16]",1.6687010098015855
"p_gen[4869 onwind,17]",1.243118399278399
"p_gen[4869 onwind,18]",0.4135622894382493
"p_gen[4869 onwind,19]",1.0060882322100568
"p_gen[4869 onwind,20]",0.8483481991150842
"p_gen[4869 onwind,21]",0.23894786056841058
"p_gen[4869 onwind,22]",0.0
"p_gen[4869 onwind,23]",0.0
"p_gen[4869 onwind,24]",0.0
"p_gen[4869 solar,1]",0.0
"p_gen[4869 solar,2]",0.0
"p_gen[4869 solar,3]",0.0
"p_gen[4869 solar,4]",0.0
"p_gen[4869 solar,5]",0.0
"p_gen[4869 solar,6]",0.0
"p_gen[4869 solar,7]",0.0
"p_gen[4869 solar,8]",1.445045988665138
"p_gen[4869 solar,9]",2.704342326657472
"p_gen[4869 solar,10]",2.536768587266285
"p_gen[4869 solar,11]",3.302593918571274
"p_gen[4869 solar,12]",3.2138190388498034
"p_gen[4869 solar,13]",2.0181101504108208
"p_gen[4869 solar,14]",2.8812644607709896
"p_gen[4869 solar,15]",2.0699830697305197
"p_gen[4869 solar,16]",2.0088454887752643
"p_gen[4869 solar,17]",0.8325236006061404
"p_gen[4869 solar,18]",0.0
"p_gen[4869 solar,19]",0.0
"p_gen[4869 solar,20]",0.0
"p_gen[4869 solar,21]",0.0
"p_gen[4869 solar,22]",0.0
"p_gen[4869 solar,23]",0.0
"p_gen[4869 solar,24]",0.0
"p_gen[4870 onwind,1]",9.764923536337296
"p_gen[4870 onwind,2]",20.11803022648027
"p_gen[4870 onwind,3]",34.205076156411025
"p_gen[4870 onwind,4]",45.67913200660926
"p_gen[4870 onwind,5]",48.2232188771007
"p_gen[4870 onwind,6]",46.29839312213675
"p_gen[4870 onwind,7]",61.04738573212746
"p_gen[4870 onwind,8]",74.67228968598151
"p_gen[4870 onwind,9]",63.49687064713488
"p_gen[4870 onwind,10]",79.42754337701157
"p_gen[4870 onwind,11]",55.67491153035231
"p_gen[4870 onwind,12]",42.59017605170624
"p_gen[4870 onwind,13]",48.10857941824571
"p_gen[4870 onwind,14]",49.17877008203953
"p_gen[4870 onwind,15]",37.95696945204617
"p_gen[4870 onwind,16]",45.63144992420398
"p_gen[4870 onwind,17]",50.377996532164026
"p_gen[4870 onwind,18]",20.234040856229484
"p_gen[4870 onwind,19]",26.365451171418016
"p_gen[4870 onwind,20]",34.85714564858448
"p_gen[4870 onwind,21]",15.71196207796507
"p_gen[4870 onwind,22]",0.0
"p_gen[4870 onwind,23]",0.0
"p_gen[4870 onwind,24]",0.0
"p_gen[4870 solar,1]",0.0
"p_gen[4870 solar,2]",0.0
"p_gen[4870 solar,3]",0.0
"p_gen[4870 solar,4]",0.0
"p_gen[4870 solar,5]",0.0
"p_gen[4870 solar,6]",0.0
"p_gen[4870 solar,7]",0.0
"p_gen[4870 solar,8]",8.80809462973876
"p_gen[4870 solar,9]",14.197021692908464
"p_gen[4870 solar,10]",12.750178802467245
"p_gen[4870 solar,11]",14.655316269042851
"p_gen[4870 solar,12]",15.332379961631345
"p_gen[4870 solar,13]",10.29540116424709
"p_gen[4870 solar,14]",14.668105552866772
"p_gen[4870 solar,15]",11.056531118228058
"p_gen[4870 solar,16]",9.299946872127554
"p_gen[4870 solar,17]",3.6679778689383946
"p_gen[4870 solar,18]",0.0
"p_gen[4870 solar,19]",0.0
"p_gen[4870 solar,20]",0.0
"p_gen[4870 solar,21]",0.0
"p_gen[4870 solar,22]",0.0
"p_gen[4870 solar,23]",0.0
"p_gen[4870 solar,24]",0.0
"p_gen[4871 onwind,1]",7.447968491331999
"p_gen[4871 onwind,2]",11.68660123062514
"p_gen[4871 onwind,3]",14.959183286908877
"p_gen[4871 onwind,4]",16.695990257122396
"p_gen[4871 onwind,5]",17.54555180076036
"p_gen[4871 onwind,6]",18.945954232896906
"p_gen[4871 onwind,7]",23.83494084940573
"p_gen[4871 onwind,8]",25.502592484567636
"p_gen[4871 onwind,9]",23.473841363891907
"p_gen[4871 onwind,10]",28.790129190185272
"p_gen[4871 onwind,11]",18.30916610377194
"p_gen[4871 onwind,12]",14.409421359824274
"p_gen[4871 onwind,13]",16.037905442371056
"p_gen[4871 onwind,14]",14.231563618311087
"p_gen[4871 onwind,15]",11.242030577434171
"p_gen[4871 onwind,16]",14.202323167747744
"p_gen[4871 onwind,17]",12.119799438710116
"p_gen[4871 onwind,18]",5.266089166296792
"p_gen[4871 onwind,19]",9.48863569581731
"p_gen[4871 onwind,20]",8.606652923096265
"p_gen[4871 onwind,21]",3.410020316835848
"p_gen[4871 onwind,22]",0.0
"p_gen[4871 onwind,23]",0.0
"p_gen[4871 onwind,24]",0.0
"p_gen[4871 ror,1]",0.0584741851959761
"p_gen[4871 ror,2]",0.0584586207680742
"p_gen[4871 ror,3]",0.0584431036633842
"p_gen[4871 ror,4]",0.0584276629347521
"p_gen[4871 ror,5]",0.0584120273438252
"p_gen[4871 ror,6]",0.0583962854327752
"p_gen[4871 ror,7]",0.0583806524027604
"p_gen[4871 ror,8]",0.0583649655296773
"p_gen[4871 ror,9]",0.0583495723060257
"p_gen[4871 ror,10]",0.0583359871856255
"p_gen[4871 ror,11]",0.058327218096217
"p_gen[4871 ror,12]",0.0583279761008063
"p_gen[4871 ror,13]",0.0583507373655102
"p_gen[4871 ror,14]",0.0583814679837047
"p_gen[4871 ror,15]",0.0584129092826809
"p_gen[4871 ror,16]",0.0584322296050843
"p_gen[4871 ror,17]",0.0584335150112751
"p_gen[4871 ror,18]",0.0584184014740624
"p_gen[4871 ror,19]",0.0584021182664893
"p_gen[4871 ror,20]",0.0583857576013857
"p_gen[4871 ror,21]",0.0583695805088636
"p_gen[4871 ror,22]",0.0583533928498448
"p_gen[4871 ror,23]",0.0583368366461869
"p_gen[4871 ror,24]",0.0583202348736436
"p_gen[4871 solar,1]",0.0
"p_gen[4871 solar,2]",0.0
"p_gen[4871 solar,3]",0.0
"p_gen[4871 solar,4]",0.0
"p_gen[4871 solar,5]",0.0
"p_gen[4871 solar,6]",0.0
"p_gen[4871 solar,7]",0.0
"p_gen[4871 solar,8]",5.200527525349932
"p_gen[4871 solar,9]",9.507603546337384
"p_gen[4871 solar,10]",8.818968042628889
"p_gen[4871 solar,11]",11.01399807306376
"p_gen[4871 solar,12]",10.71463191479696
"p_gen[4871 solar,13]",6.78636073129379
"p_gen[4871 solar,14]",9.501722308444847
"p_gen[4871 solar,15]",6.9525815491930025
"p_gen[4871 solar,16]",6.402651784628293
"p_gen[4871 solar,17]",2.4388991816094268
"p_gen[4871 solar,18]",0.0
"p_gen[4871 solar,19]",0.0
"p_gen[4871 solar,20]",0.0
"p_gen[4871 solar,21]",0.0
"p_gen[4871 solar,22]",0.0
"p_gen[4871 solar,23]",0.0
"p_gen[4871 solar,24]",0.0
"p_gen[4876 onwind,1]",0.0
"p_gen[4876 onwind,2]",0.0
"p_gen[4876 onwind,3]",13.97693556966985
"p_gen[4876 onwind,4]",25.504490790494945
"p_gen[4876 onwind,5]",35.00714703807509
"p_gen[4876 onwind,6]",30.84654422105276
"p_gen[4876 onwind,7]",34.52789567005823
"p_gen[4876 onwind,8]",44.94689368740114
"p_gen[4876 onwind,9]",46.823428431802405
"p_gen[4876 onwind,10]",55.920224473011345
"p_gen[4876 onwind,11]",43.91789172108758
"p_gen[4876 onwind,12]",31.449338635956373
"p_gen[4876 onwind,13]",34.3747569473506
"p_gen[4876 onwind,14]",40.23455169732125
"p_gen[4876 onwind,15]",32.741528587869595
"p_gen[4876 onwind,16]",32.77023822038671
"p_gen[4876 onwind,17]",44.53839736715246
"p_gen[4876 onwind,18]",28.673221924827423
"p_gen[4876 onwind,19]",22.277020674592393
"p_gen[4876 onwind,20]",34.017657365028924
"p_gen[4876 onwind,21]",24.91975388388864
"p_gen[4876 onwind,22]",7.466444196356467
"p_gen[4876 onwind,23]",5.567692370755933
"p_gen[4876 onwind,24]",0.0
"p_gen[4876 solar,1]",0.0
"p_gen[4876 solar,2]",0.0
"p_gen[4876 solar,3]",0.0
"p_gen[4876 solar,4]",0.0
"p_gen[4876 solar,5]",0.0
"p_gen[4876 solar,6]",0.0
"p_gen[4876 solar,7]",0.0
"p_gen[4876 solar,8]",4.210002625704835
"p_gen[4876 solar,9]",6.566243535325815
"p_gen[4876 solar,10]",4.4094228697440485
"p_gen[4876 solar,11]",5.109385883042273
"p_gen[4876 solar,12]",5.517781690446065
"p_gen[4876 solar,13]",3.472173072104038
"p_gen[4876 solar,14]",4.719144684551035
"p_gen[4876 solar,15]",3.655022514200859
"p_gen[4876 solar,16]",3.472005110162216
"p_gen[4876 solar,17]",0.9382242091947709
"p_gen[4876 solar,18]",0.0
"p_gen[4876 solar,19]",0.0
"p_gen[4876 solar,20]",0.0
"p_gen[4876 solar,21]",0.0
"p_gen[4876 solar,22]",0.0
"p_gen[4876 solar,23]",0.0
"p_gen[4876 solar,24]",0.0
"p_gen[4877 onwind,1]",4.631618047074555
"p_gen[4877 onwind,2]",5.091982114141016
"p_gen[4877 onwind,3]",10.578124369249124
"p_gen[4877 onwind,4]",17.458269901521753
"p_gen[4877 onwind,5]",22.56535149342082
"p_gen[4877 onwind,6]",21.257053159195298
"p_gen[4877 onwind,7]",23.997529748245682
"p_gen[4877 onwind,8]",28.412337859989528
"p_gen[4877 onwind,9]",28.032407323011668
"p_gen[4877 onwind,10]",37.19171141779449
"p_gen[4877 onwind,11]",28.100906742531055
"p_gen[4877 onwind,12]",20.85650163189047
"p_gen[4877 onwind,13]",22.651799731427634
"p_gen[4877 onwind,14]",26.030555111183073
"p_gen[4877 onwind,15]",21.25220507143748
"p_gen[4877 onwind,16]",20.77687500390344
