id,t,p,q
24046,8,350.0,57.2
24047,8,350.0,403.8
24048,8,350.0,318.8
24049,8,320.0,527.8
24050,8,301.0,0.3
24051,8,301.0,1.1
24052,8,301.0,0.3
24053,8,301.0,0.9
24054,8,301.0,0.7
24055,8,301.0,55.8
24056,8,301.0,1.0
24057,8,301.0,1.6
24058,8,301.0,2.0
24059,8,301.0,0.1
24060,8,301.0,46.9
24061,8,301.0,6.7
24062,8,300.3,0.1
24063,8,300.3,0.1
24064,8,300.03,1.0
24065,8,300.03,3.6
24066,8,300.03,2.8
24067,8,300.03,1.6
24068,8,300.03,8.3
24069,8,300.03,7.9
24070,8,300.03,3.6
24071,8,300.03,5.3
24072,8,300.03,1.0
24073,8,300.03,0.2
24074,8,300.03,37.9
24075,8,300.03,52.9
24076,8,300.03,2.9
24077,8,300.0,3.9
24078,8,300.0,3.4
24079,8,300.0,63.0
24080,8,300.0,62.0
24081,8,300.0,50.0
24082,8,300.0,226.9
24083,8,300.0,6.6
24084,8,300.0,147.0
24085,8,300.0,4.9
24086,8,300.0,55.1
24087,8,300.0,0.1
24088,8,300.0,0.5
24089,8,300.0,0.4
24090,8,300.0,1.1
24091,8,300.0,733.3
24092,8,300.0,0.3
24093,8,300.0,0.6
24094,8,300.0,1.1
24095,8,300.0,66.5
24096,8,300.0,18.9
24097,8,300.0,3.9
24098,8,300.0,0.5
24099,8,300.0,1.3
24100,8,300.0,0.1
24101,8,300.0,5.4
24102,8,300.0,19.4
24103,8,300.0,0.4
24104,8,300.0,2.7
24105,8,300.0,14.3
24106,8,300.0,4.9
24107,8,300.0,13.1
24108,8,300.0,0.8
24109,8,300.0,0.3
24110,8,300.0,1.0
24111,8,300.0,1.0
24112,8,300.0,20.2
24113,8,300.0,0.6
24114,8,300.0,0.7
24115,8,300.0,9.6
24116,8,300.0,0.1
24117,8,300.0,0.2
24118,8,300.0,0.3
24119,8,300.0,69.1
24120,8,300.0,2.7
24121,8,300.0,101.5
24122,8,300.0,50.4
24123,8,300.0,167.7
24124,8,300.0,146.3
24125,8,300.0,3.8
24126,8,300.0,12.9
24127,8,300.0,37.7
24128,8,300.0,24.9
24129,8,300.0,19.2
24130,8,300.0,4.1
24131,8,299.0,87.5
24132,8,290.0,0.3
24133,8,287.0,0.4
24134,8,285.0,0.8
24135,8,285.0,0.1
24136,8,283.39,1.6
24137,8,283.39,127.8
24138,8,281.0,2.6
24139,8,281.0,3.7
24140,8,281.0,0.8
24141,8,280.0,836.1
24142,8,280.0,814.7
24143,8,280.0,8.9
24144,8,280.0,22.0
24145,8,280.0,17.3
24146,8,280.0,8.0
24147,8,280.0,0.9
24148,8,280.0,2.3
24149,8,280.0,363.3
24150,8,280.0,2755.4
24151,8,280.0,3.9
24152,8,280.0,5.5
24153,8,275.0,1.0
24154,8,270.0,3.7
24155,8,270.0,0.6
24156,8,260.0,1.5
24157,8,255.0,12.4
24158,8,252.0,1.3
24159,8,252.0,8.3
24160,8,252.0,13.9
24161,8,252.0,2.8
24162,8,252.0,0.3
24163,8,251.1,10.0
24164,8,251.1,4.4
24165,8,251.1,1.2
24166,8,251.1,1.1
24167,8,251.1,0.5
24168,8,251.1,0.4
24169,8,251.1,63.7
24170,8,251.1,3.0
24171,8,251.1,3.5
24172,8,251.1,0.7
24173,8,251.1,0.2
24174,8,251.1,3.2
24175,8,251.1,8.7
24176,8,251.1,9.2
24177,8,251.1,3.1
24178,8,251.1,0.2
24179,8,251.0,1.3
24180,8,251.0,2.3
24181,8,251.0,10.2
24182,8,251.0,0.4
24183,8,251.0,0.4
24184,8,251.0,0.1
24185,8,251.0,4.1
24186,8,251.0,0.3
24187,8,251.0,3.4
24188,8,251.0,0.1
24189,8,251.0,0.1
24190,8,251.0,0.3
24191,8,251.0,0.5
24192,8,251.0,0.1
24193,8,251.0,0.1
24194,8,251.0,0.1
24195,8,251.0,0.8
24196,8,251.0,0.9
24197,8,251.0,0.6
24198,8,251.0,1.5
24199,8,251.0,5.8
24200,8,251.0,0.3
24201,8,251.0,0.1
24202,8,251.0,3.0
24203,8,251.0,1.6
24204,8,251.0,0.5
24205,8,251.0,1.4
24206,8,251.0,2.4
24207,8,250.0,14.0
24208,8,250.0,0.2
24209,8,250.0,0.9
24210,8,250.0,0.2
24211,8,250.0,0.2
24212,8,250.0,0.3
24213,8,250.0,0.2
24214,8,250.0,0.3
24215,8,250.0,21.9
24216,8,250.0,0.6
24217,8,250.0,0.5
24218,8,250.0,1.0
24219,8,250.0,0.1
24220,8,250.0,0.9
24221,8,250.0,0.7
24222,8,250.0,0.3
24223,8,250.0,5.8
24224,8,250.0,2.3
24225,8,250.0,2.7
24226,8,250.0,8.3
24227,8,250.0,1.2
24228,8,250.0,0.4
24229,8,250.0,1.6
24230,8,250.0,2.0
24231,8,250.0,1.5
24232,8,250.0,0.1
24233,8,250.0,6.0
24234,8,250.0,4.6
24235,8,250.0,2.4
24236,8,250.0,2.7
24237,8,250.0,0.4
24238,8,250.0,0.8
24239,8,250.0,0.5
24240,8,250.0,0.5
24241,8,250.0,5.0
24242,8,250.0,30.8
24243,8,250.0,0.5
24244,8,250.0,0.3
24245,8,250.0,1.0
24246,8,250.0,0.6
24247,8,250.0,7.3
24248,8,250.0,7.5
24249,8,250.0,0.4
24250,8,250.0,2.6
24251,8,250.0,2.2
24252,8,250.0,6.0
24253,8,250.0,0.2
24254,8,250.0,0.1
24255,8,250.0,11.2
24256,8,250.0,0.3
24257,8,250.0,0.1
24258,8,250.0,0.4
24259,8,250.0,0.6
24260,8,250.0,1.4
24261,8,250.0,0.3
24262,8,250.0,6.5
24263,8,250.0,67.2
24264,8,250.0,8.9
24265,8,250.0,1.2
24266,8,250.0,0.3
24267,8,250.0,0.1
24268,8,250.0,0.9
24269,8,250.0,0.5
24270,8,250.0,4.0
24271,8,250.0,330.5
24272,8,250.0,0.3
24273,8,250.0,3.4
24274,8,250.0,2.0
24275,8,250.0,0.2
24276,8,250.0,2.1
24277,8,250.0,114.8
24278,8,250.0,6.5
24279,8,250.0,0.5
24280,8,250.0,26.9
24281,8,250.0,56.9
24282,8,250.0,1.8
24283,8,250.0,0.1
24284,8,250.0,2.2
24285,8,250.0,4.8
24286,8,250.0,0.7
24287,8,250.0,6.9
24288,8,250.0,2.2
24289,8,250.0,0.4
24290,8,248.96,48.4
24291,8,245.0,0.2
24292,8,245.0,0.3
24293,8,240.0,11.2
24294,8,240.0,7.6
24295,8,235.0,10.4
24296,8,235.0,0.8
24297,8,231.0,31.9
24298,8,230.0,1.4
24299,8,230.0,2.1
24300,8,230.0,39.6
24301,8,230.0,0.1
24302,8,230.0,0.4
24303,8,230.0,0.6
24304,8,225.0,45.4
24305,8,225.0,32.2
24306,8,220.0,0.5
24307,8,220.0,1.8
24308,8,220.0,0.6
24309,8,220.0,0.2
24310,8,220.0,1.4
24311,8,220.0,0.5
24312,8,220.0,0.3
24313,8,220.0,0.5
24314,8,220.0,0.4
24315,8,218.96,100.0
24316,8,218.96,51.3
24317,8,218.96,100.0
24318,8,215.0,1077.4
24319,8,214.0,12.9
24320,8,213.96,75.0
24321,8,213.96,75.0
24322,8,210.27,8.5
24323,8,210.0,0.2
24324,8,210.0,0.2
24325,8,210.0,0.7
24326,8,210.0,1.6
24327,8,208.96,60.0
24328,8,208.96,18.7
24329,8,206.0,0.7
24330,8,203.96,40.0
24331,8,200.01,8.6
24332,8,200.0,0.5
24333,8,200.0,0.1
24334,8,200.0,0.1
24335,8,200.0,2.7
24336,8,200.0,0.9
24337,8,200.0,1.1
24338,8,200.0,1.4
24339,8,200.0,0.6
24340,8,200.0,0.5
24341,8,200.0,0.6
24342,8,200.0,0.5
24343,8,200.0,0.2
24344,8,200.0,0.1
24345,8,200.0,0.7
24346,8,200.0,0.6
24347,8,200.0,9.7
24348,8,200.0,8.0
24349,8,200.0,6.1
24350,8,200.0,0.3
24351,8,200.0,0.4
24352,8,200.0,0.1
24353,8,200.0,0.2
24354,8,200.0,0.1
24355,8,200.0,1.5
24356,8,200.0,2.1
24357,8,200.0,2.2
24358,8,200.0,10.0
24359,8,200.0,3.2
24360,8,200.0,0.6
24361,8,200.0,56.8
24362,8,200.0,4.7
24363,8,200.0,0.7
24364,8,200.0,0.1
24365,8,200.0,0.9
24366,8,200.0,0.2
24367,8,200.0,2.1
24368,8,198.96,15.0
24369,8,197.93,108.9
24370,8,197.93,112.6
24371,8,185.0,1.7
24372,8,181.0,0.1
24373,8,180.0,0.4
24374,8,180.0,1.3
24375,8,180.0,26.6
24376,8,180.0,70.5
24377,8,180.0,21.8
24378,8,180.0,1.9
24379,8,180.0,27.5
24380,8,180.0,5.4
24381,8,180.0,1.3
24382,8,180.0,3.6
24383,8,180.0,7.2
24384,8,180.0,2.8
24385,8,180.0,1.1
24386,8,180.0,0.4
24387,8,180.0,0.8
24388,8,180.0,0.1
24389,8,180.0,29.0
24390,8,180.0,0.7
24391,8,180.0,20.1
24392,8,180.0,7.2
24393,8,180.0,0.1
24394,8,180.0,0.1
24395,8,180.0,0.3
24396,8,180.0,0.2
24397,8,180.0,0.9
24398,8,180.0,6.4
24399,8,180.0,2.6
24400,8,180.0,0.1
24401,8,180.0,0.6
24402,8,180.0,0.8
24403,8,175.0,2.0
24404,8,165.0,14.9
24405,8,160.86,178.2
24406,8,160.86,1.3
24407,8,160.86,0.4
24408,8,160.0,34.1
24409,8,160.0,0.4
24410,8,160.0,8.5
24411,8,159.74,0.1
24412,8,159.74,14.2
24413,8,151.0,1.3
24414,8,151.0,1.6
24415,8,150.0,1.0
24416,8,150.0,0.3
24417,8,150.0,0.5
24418,8,150.0,5.7
24419,8,141.99,8.6
24420,8,141.99,13.1
24421,8,140.0,4.8
24422,8,135.0,20.1
24423,8,131.99,8.3
24424,8,131.99,12.3
24425,8,131.99,0.3
24426,8,130.0,0.8
24427,8,129.4,1.0
24428,8,126.4,1.0
24429,8,125.0,11.2
24430,8,124.99,2.2
24431,8,124.99,7.4
24432,8,124.99,10.8
24433,8,119.99,9.6
24434,8,119.99,6.6
24435,8,119.99,4.3
24436,8,119.0,10.0
24437,8,114.99,12.0
24438,8,114.99,4.0
24439,8,114.99,4.2
24440,8,113.93,7.5
24441,8,113.0,20.0
24442,8,112.93,7.5
24443,8,111.93,7.5
24444,8,111.37,6.4
24445,8,110.0,2.9
24446,8,110.0,20.7
24447,8,109.99,1.2
24448,8,109.99,0.9
24449,8,109.99,0.2
24450,8,109.99,8.3
24451,8,109.99,7.6
24452,8,109.99,2.4
24453,8,109.93,7.5
24454,8,107.99,8.9
24455,8,107.99,11.6
24456,8,107.93,7.5
24457,8,107.93,7.5
24458,8,107.62,6.4
24459,8,107.5,20.7
24460,8,107.0,6.7
24461,8,107.0,11.2
24462,8,105.0,10.1
24463,8,105.0,20.5
24464,8,104.93,5.0
24465,8,103.87,6.4
24466,8,102.93,5.0
24467,8,102.5,20.9
24468,8,101.0,40.0
24469,8,100.12,6.4
24470,8,100.01,11.4
24471,8,100.01,28.6
24472,8,100.0,20.8
24473,8,99.0,50.0
24474,8,99.0,11.2
24475,8,99.0,6.6
24476,8,98.01,8.9
24477,8,98.01,10.1
24478,8,98.01,1.0
24479,8,97.93,5.0
24480,8,96.37,6.3
24481,8,95.0,0.8
24482,8,95.0,2.5
24483,8,95.0,10.1
24484,8,95.0,2.4
24485,8,95.0,2.8
24486,8,95.0,0.8
24487,8,92.93,5.0
24488,8,92.93,2.5
24489,8,92.93,2.8
24490,8,91.37,20.0
24491,8,90.0,31.9
24492,8,90.0,20.0
24493,8,89.0,10.1
24494,8,89.0,15.0
24495,8,89.0,12.0
24496,8,88.0,20.0
24497,8,87.93,5.0
24498,8,87.93,2.2
24499,8,87.93,2.8
24500,8,85.93,5.0
24501,8,85.12,20.0
24502,8,85.0,30.0
24503,8,84.5,20.0
24504,8,82.93,2.5
24505,8,82.93,1.4
24506,8,82.5,25.0
24507,8,82.5,20.0
24508,8,80.0,2.1
24509,8,80.0,3.6
24510,8,80.0,20.0
24511,8,80.0,1.4
24512,8,80.0,3.1
24513,8,80.0,2.2
24514,8,80.0,1.9
24515,8,80.0,9.6
24516,8,79.0,15.0
24517,8,78.87,20.0
24518,8,77.93,1.1
24519,8,77.93,2.5
24520,8,75.0,30.0
24521,8,73.96,6.7
24522,8,73.96,6.7
24523,8,72.62,20.0
24524,8,71.02,40.1
24525,8,71.0,6.2
24526,8,71.0,15.1
24527,8,70.93,5.3
24528,8,68.96,6.7
24529,8,68.96,6.7
24530,8,67.5,35.0
24531,8,66.37,40.0
24532,8,63.96,6.6
24533,8,63.96,6.6
24534,8,62.18,10.7
24535,8,61.0,20.0
24536,8,60.0,40.0
24537,8,43.39,10.8
24538,8,42.1,220.0
24539,8,41.89,220.0
24540,8,41.68,220.0
24541,8,41.43,220.0
24542,8,40.3,89.0
24543,8,39.3,25.0
24544,8,38.1,190.0
24545,8,38.07,25.0
24546,8,37.97,205.0
24547,8,37.84,205.0
24548,8,36.2,78.0
24549,8,34.2,72.0
24550,8,34.03,72.0
24551,8,33.86,72.0
24552,8,33.42,20.0
24553,8,30.3,89.0
24554,8,30.0,52.0
24555,8,28.42,19.3
24556,8,25.01,340.0
24557,8,23.39,15.4
24558,8,20.3,89.0
24559,8,18.42,20.0
24560,8,18.01,209.9
24561,8,15.0,100.0
24562,8,15.0,33.0
24563,8,15.0,73.0
24564,8,10.3,89.0
24565,8,9.99,33.0
24566,8,9.99,73.0
24567,8,2.0,1.0
24568,8,1.0,0.1
24569,8,0.5,91.3
24570,8,0.31,91.3
24571,8,0.2,126.0
24572,8,0.18,126.0
24573,8,0.1,76.0
24574,8,0.09,76.0
24575,8,0.04,91.3
24576,8,0.0,94.3
24577,8,0.0,0.5
24578,8,0.0,0.1
24579,8,-0.94,18.0
24580,8,-1.0,18.0
24581,8,-1.0,1.1
24582,8,-1.26,94.3
24583,8,-1.9,53.0
24584,8,-4.5,0.1
24585,8,-5.0,1.0
24586,8,-5.12,114.6
24587,8,-5.13,60.8
24588,8,-5.14,53.8
24589,8,-7.01,60.8
24590,8,-7.02,55.8
24591,8,-15.5,30.9
24592,8,-20.0,17.4
24593,8,-25.0,4.0
24594,8,-29.99,116.6
24595,8,-30.0,69.9
24596,8,-40.0,55.0
24597,8,-50.0,8.9
24598,8,-50.0,78.3
24599,8,-51.0,4.7
24600,8,-51.0,47.0
24601,8,-100.0,3911.1
24602,8,-499.0,0.1
24603,8,-499.0,0.1
24604,8,-499.0,0.3
24605,8,-500.0,0.9
24606,8,-500.0,6239.8
24607,8,-500.0,156.0
24608,8,-500.0,126.5
24609,8,-500.0,-9.5
24610,8,-150.0,-0.1
24611,8,-150.0,-0.1
24612,8,-150.0,-0.4
24613,8,-120.0,-45.8
24614,8,-120.0,-45.0
24615,8,-100.0,-0.2
24616,8,-100.0,-0.3
24617,8,-100.0,-0.2
24618,8,-100.0,-13.0
24619,8,-100.0,-0.2
24620,8,-100.0,-0.2
24621,8,-100.0,-1.2
24622,8,-100.0,-35.1
24623,8,-60.0,-7.2
24624,8,-60.0,-5.8
24625,8,-60.0,-34.0
24626,8,-50.0,-29.1
24627,8,-50.0,-3.0
24628,8,-50.0,-5.0
24629,8,-50.0,-12.9
24630,8,-50.0,-54.0
24631,8,-50.0,-27.6
24632,8,-50.0,-0.5
24633,8,-50.0,-1.0
24634,8,-50.0,-22.0
24635,8,-50.0,-1.2
24636,8,-50.0,-11.6
24637,8,-50.0,-7.0
24638,8,-50.0,-5.2
24639,8,-50.0,-5.0
24640,8,-50.0,-16.5
24641,8,-50.0,-9.4
24642,8,-50.0,-0.4
24643,8,-50.0,-16.0
24644,8,-50.0,-0.1
24645,8,-50.0,-0.4
24646,8,-50.0,-0.3
24647,8,-50.0,-3.0
24648,8,-50.0,-0.6
24649,8,-50.0,-1.2
24650,8,-50.0,-4.7
24651,8,-50.0,-1.5
24652,8,-40.0,-40.5
24653,8,-40.0,-41.0
24654,8,-40.0,-40.0
24655,8,-40.0,-37.0
24656,8,-38.49,-15.4
24657,8,-30.1,-24.5
24658,8,-30.01,-26.5
24659,8,-30.0,-2.3
24660,8,-30.0,-0.2
24661,8,-25.0,-0.6
24662,8,-25.0,-0.1
24663,8,-25.0,-49.3
24664,8,-25.0,-21.0
24665,8,-25.0,-30.0
24666,8,-25.0,-19.2
24667,8,-25.0,-6.1
24668,8,-25.0,-14.1
24669,8,-25.0,-13.7
24670,8,-25.0,-17.0
24671,8,-25.0,-5.1
24672,8,-25.0,-7.0
24673,8,-25.0,-3.1
24674,8,-25.0,-5.7
24675,8,-25.0,-5.6
24676,8,-25.0,-2.3
24677,8,-25.0,-25.5
24678,8,-25.0,-3.3
24679,8,-25.0,-18.2
24680,8,-25.0,-6.6
24681,8,-25.0,-10.4
24682,8,-25.0,-19.5
24683,8,-25.0,-7.3
24684,8,-25.0,-3.0
24685,8,-25.0,-3.1
24686,8,-25.0,-0.3
24687,8,-25.0,-0.1
24688,8,-25.0,-0.1
24689,8,-25.0,-0.8
24690,8,-20.01,-13.2
24691,8,-20.0,-1.6
24692,8,-20.0,-0.6
24693,8,-20.0,-76.3
24694,8,-20.0,-4.1
24695,8,-20.0,-1.2
24696,8,-20.0,-3.4
24697,8,-20.0,-7.4
24698,8,-20.0,-6.9
24699,8,-20.0,-43.8
24700,8,-20.0,-26.0
24701,8,-20.0,-7.6
24702,8,-20.0,-11.8
24703,8,-20.0,-9.0
24704,8,-20.0,-0.2
24705,8,-20.0,-0.3
24706,8,-20.0,-6.3
24707,8,-20.0,-4.2
24708,8,-20.0,-4.2
24709,8,-20.0,-2.5
24710,8,-20.0,-1.1
24711,8,-20.0,-0.1
24712,8,-20.0,-0.1
24713,8,-20.0,-0.2
24714,8,-20.0,-0.1
24715,8,-20.0,-28.5
24716,8,-20.0,-0.2
24717,8,-20.0,-16.6
24718,8,-20.0,-3.6
24719,8,-20.0,-4.7
24720,8,-20.0,-20.8
24721,8,-20.0,-14.3
24722,8,-20.0,-29.9
24723,8,-20.0,-1.3
24724,8,-20.0,-6.9
24725,8,-20.0,-4.6
24726,8,-20.0,-21.0
24727,8,-20.0,-2.0
24728,8,-20.0,-21.0
24729,8,-20.0,-5.6
24730,8,-20.0,-0.2
24731,8,-20.0,-2.3
24732,8,-20.0,-2.5
24733,8,-20.0,-15.1
24734,8,-20.0,-2.3
24735,8,-20.0,-4.3
24736,8,-20.0,-1.6
24737,8,-20.0,-1.0
24738,8,-20.0,-1.9
24739,8,-20.0,-1.8
24740,8,-20.0,-0.7
24741,8,-20.0,-5.7
24742,8,-20.0,-2.4
24743,8,-20.0,-0.1
24744,8,-20.0,-45.5
24745,8,-20.0,-1.3
24746,8,-20.0,-5.6
24747,8,-20.0,-11.2
24748,8,-20.0,-0.1
24749,8,-20.0,-8.9
24750,8,-20.0,-4.4
24751,8,-20.0,-15.4
24752,8,-20.0,-4.3
24753,8,-20.0,-11.6
24754,8,-20.0,-20.9
24755,8,-20.0,-11.9
24756,8,-20.0,-24.1
24757,8,-20.0,-8.6
24758,8,-20.0,-20.0
24759,8,-20.0,-7.5
24760,8,-20.0,-0.2
24761,8,-20.0,-9.0
24762,8,-20.0,-0.6
24763,8,-20.0,-0.1
24764,8,-20.0,-0.1
24765,8,-20.0,-0.1
24766,8,-20.0,-0.1
24767,8,-20.0,-14.9
24768,8,-20.0,-5.7
24769,8,-19.99,-0.5
24770,8,-19.99,-13.3
24771,8,-19.99,-0.3
24772,8,-19.99,-0.1
24773,8,-19.99,-7.3
24774,8,-19.99,-2.7
24775,8,-19.99,-0.6
24776,8,-19.99,-18.8
24777,8,-19.99,-8.2
24778,8,-19.99,-6.9
24779,8,-19.99,-20.6
24780,8,-19.99,-2.3
24781,8,-19.99,-2.3
24782,8,-19.99,-22.5
24783,8,-19.99,-22.5
24784,8,-19.99,-22.2
24785,8,-19.99,-17.9
24786,8,-19.99,-9.0
24787,8,-19.99,-8.9
24788,8,-19.99,-22.5
24789,8,-19.99,-2.7
24790,8,-19.99,-3.4
24791,8,-19.99,-2.7
24792,8,-19.99,-2.7
24793,8,-19.99,-2.5
24794,8,-19.99,-16.3
24795,8,-19.99,-0.8
24796,8,-19.99,-0.1
24797,8,-19.99,-1.7
24798,8,-19.99,-5.0
24799,8,-19.99,-0.2
24800,8,-15.0,-4.7
24801,8,-15.0,-2.8
24802,8,-15.0,-4.9
24803,8,-15.0,-3.8
24804,8,-15.0,-2.0
24805,8,-15.0,-0.6
24806,8,-15.0,-2.8
24807,8,-15.0,-6.9
24808,8,-15.0,-0.3
24809,8,-15.0,-1.2
24810,8,-15.0,-0.1
24811,8,-15.0,-1.3
24812,8,-15.0,-1.7
24813,8,-15.0,-0.6
24814,8,-15.0,-2.3
24815,8,-15.0,-1.0
24816,8,-15.0,-1.4
24817,8,-15.0,-11.2
24818,8,-15.0,-0.9
24819,8,-15.0,-1.2
24820,8,-15.0,-0.6
24821,8,-15.0,-21.4
24822,8,-15.0,-1.3
24823,8,-15.0,-7.5
24824,8,-15.0,-0.8
24825,8,-15.0,-0.1
24826,8,-15.0,-0.2
24827,8,-15.0,-7.3
24828,8,-15.0,-0.6
24829,8,-15.0,-0.2
24830,8,-15.0,-0.2
24831,8,-15.0,-0.1
24832,8,-15.0,-5.7
24833,8,-10.1,-0.1
24834,8,-10.1,-0.5
24835,8,-10.01,-0.1
24836,8,-10.01,-0.1
24837,8,-10.01,-0.3
24838,8,-10.01,-0.1
24839,8,-10.0,-0.1
24840,8,-10.0,-0.4
24841,8,-10.0,-0.1
24842,8,-10.0,-0.1
24843,8,-10.0,-1004.0
24844,8,-10.0,-791.0
24845,8,-10.0,-24.7
24846,8,-10.0,-0.1
24847,8,-10.0,-5.4
24848,8,-10.0,-2.0
24849,8,-10.0,-16.8
24850,8,-10.0,-83.0
24851,8,-10.0,-3.0
24852,8,-10.0,-2.6
24853,8,-10.0,-7.5
24854,8,-10.0,-45.0
24855,8,-10.0,-2.3
24856,8,-10.0,-20.0
24857,8,-10.0,-0.6
24858,8,-10.0,-0.9
24859,8,-10.0,-0.4
24860,8,-10.0,-3.5
24861,8,-10.0,-9.8
24862,8,-10.0,-0.8
24863,8,-10.0,-14.7
24864,8,-10.0,-1.0
24865,8,-10.0,-24.7
24866,8,-10.0,-38.6
24867,8,-10.0,-1.3
24868,8,-10.0,-3.9
24869,8,-10.0,-6.8
24870,8,-10.0,-11.0
24871,8,-10.0,-0.7
24872,8,-10.0,-0.3
24873,8,-10.0,-0.5
24874,8,-10.0,-0.5
24875,8,-10.0,-0.4
24876,8,-10.0,-2.9
24877,8,-10.0,-0.9
24878,8,-10.0,-3.0
24879,8,-10.0,-18.7
24880,8,-10.0,-2.3
24881,8,-10.0,-1.9
24882,8,-10.0,-9.5
24883,8,-10.0,-4.7
24884,8,-10.0,-0.4
24885,8,-10.0,-2.3
24886,8,-10.0,-0.2
24887,8,-10.0,-0.1
24888,8,-10.0,-0.4
24889,8,-10.0,-0.1
24890,8,-10.0,-0.1
24891,8,-10.0,-0.4
24892,8,-10.0,-49.6
24893,8,-10.0,-0.1
24894,8,-10.0,-0.1
24895,8,-10.0,-0.3
24896,8,-10.0,-0.3
24897,8,-10.0,-0.1
24898,8,-10.0,-18.1
24899,8,-10.0,-6.3
24900,8,-10.0,-7.8
24901,8,-10.0,-5.4
24902,8,-10.0,-18.6
24903,8,-10.0,-15.0
24904,8,-10.0,-9.6
24905,8,-10.0,-9.7
24906,8,-10.0,-5.8
24907,8,-10.0,-4.6
24908,8,-10.0,-32.5
24909,8,-10.0,-0.2
24910,8,-10.0,-0.1
24911,8,-10.0,-10.0
24912,8,-10.0,-7.0
24913,8,-10.0,-5.3
24914,8,-10.0,-1.5
24915,8,-10.0,-0.1
24916,8,-10.0,-0.9
24917,8,-10.0,-0.3
24918,8,-10.0,-0.1
24919,8,-10.0,-0.1
24920,8,-10.0,-2.0
24921,8,-10.0,-26.6
24922,8,-10.0,-1.3
24923,8,-10.0,-2.2
24924,8,-10.0,-2.1
24925,8,-10.0,-5.5
24926,8,-10.0,-0.1
24927,8,-10.0,-39.6
24928,8,-10.0,-50.8
24929,8,-10.0,-1.7
24930,8,-10.0,-0.9
24931,8,-10.0,-1.2
24932,8,-10.0,-1.4
24933,8,-10.0,-1.1
24934,8,-8.0,-39.8
24935,8,-8.0,-3.9
24936,8,-8.0,-36.9
24937,8,-7.0,-0.4
24938,8,-7.0,-0.8
24939,8,-7.0,-0.1
24940,8,-7.0,-24.5
24941,8,-7.0,-24.7
24942,8,-7.0,-0.8
24943,8,-7.0,-0.2
24944,8,-7.0,-1.6
24945,8,-7.0,-0.1
24946,8,-7.0,-1.2
24947,8,-7.0,-0.8
24948,8,-7.0,-1.3
24949,8,-7.0,-18.6
24950,8,-7.0,-0.4
24951,8,-7.0,-2.4
24952,8,-7.0,-0.6
24953,8,-7.0,-0.7
24954,8,-7.0,-1.6
24955,8,-7.0,-0.3
24956,8,-7.0,-0.8
24957,8,-7.0,-1.1
24958,8,-7.0,-4.0
24959,8,-7.0,-0.1
24960,8,-7.0,-0.8
24961,8,-7.0,-2.0
24962,8,-7.0,-0.1
24963,8,-7.0,-1.6
24964,8,-7.0,-9.9
24965,8,-7.0,-3.0
24966,8,-7.0,-5.0
24967,8,-7.0,-1.8
24968,8,-7.0,-0.1
24969,8,-7.0,-0.1
24970,8,-7.0,-0.1
24971,8,-7.0,-0.3
24972,8,-7.0,-0.6
24973,8,-7.0,-0.2
24974,8,-7.0,-0.2
24975,8,-7.0,-13.1
24976,8,-7.0,-1.7
24977,8,-7.0,-5.6
24978,8,-7.0,-0.7
24979,8,-7.0,-2.9
24980,8,-7.0,-2.0
24981,8,-7.0,-3.3
24982,8,-7.0,-8.5
24983,8,-7.0,-0.2
24984,8,-7.0,-1.0
24985,8,-7.0,-1.7
24986,8,-7.0,-0.2
24987,8,-7.0,-0.3
24988,8,-7.0,-0.3
24989,8,-7.0,-0.6
24990,8,-7.0,-0.3
24991,8,-7.0,-0.3
24992,8,-7.0,-0.1
24993,8,-7.0,-9.6
24994,8,-7.0,-0.1
24995,8,-7.0,-14.4
24996,8,-7.0,-16.3
24997,8,-7.0,-0.8
24998,8,-7.0,-0.1
24999,8,-7.0,-1.0
25000,8,-7.0,-0.6
25001,8,-7.0,-0.3
25002,8,-7.0,-0.3
25003,8,-7.0,-1.7
25004,8,-7.0,-0.2
25005,8,-7.0,-3.5
25006,8,-7.0,-1.7
25007,8,-7.0,-3.5
25008,8,-7.0,-6.5
25009,8,-7.0,-1.7
25010,8,-7.0,-0.1
25011,8,-7.0,-0.3
25012,8,-7.0,-0.2
25013,8,-7.0,-33.1
25014,8,-7.0,-3.5
25015,8,-7.0,-3.6
25016,8,-7.0,-87.6
25017,8,-7.0,-14.0
25018,8,-7.0,-0.8
25019,8,-7.0,-0.2
25020,8,-7.0,-0.2
25021,8,-7.0,-0.9
25022,8,-7.0,-0.2
25023,8,-7.0,-0.7
25024,8,-7.0,-0.3
25025,8,-7.0,-0.6
25026,8,-7.0,-1.1
25027,8,-7.0,-0.5
25028,8,-7.0,-0.6
25029,8,-7.0,-0.6
25030,8,-7.0,-0.6
25031,8,-7.0,-0.5
25032,8,-7.0,-137.0
25033,8,-6.47,-0.4
25034,8,-6.0,-1.0
25035,8,-5.2,-2.4
25036,8,-5.01,-6.9
25037,8,-5.01,-6.2
25038,8,-5.01,-4.9
25039,8,-5.01,-5.9
25040,8,-5.01,-14.7
25041,8,-5.01,-0.1
25042,8,-5.01,-21.4
25043,8,-5.01,-5.0
25044,8,-5.0,-4.1
25045,8,-5.0,-3.3
25046,8,-5.0,-0.1
25047,8,-5.0,-2.0
25048,8,-5.0,-0.9
25049,8,-5.0,-14.0
25050,8,-5.0,-10.0
