id,complex_order_id,t,p,q
9507928_17_04,9507928,17,133.11,25.0
9507928_17_05,9507928,17,133.21,25.0
9507928_17_06,9507928,17,133.31,25.0
9507928_17_07,9507928,17,133.41,119.7
9507928_17_08,9507928,17,218.25,155.4
9507928_17_09,9507928,17,218.35,50.0
9507928_17_10,9507928,17,218.45,50.0
9507928_17_11,9507928,17,218.55,50.0
9507928_17_12,9507928,17,218.65,50.0
9507928_17_13,9507928,17,218.75,44.7
9507928_17_14,9507928,17,407.58,39.1
9507928_18_01,9507928,18,0.1,155.6
9507928_18_02,9507928,18,132.91,25.0
9507928_18_03,9507928,18,133.01,25.0
9507928_18_04,9507928,18,133.11,25.0
9507928_18_05,9507928,18,133.21,25.0
9507928_18_06,9507928,18,133.31,25.0
9507928_18_07,9507928,18,133.41,121.8
9507928_18_08,9507928,18,218.25,155.6
9507928_18_09,9507928,18,218.35,50.0
9507928_18_10,9507928,18,218.45,50.0
9507928_18_11,9507928,18,218.55,50.0
9507928_18_12,9507928,18,218.65,50.0
9507928_18_13,9507928,18,218.75,46.8
9507928_18_14,9507928,18,407.58,34.5
9507928_19_01,9507928,19,0.1,155.6
9507928_19_02,9507928,19,132.91,25.0
9507928_19_03,9507928,19,133.01,25.0
9507928_19_04,9507928,19,133.11,25.0
9507928_19_05,9507928,19,133.21,25.0
9507928_19_06,9507928,19,133.31,25.0
9507928_19_07,9507928,19,133.41,121.8
9507928_19_08,9507928,19,218.25,155.6
9507928_19_09,9507928,19,218.35,50.0
9507928_19_10,9507928,19,218.45,50.0
9507928_19_11,9507928,19,218.55,50.0
9507928_19_12,9507928,19,218.65,50.0
9507928_19_13,9507928,19,218.75,46.8
9507928_19_14,9507928,19,407.58,34.5
9507928_20_01,9507928,20,0.1,155.6
9507928_20_02,9507928,20,132.91,25.0
9507928_20_03,9507928,20,133.01,25.0
9507928_20_04,9507928,20,133.11,25.0
9507928_20_05,9507928,20,133.21,25.0
9507928_20_06,9507928,20,133.31,25.0
9507928_20_07,9507928,20,133.41,121.5
9507928_20_08,9507928,20,218.25,155.6
9507928_20_09,9507928,20,218.35,50.0
9507928_20_10,9507928,20,218.45,50.0
9507928_20_11,9507928,20,218.55,50.0
9507928_20_12,9507928,20,218.65,50.0
9507928_20_13,9507928,20,218.75,46.5
9507928_20_14,9507928,20,407.58,35.1
9507928_21_01,9507928,21,0.1,155.6
9507928_21_02,9507928,21,132.91,25.0
9507928_21_03,9507928,21,133.01,25.0
9507928_21_04,9507928,21,133.11,25.0
9507928_21_05,9507928,21,133.21,25.0
9507928_21_06,9507928,21,133.31,25.0
9507928_21_07,9507928,21,133.41,122.0
9507928_21_08,9507928,21,218.25,155.6
9507928_21_09,9507928,21,218.35,50.0
9507928_21_10,9507928,21,218.45,50.0
9507928_21_11,9507928,21,218.55,50.0
9507928_21_12,9507928,21,218.65,50.0
9507928_21_13,9507928,21,218.75,47.0
9507928_21_14,9507928,21,407.58,34.1
9507928_22_01,9507928,22,0.1,155.6
9507928_22_02,9507928,22,132.91,25.0
9507928_22_03,9507928,22,133.01,25.0
9507928_22_04,9507928,22,133.11,25.0
9507928_22_05,9507928,22,133.21,25.0
9507928_22_06,9507928,22,133.31,25.0
9507928_22_07,9507928,22,133.41,122.0
9507928_22_08,9507928,22,218.25,155.6
9507928_22_09,9507928,22,218.35,50.0
9507928_22_10,9507928,22,218.45,50.0
9507928_22_11,9507928,22,218.55,50.0
9507928_22_12,9507928,22,218.65,50.0
9507928_22_13,9507928,22,218.75,47.0
9507928_22_14,9507928,22,407.58,34.1
9507928_23_01,9507928,23,0.1,155.7
9507928_23_02,9507928,23,132.91,25.0
9507928_23_03,9507928,23,133.01,25.0
9507928_23_04,9507928,23,133.11,25.0
9507928_23_05,9507928,23,133.21,25.0
9507928_23_06,9507928,23,133.31,25.0
9507928_23_07,9507928,23,133.41,122.2
9507928_23_08,9507928,23,218.25,155.7
9507928_23_09,9507928,23,218.35,50.0
9507928_23_10,9507928,23,218.45,50.0
9507928_23_11,9507928,23,218.55,50.0
9507928_23_12,9507928,23,218.65,50.0
9507928_23_13,9507928,23,218.75,47.2
9507928_23_14,9507928,23,407.58,33.5
9507928_24_01,9507928,24,0.1,155.6
9507928_24_02,9507928,24,132.91,25.0
9507928_24_03,9507928,24,133.01,25.0
9507928_24_04,9507928,24,133.11,25.0
9507928_24_05,9507928,24,133.21,25.0
9507928_24_06,9507928,24,133.31,25.0
9507928_24_07,9507928,24,133.41,121.8
9507928_24_08,9507928,24,218.25,155.6
9507928_24_09,9507928,24,218.35,50.0
9507928_24_10,9507928,24,218.45,50.0
9507928_24_11,9507928,24,218.55,50.0
9507928_24_12,9507928,24,218.65,50.0
9507928_24_13,9507928,24,218.75,46.8
9507928_24_14,9507928,24,407.58,34.5
9507939_01_01,9507939,1,407.58,389.2
9507939_01_02,9507939,1,407.68,6.4
9507939_02_01,9507939,2,407.58,389.2
9507939_02_02,9507939,2,407.68,6.4
9507939_03_01,9507939,3,407.58,389.2
9507939_03_02,9507939,3,407.68,6.4
9507939_04_01,9507939,4,407.58,389.2
9507939_04_02,9507939,4,407.68,6.4
9507939_05_01,9507939,5,0.1,10.0
9507939_05_02,9507939,5,407.58,379.2
9507939_05_03,9507939,5,407.68,6.4
9507939_06_01,9507939,6,0.1,110.0
9507939_06_02,9507939,6,407.58,279.2
9507939_06_03,9507939,6,407.68,6.4
9507939_07_01,9507939,7,0.1,170.0
9507939_07_02,9507939,7,130.79,25.0
9507939_07_03,9507939,7,130.89,25.0
9507939_07_04,9507939,7,130.99,25.0
9507939_07_05,9507939,7,131.09,25.0
9507939_07_06,9507939,7,131.19,25.0
9507939_07_07,9507939,7,131.29,88.9
9507939_07_08,9507939,7,407.58,5.3
9507939_07_09,9507939,7,407.68,6.4
9507939_08_01,9507939,8,0.1,170.0
9507939_08_02,9507939,8,130.79,25.0
9507939_08_03,9507939,8,130.89,25.0
9507939_08_04,9507939,8,130.99,25.0
9507939_08_05,9507939,8,131.09,25.0
9507939_08_06,9507939,8,131.19,25.0
9507939_08_07,9507939,8,131.29,88.2
9507939_08_08,9507939,8,407.58,6.0
9507939_08_09,9507939,8,407.68,6.4
9507939_09_01,9507939,9,0.1,170.0
9507939_09_02,9507939,9,130.79,25.0
9507939_09_03,9507939,9,130.89,25.0
9507939_09_04,9507939,9,130.99,25.0
9507939_09_05,9507939,9,131.09,25.0
9507939_09_06,9507939,9,131.19,25.0
9507939_09_07,9507939,9,131.29,88.7
9507939_09_08,9507939,9,407.58,5.5
9507939_09_09,9507939,9,407.68,6.4
9507939_10_01,9507939,10,0.1,170.0
9507939_10_02,9507939,10,130.79,25.0
9507939_10_03,9507939,10,130.89,25.0
9507939_10_04,9507939,10,130.99,25.0
9507939_10_05,9507939,10,131.09,25.0
9507939_10_06,9507939,10,131.19,25.0
9507939_10_07,9507939,10,131.29,87.1
9507939_10_08,9507939,10,407.58,7.1
9507939_10_09,9507939,10,407.68,6.4
9507939_11_01,9507939,11,0.1,170.0
9507939_11_02,9507939,11,130.79,25.0
9507939_11_03,9507939,11,130.89,25.0
9507939_11_04,9507939,11,130.99,25.0
9507939_11_05,9507939,11,131.09,25.0
9507939_11_06,9507939,11,131.19,25.0
9507939_11_07,9507939,11,131.29,84.1
9507939_11_08,9507939,11,407.58,10.1
9507939_11_09,9507939,11,407.68,6.4
9507939_12_01,9507939,12,0.1,170.0
9507939_12_02,9507939,12,130.79,25.0
9507939_12_03,9507939,12,130.89,25.0
9507939_12_04,9507939,12,130.99,25.0
9507939_12_05,9507939,12,131.09,25.0
9507939_12_06,9507939,12,131.19,25.0
9507939_12_07,9507939,12,131.29,84.1
9507939_12_08,9507939,12,407.58,10.1
9507939_12_09,9507939,12,407.68,6.4
9507939_13_01,9507939,13,0.1,170.0
9507939_13_02,9507939,13,130.79,25.0
9507939_13_03,9507939,13,130.89,25.0
9507939_13_04,9507939,13,130.99,25.0
9507939_13_05,9507939,13,131.09,25.0
9507939_13_06,9507939,13,131.19,25.0
9507939_13_07,9507939,13,131.29,81.7
9507939_13_08,9507939,13,407.58,12.5
9507939_13_09,9507939,13,407.68,6.4
9507939_14_01,9507939,14,0.1,170.0
9507939_14_02,9507939,14,130.79,25.0
9507939_14_03,9507939,14,130.89,25.0
9507939_14_04,9507939,14,130.99,25.0
9507939_14_05,9507939,14,131.09,25.0
9507939_14_06,9507939,14,131.19,25.0
9507939_14_07,9507939,14,131.29,80.1
9507939_14_08,9507939,14,407.58,14.1
9507939_14_09,9507939,14,407.68,6.4
9507939_15_01,9507939,15,0.1,170.0
9507939_15_02,9507939,15,130.79,25.0
9507939_15_03,9507939,15,130.89,25.0
9507939_15_04,9507939,15,130.99,25.0
9507939_15_05,9507939,15,131.09,25.0
9507939_15_06,9507939,15,131.19,25.0
9507939_15_07,9507939,15,131.29,79.7
9507939_15_08,9507939,15,407.58,14.5
9507939_15_09,9507939,15,407.68,6.4
9507939_16_01,9507939,16,0.1,170.0
9507939_16_02,9507939,16,130.79,25.0
9507939_16_03,9507939,16,130.89,25.0
9507939_16_04,9507939,16,130.99,25.0
9507939_16_05,9507939,16,131.09,25.0
9507939_16_06,9507939,16,131.19,25.0
9507939_16_07,9507939,16,131.29,80.1
9507939_16_08,9507939,16,407.58,14.1
9507939_16_09,9507939,16,407.68,6.4
9507939_17_01,9507939,17,0.1,170.0
9507939_17_02,9507939,17,130.79,25.0
9507939_17_03,9507939,17,130.89,25.0
9507939_17_04,9507939,17,130.99,25.0
9507939_17_05,9507939,17,131.09,25.0
9507939_17_06,9507939,17,131.19,25.0
9507939_17_07,9507939,17,131.29,80.1
9507939_17_08,9507939,17,407.58,14.1
9507939_17_09,9507939,17,407.68,6.4
9507939_18_01,9507939,18,0.1,170.0
9507939_18_02,9507939,18,130.79,25.0
9507939_18_03,9507939,18,130.89,25.0
9507939_18_04,9507939,18,130.99,25.0
9507939_18_05,9507939,18,131.09,25.0
9507939_18_06,9507939,18,131.19,25.0
9507939_18_07,9507939,18,131.29,82.6
9507939_18_08,9507939,18,407.58,11.6
9507939_18_09,9507939,18,407.68,6.4
9507939_19_01,9507939,19,0.1,170.0
9507939_19_02,9507939,19,130.79,25.0
9507939_19_03,9507939,19,130.89,25.0
9507939_19_04,9507939,19,130.99,25.0
9507939_19_05,9507939,19,131.09,25.0
9507939_19_06,9507939,19,131.19,25.0
9507939_19_07,9507939,19,131.29,83.2
9507939_19_08,9507939,19,407.58,11.0
9507939_19_09,9507939,19,407.68,6.4
9507939_20_01,9507939,20,0.1,170.0
9507939_20_02,9507939,20,130.79,25.0
9507939_20_03,9507939,20,130.89,25.0
9507939_20_04,9507939,20,130.99,25.0
9507939_20_05,9507939,20,131.09,25.0
9507939_20_06,9507939,20,131.19,25.0
9507939_20_07,9507939,20,131.29,85.2
9507939_20_08,9507939,20,407.58,9.0
9507939_20_09,9507939,20,407.68,6.4
9507939_21_01,9507939,21,0.1,170.0
9507939_21_02,9507939,21,130.79,25.0
9507939_21_03,9507939,21,130.89,25.0
9507939_21_04,9507939,21,130.99,25.0
9507939_21_05,9507939,21,131.09,25.0
9507939_21_06,9507939,21,131.19,25.0
9507939_21_07,9507939,21,131.29,88.3
9507939_21_08,9507939,21,407.58,5.9
9507939_21_09,9507939,21,407.68,6.4
9507939_22_01,9507939,22,0.1,170.0
9507939_22_02,9507939,22,130.79,25.0
9507939_22_03,9507939,22,130.89,25.0
9507939_22_04,9507939,22,130.99,25.0
9507939_22_05,9507939,22,131.09,25.0
9507939_22_06,9507939,22,131.19,25.0
9507939_22_07,9507939,22,131.29,88.3
9507939_22_08,9507939,22,407.58,5.9
9507939_22_09,9507939,22,407.68,6.4
9507939_23_01,9507939,23,0.1,170.0
9507939_23_02,9507939,23,130.79,25.0
9507939_23_03,9507939,23,130.89,25.0
9507939_23_04,9507939,23,130.99,25.0
9507939_23_05,9507939,23,131.09,25.0
9507939_23_06,9507939,23,131.19,25.0
9507939_23_07,9507939,23,131.29,90.1
9507939_23_08,9507939,23,407.58,4.1
9507939_23_09,9507939,23,407.68,6.4
9507939_24_01,9507939,24,0.1,170.0
9507939_24_02,9507939,24,130.79,25.0
9507939_24_03,9507939,24,130.89,25.0
9507939_24_04,9507939,24,130.99,25.0
9507939_24_05,9507939,24,131.09,25.0
9507939_24_06,9507939,24,131.19,25.0
9507939_24_07,9507939,24,131.29,90.8
9507939_24_08,9507939,24,407.58,3.4
9507939_24_09,9507939,24,407.68,6.4
9507905_01_01,9507905,1,407.58,528.7
9507905_01_02,9507905,1,407.68,4.6
9507905_02_01,9507905,2,407.58,528.7
9507905_02_02,9507905,2,407.68,4.6
9507905_03_01,9507905,3,407.58,528.7
9507905_03_02,9507905,3,407.68,4.6
9507905_04_01,9507905,4,407.58,528.7
9507905_04_02,9507905,4,407.68,4.6
9507905_05_01,9507905,5,0.1,5.0
9507905_05_02,9507905,5,305.58,5.0
9507905_05_03,9507905,5,407.58,518.7
9507905_05_04,9507905,5,407.68,4.6
9507905_06_01,9507905,6,0.1,100.0
9507905_06_02,9507905,6,305.58,100.0
9507905_06_03,9507905,6,407.58,328.7
9507905_06_04,9507905,6,407.68,4.6
9507905_07_01,9507905,7,0.1,170.0
9507905_07_02,9507905,7,230.37,25.0
9507905_07_03,9507905,7,230.47,25.0
9507905_07_04,9507905,7,230.57,25.0
9507905_07_05,9507905,7,230.67,15.9
9507905_07_06,9507905,7,302.58,170.0
9507905_07_07,9507905,7,302.68,50.0
9507905_07_08,9507905,7,302.78,47.8
9507905_07_09,9507905,7,407.68,4.6
9507905_08_01,9507905,8,0.1,170.0
9507905_08_02,9507905,8,230.37,25.0
9507905_08_03,9507905,8,230.47,25.0
9507905_08_04,9507905,8,230.57,25.0
9507905_08_05,9507905,8,230.67,15.9
9507905_08_06,9507905,8,302.58,170.0
9507905_08_07,9507905,8,302.68,50.0
9507905_08_08,9507905,8,302.78,47.8
9507905_08_09,9507905,8,407.68,4.6
9507905_09_01,9507905,9,0.1,170.0
9507905_09_02,9507905,9,230.37,25.0
9507905_09_03,9507905,9,230.47,25.0
9507905_09_04,9507905,9,230.57,25.0
9507905_09_05,9507905,9,230.67,15.9
9507905_09_06,9507905,9,302.58,170.0
9507905_09_07,9507905,9,302.68,50.0
9507905_09_08,9507905,9,302.78,47.8
9507905_09_09,9507905,9,407.68,4.6
9507905_10_01,9507905,10,0.1,170.0
9507905_10_02,9507905,10,230.37,25.0
9507905_10_03,9507905,10,230.47,25.0
9507905_10_04,9507905,10,230.57,25.0
9507905_10_05,9507905,10,230.67,15.9
9507905_10_06,9507905,10,302.58,170.0
9507905_10_07,9507905,10,302.68,50.0
9507905_10_08,9507905,10,302.78,47.8
9507905_10_09,9507905,10,407.68,4.6
9507905_11_01,9507905,11,0.1,170.0
9507905_11_02,9507905,11,230.37,25.0
9507905_11_03,9507905,11,230.47,25.0
9507905_11_04,9507905,11,230.57,25.0
9507905_11_05,9507905,11,230.67,15.9
9507905_11_06,9507905,11,302.58,170.0
9507905_11_07,9507905,11,302.68,50.0
9507905_11_08,9507905,11,302.78,47.8
9507905_11_09,9507905,11,407.68,4.6
9507905_12_01,9507905,12,0.1,170.0
9507905_12_02,9507905,12,230.37,25.0
9507905_12_03,9507905,12,230.47,25.0
9507905_12_04,9507905,12,230.57,25.0
9507905_12_05,9507905,12,230.67,15.9
9507905_12_06,9507905,12,302.58,170.0
9507905_12_07,9507905,12,302.68,50.0
9507905_12_08,9507905,12,302.78,47.8
9507905_12_09,9507905,12,407.68,4.6
9507905_13_01,9507905,13,0.1,170.0
9507905_13_02,9507905,13,230.37,25.0
9507905_13_03,9507905,13,230.47,25.0
9507905_13_04,9507905,13,230.57,25.0
9507905_13_05,9507905,13,230.67,15.9
9507905_13_06,9507905,13,302.58,170.0
9507905_13_07,9507905,13,302.68,50.0
9507905_13_08,9507905,13,302.78,47.8
9507905_13_09,9507905,13,407.68,4.6
9507905_14_01,9507905,14,0.1,170.0
9507905_14_02,9507905,14,230.37,25.0
9507905_14_03,9507905,14,230.47,25.0
9507905_14_04,9507905,14,230.57,25.0
9507905_14_05,9507905,14,230.67,15.9
9507905_14_06,9507905,14,302.58,170.0
9507905_14_07,9507905,14,302.68,50.0
9507905_14_08,9507905,14,302.78,47.8
9507905_14_09,9507905,14,407.68,4.6
9507905_15_01,9507905,15,0.1,170.0
9507905_15_02,9507905,15,230.37,25.0
9507905_15_03,9507905,15,230.47,25.0
9507905_15_04,9507905,15,230.57,25.0
9507905_15_05,9507905,15,230.67,15.9
9507905_15_06,9507905,15,302.58,170.0
9507905_15_07,9507905,15,302.68,50.0
9507905_15_08,9507905,15,302.78,47.8
9507905_15_09,9507905,15,407.68,4.6
9507905_16_01,9507905,16,0.1,170.0
9507905_16_02,9507905,16,230.37,25.0
9507905_16_03,9507905,16,230.47,25.0
9507905_16_04,9507905,16,230.57,25.0
9507905_16_05,9507905,16,230.67,15.9
9507905_16_06,9507905,16,302.58,170.0
9507905_16_07,9507905,16,302.68,50.0
9507905_16_08,9507905,16,302.78,47.8
9507905_16_09,9507905,16,407.68,4.6
9507905_17_01,9507905,17,0.1,170.0
9507905_17_02,9507905,17,230.37,25.0
9507905_17_03,9507905,17,230.47,25.0
9507905_17_04,9507905,17,230.57,25.0
9507905_17_05,9507905,17,230.67,15.9
9507905_17_06,9507905,17,302.58,170.0
9507905_17_07,9507905,17,302.68,50.0
9507905_17_08,9507905,17,302.78,47.8
9507905_17_09,9507905,17,407.68,4.6
9507905_18_01,9507905,18,0.1,170.0
9507905_18_02,9507905,18,230.37,25.0
9507905_18_03,9507905,18,230.47,25.0
9507905_18_04,9507905,18,230.57,25.0
9507905_18_05,9507905,18,230.67,15.9
9507905_18_06,9507905,18,302.58,170.0
9507905_18_07,9507905,18,302.68,50.0
9507905_18_08,9507905,18,302.78,47.8
9507905_18_09,9507905,18,407.68,4.6
9507905_19_01,9507905,19,0.1,170.0
9507905_19_02,9507905,19,230.37,25.0
9507905_19_03,9507905,19,230.47,25.0
9507905_19_04,9507905,19,230.57,25.0
9507905_19_05,9507905,19,230.67,15.9
9507905_19_06,9507905,19,302.58,170.0
9507905_19_07,9507905,19,302.68,50.0
9507905_19_08,9507905,19,302.78,47.8
9507905_19_09,9507905,19,407.68,4.6
9507905_20_01,9507905,20,0.1,170.0
9507905_20_02,9507905,20,230.37,25.0
9507905_20_03,9507905,20,230.47,25.0
9507905_20_04,9507905,20,230.57,25.0
9507905_20_05,9507905,20,230.67,15.9
9507905_20_06,9507905,20,302.58,170.0
9507905_20_07,9507905,20,302.68,50.0
9507905_20_08,9507905,20,302.78,47.8
9507905_20_09,9507905,20,407.68,4.6
9507905_21_01,9507905,21,0.1,170.0
9507905_21_02,9507905,21,230.37,25.0
9507905_21_03,9507905,21,230.47,25.0
9507905_21_04,9507905,21,230.57,25.0
9507905_21_05,9507905,21,230.67,15.9
9507905_21_06,9507905,21,302.58,170.0
9507905_21_07,9507905,21,302.68,50.0
9507905_21_08,9507905,21,302.78,47.8
9507905_21_09,9507905,21,407.68,4.6
9507905_22_01,9507905,22,0.1,170.0
9507905_22_02,9507905,22,230.37,25.0
9507905_22_03,9507905,22,230.47,25.0
9507905_22_04,9507905,22,230.57,25.0
9507905_22_05,9507905,22,230.67,15.9
9507905_22_06,9507905,22,302.58,170.0
9507905_22_07,9507905,22,302.68,50.0
9507905_22_08,9507905,22,302.78,47.8
9507905_22_09,9507905,22,407.68,4.6
9507905_23_01,9507905,23,0.1,170.0
9507905_23_02,9507905,23,230.37,25.0
9507905_23_03,9507905,23,230.47,25.0
9507905_23_04,9507905,23,230.57,25.0
9507905_23_05,9507905,23,230.67,15.9
9507905_23_06,9507905,23,302.58,170.0
9507905_23_07,9507905,23,302.68,50.0
9507905_23_08,9507905,23,302.78,47.8
9507905_23_09,9507905,23,407.68,4.6
9507905_24_01,9507905,24,0.1,170.0
9507905_24_02,9507905,24,230.37,25.0
9507905_24_03,9507905,24,230.47,25.0
9507905_24_04,9507905,24,230.57,25.0
9507905_24_05,9507905,24,230.67,15.9
9507905_24_06,9507905,24,302.58,170.0
9507905_24_07,9507905,24,302.68,50.0
9507905_24_08,9507905,24,302.78,47.8
9507905_24_09,9507905,24,407.68,4.6
9507917_01_01,9507917,1,0.1,150.4
9507917_01_02,9507917,1,130.49,25.0
9507917_01_03,9507917,1,130.59,25.0
9507917_01_04,9507917,1,130.69,25.0
9507917_01_05,9507917,1,130.79,25.0
9507917_01_06,9507917,1,130.89,25.0
9507917_01_07,9507917,1,130.99,97.3
9507917_01_08,9507917,1,407.58,13.3
9507917_01_09,9507917,1,407.68,0.1
9507917_02_01,9507917,2,0.1,150.4
9507917_02_02,9507917,2,130.49,25.0
9507917_02_03,9507917,2,130.59,25.0
9507917_02_04,9507917,2,130.69,25.0
9507917_02_05,9507917,2,130.79,25.0
9507917_02_06,9507917,2,130.89,25.0
9507917_02_07,9507917,2,130.99,97.3
9507917_02_08,9507917,2,407.58,13.3
9507917_02_09,9507917,2,407.68,0.1
9507917_03_01,9507917,3,0.1,150.8
9507917_03_02,9507917,3,130.49,25.0
9507917_03_03,9507917,3,130.59,25.0
9507917_03_04,9507917,3,130.69,25.0
9507917_03_05,9507917,3,130.79,25.0
9507917_03_06,9507917,3,130.89,25.0
9507917_03_07,9507917,3,130.99,97.9
9507917_03_08,9507917,3,407.58,12.3
9507917_03_09,9507917,3,407.68,0.1
9507917_04_01,9507917,4,0.1,150.8
9507917_04_02,9507917,4,130.49,25.0
9507917_04_03,9507917,4,130.59,25.0
9507917_04_04,9507917,4,130.69,25.0
9507917_04_05,9507917,4,130.79,25.0
9507917_04_06,9507917,4,130.89,25.0
9507917_04_07,9507917,4,130.99,98.1
9507917_04_08,9507917,4,407.58,12.1
9507917_04_09,9507917,4,407.68,0.1
9507917_05_01,9507917,5,0.1,150.8
9507917_05_02,9507917,5,130.49,25.0
9507917_05_03,9507917,5,130.59,25.0
9507917_05_04,9507917,5,130.69,25.0
9507917_05_05,9507917,5,130.79,25.0
9507917_05_06,9507917,5,130.89,25.0
9507917_05_07,9507917,5,130.99,98.1
9507917_05_08,9507917,5,407.58,12.1
9507917_05_09,9507917,5,407.68,0.1
9507917_06_01,9507917,6,0.1,150.7
9507917_06_02,9507917,6,130.49,25.0
9507917_06_03,9507917,6,130.59,25.0
9507917_06_04,9507917,6,130.69,25.0
9507917_06_05,9507917,6,130.79,25.0
9507917_06_06,9507917,6,130.89,25.0
9507917_06_07,9507917,6,130.99,97.9
9507917_06_08,9507917,6,407.58,12.4
9507917_06_09,9507917,6,407.68,0.1
9507917_07_01,9507917,7,0.1,150.7
9507917_07_02,9507917,7,132.0,25.0
9507917_07_03,9507917,7,132.1,25.0
9507917_07_04,9507917,7,132.2,25.0
9507917_07_05,9507917,7,132.3,25.0
9507917_07_06,9507917,7,132.4,25.0
9507917_07_07,9507917,7,132.5,97.9
9507917_07_08,9507917,7,407.58,12.4
9507917_07_09,9507917,7,407.68,0.1
9507917_08_01,9507917,8,0.1,150.6
9507917_08_02,9507917,8,132.0,25.0
9507917_08_03,9507917,8,132.1,25.0
9507917_08_04,9507917,8,132.2,25.0
9507917_08_05,9507917,8,132.3,25.0
9507917_08_06,9507917,8,132.4,25.0
9507917_08_07,9507917,8,132.5,97.7
9507917_08_08,9507917,8,407.58,12.7
9507917_08_09,9507917,8,407.68,0.1
9507917_09_01,9507917,9,0.1,150.6
9507917_09_02,9507917,9,132.0,25.0
9507917_09_03,9507917,9,132.1,25.0
9507917_09_04,9507917,9,132.2,25.0
9507917_09_05,9507917,9,132.3,25.0
9507917_09_06,9507917,9,132.4,25.0
9507917_09_07,9507917,9,132.5,97.6
9507917_09_08,9507917,9,407.58,12.8
9507917_09_09,9507917,9,407.68,0.1
9507917_10_01,9507917,10,0.1,150.1
9507917_10_02,9507917,10,132.0,25.0
9507917_10_03,9507917,10,132.1,25.0
9507917_10_04,9507917,10,132.2,25.0
9507917_10_05,9507917,10,132.3,25.0
9507917_10_06,9507917,10,132.4,25.0
9507917_10_07,9507917,10,132.5,96.9
9507917_10_08,9507917,10,407.58,14.0
9507917_10_09,9507917,10,407.68,0.1
9507917_11_01,9507917,11,0.1,149.9
9507917_11_02,9507917,11,132.0,25.0
9507917_11_03,9507917,11,132.1,25.0
9507917_11_04,9507917,11,132.2,25.0
9507917_11_05,9507917,11,132.3,25.0
9507917_11_06,9507917,11,132.4,25.0
9507917_11_07,9507917,11,132.5,96.7
9507917_11_08,9507917,11,407.58,14.4
9507917_11_09,9507917,11,407.68,0.1
9507917_12_01,9507917,12,0.1,150.1
9507917_12_02,9507917,12,132.0,25.0
9507917_12_03,9507917,12,132.1,25.0
9507917_12_04,9507917,12,132.2,25.0
9507917_12_05,9507917,12,132.3,25.0
9507917_12_06,9507917,12,132.4,25.0
9507917_12_07,9507917,12,132.5,96.9
9507917_12_08,9507917,12,407.58,14.0
9507917_12_09,9507917,12,407.68,0.1
9507917_13_01,9507917,13,0.1,149.5
9507917_13_02,9507917,13,132.0,25.0
9507917_13_03,9507917,13,132.1,25.0
9507917_13_04,9507917,13,132.2,25.0
9507917_13_05,9507917,13,132.3,25.0
9507917_13_06,9507917,13,132.4,25.0
9507917_13_07,9507917,13,132.5,96.6
9507917_13_08,9507917,13,407.58,14.9
9507917_13_09,9507917,13,407.68,0.1
9507917_14_01,9507917,14,0.1,148.2
9507917_14_02,9507917,14,132.0,25.0
9507917_14_03,9507917,14,132.1,25.0
9507917_14_04,9507917,14,132.2,25.0
9507917_14_05,9507917,14,132.3,25.0
9507917_14_06,9507917,14,132.4,25.0
9507917_14_07,9507917,14,132.5,96.4
9507917_14_08,9507917,14,407.58,16.4
9507917_14_09,9507917,14,407.68,0.1
9507917_15_01,9507917,15,0.1,148.1
9507917_15_02,9507917,15,132.0,25.0
9507917_15_03,9507917,15,132.1,25.0
9507917_15_04,9507917,15,132.2,25.0
9507917_15_05,9507917,15,132.3,25.0
9507917_15_06,9507917,15,132.4,25.0
9507917_15_07,9507917,15,132.5,96.4
9507917_15_08,9507917,15,407.58,16.5
9507917_15_09,9507917,15,407.68,0.1
9507917_16_01,9507917,16,0.1,146.9
9507917_16_02,9507917,16,132.0,25.0
9507917_16_03,9507917,16,132.1,25.0
9507917_16_04,9507917,16,132.2,25.0
9507917_16_05,9507917,16,132.3,25.0
9507917_16_06,9507917,16,132.4,25.0
9507917_16_07,9507917,16,132.5,96.1
9507917_16_08,9507917,16,407.58,18.0
9507917_16_09,9507917,16,407.68,0.1
9507917_17_01,9507917,17,0.1,146.9
9507917_17_02,9507917,17,132.0,25.0
9507917_17_03,9507917,17,132.1,25.0
9507917_17_04,9507917,17,132.2,25.0
9507917_17_05,9507917,17,132.3,25.0
9507917_17_06,9507917,17,132.4,25.0
9507917_17_07,9507917,17,132.5,96.1
9507917_17_08,9507917,17,407.58,18.0
9507917_17_09,9507917,17,407.68,0.1
9507917_18_01,9507917,18,0.1,147.4
9507917_18_02,9507917,18,132.0,25.0
9507917_18_03,9507917,18,132.1,25.0
9507917_18_04,9507917,18,132.2,25.0
9507917_18_05,9507917,18,132.3,25.0
9507917_18_06,9507917,18,132.4,25.0
9507917_18_07,9507917,18,132.5,96.2
9507917_18_08,9507917,18,407.58,17.4
9507917_18_09,9507917,18,407.68,0.1
9507917_19_01,9507917,19,0.1,147.8
9507917_19_02,9507917,19,132.0,25.0
9507917_19_03,9507917,19,132.1,25.0
9507917_19_04,9507917,19,132.2,25.0
9507917_19_05,9507917,19,132.3,25.0
9507917_19_06,9507917,19,132.4,25.0
9507917_19_07,9507917,19,132.5,96.3
9507917_19_08,9507917,19,407.58,16.9
9507917_19_09,9507917,19,407.68,0.1
9507917_20_01,9507917,20,0.1,148.5
