id,t,p,q
1281,4,32.54,6
1282,4,31,16.6
1283,4,30.42,26.7
1284,4,30.33,1
1285,4,30,50
1286,4,28.54,169
1287,4,28.44,4
1288,4,25.47,4.7
1289,4,25.45,2.1
1290,4,25.43,19.9
1291,4,25.39,0.3
1292,4,25.32,62.1
1293,4,25.3,0.2
1294,4,22.39,1
1295,4,20.25,5
1296,4,20,32
1297,4,15.22,2.5
1298,4,15.18,0.5
1299,4,13.94,7.7
1300,4,11.8,36.8
1301,4,11,19.1
1302,4,10,18
1303,4,6,0.1
1304,4,5,79.3
1305,4,3,66
1306,4,1,923
1307,4,0.2,46
1308,4,0.1,8.4
1309,4,0.01,157.9
1310,4,0,11045.5
1311,4,-0.01,307.6
1312,4,-0.99,1.2
1313,4,-1,210.8
1314,4,-2,37.6
1315,4,-5,31.2
1316,4,-5.05,2.4
1317,4,-5.09,1
1318,4,-5.5,464.9
1319,4,-10,69.2
1320,4,-50,100
1321,4,-100,242
1322,4,-500,1374.2
1323,4,4000,-14562.9
1324,4,3999,-2.7
1325,4,3950,-11.9
1326,4,3500,-0.1
1327,4,3000,-2550.6
1328,4,2000,-8
1329,4,1100,-1261.7
1330,4,1000,-131.5
1331,4,999,-9.5
1332,4,900,-2.1
1333,4,853,-90.1
1334,4,802,-35
1335,4,800,-1531
1336,4,791,-6
1337,4,777,-2.1
1338,4,761.09,-325.2
1339,4,700,-88.1
1340,4,650,-25.4
1341,4,600,-0.1
1342,4,501,-66.5
1343,4,500.13,-0.5
1344,4,500,-755.3
1345,4,400,-222.8
1346,4,375,-333.6
1347,4,350,-456.6
1348,4,320,-376.2
1349,4,312.62,-154.7
1350,4,300,-403.2
1351,4,288,-1.7
1352,4,280,-1.1
1353,4,277.12,-0.3
1354,4,275,-0.2
1355,4,267.5,-256.2
1356,4,264.93,-3.8
1357,4,260.63,-2.3
1358,4,250,-43.3
1359,4,249.89,-10
1360,4,200.02,-20
1361,4,200.01,-30
1362,4,200,-16.5
1363,4,198.1,-20.3
1364,4,196.92,-2.7
1365,4,190,-12.3
1366,4,180,-4.3
1367,4,175.78,-4.8
1368,4,171.05,-4.5
1369,4,166.95,-19.5
1370,4,165,-5
1371,4,164.93,-3.8
1372,4,161.27,-40.3
1373,4,160.63,-0.3
1374,4,144.82,-26.2
1375,4,137,-15
1376,4,135,-25.4
1377,4,131.27,-14.7
1378,4,122,-30
1379,4,111.04,-18.3
1380,4,110,-68.9
1381,4,109.6,-25
1382,4,108.5,-10
1383,4,107.27,-22.2
1384,4,106.28,-0.4
1385,4,105.27,-18.3
1386,4,105,-177
1387,4,104,-25
1388,4,103.9,-120
1389,4,103.5,-1
1390,4,103.4,-25
1391,4,103,-200
1392,4,102.6,-25
1393,4,101.8,-119
1394,4,101.7,-10
1395,4,101.6,-1.2
1396,4,100,-200
1397,4,97,-25
1398,4,96,-123
1399,4,94.52,-40
1400,4,94.46,-1
1401,4,94.45,-1
1402,4,94.22,-21
1403,4,93.4,-25
1404,4,91.2,-3
1405,4,90,-34
1406,4,87.1,-51
1407,4,85,-48.4
1408,4,83.5,-78
1409,4,81.92,-0.4
1410,4,75,-39
1411,4,74.99,-38
1412,4,72,-163.6
1413,4,71.5,-30
1414,4,69,-100
1415,4,65.26,-18
1416,4,60,-11.5
1417,4,59.5,-47.9
1418,4,58.74,-19.5
1419,4,58.09,-25
1420,4,56.92,-2.3
1421,4,45.09,-25
1422,4,42,-60
1423,4,32.99,-2
1424,4,16.6,-50
1425,4,11,-50
1426,4,1,-0.1
1427,4,-283.4,-150
1428,4,-289,-133
1429,4,-499,-1.9
1430,4,-500,-6.3
1431,5,4000,29.4
1432,5,3000,2.3
1433,5,853,0.4
1434,5,700,7.5
1435,5,400,1
1436,5,316.5,6.2
1437,5,262,544.1
1438,5,261.5,407
1439,5,261,3031
1440,5,260,369
1441,5,259,379
1442,5,258,2818
1443,5,257,1229
1444,5,256.9,459.1
1445,5,256.7,30
1446,5,256,444.7
1447,5,255,1302.2
1448,5,254.31,386.8
1449,5,254.2,1970
1450,5,253.79,103
1451,5,253.15,103
1452,5,248.61,89.6
1453,5,245.2,230
1454,5,243.97,75
1455,5,240.13,478.7
1456,5,240,128.5
1457,5,236.7,10
1458,5,231.6,44.7
1459,5,229,45
1460,5,228,58
1461,5,226.7,10
1462,5,221,1919
1463,5,220.27,9.7
1464,5,220,73.2
1465,5,216.7,10
1466,5,210,320.5
1467,5,207.72,2
1468,5,206.7,10
1469,5,201.47,40
1470,5,201.37,60
1471,5,200,121
1472,5,196.7,10
1473,5,195,145
1474,5,191.5,30
1475,5,190,160.1
1476,5,187.17,182
1477,5,186.7,10
1478,5,185,1073.9
1479,5,184.89,59
1480,5,182.15,15.8
1481,5,180,365
1482,5,179.32,370
1483,5,176.85,380
1484,5,176.7,10
1485,5,173.47,400
1486,5,172.94,400
1487,5,170,509.8
1488,5,168.57,345
1489,5,167.06,132
1490,5,166.7,10
1491,5,165,23
1492,5,164.82,196
1493,5,164.12,221
1494,5,163.91,176
1495,5,161.5,52.6
1496,5,160,204
1497,5,159.49,208
1498,5,158.77,201
1499,5,156.7,49.8
1500,5,155,50
1501,5,150,121.5
1502,5,145.1,369
1503,5,145,64
1504,5,144.93,47
1505,5,144,27
1506,5,141.87,60
1507,5,140.14,1.4
1508,5,140,152
1509,5,139.17,50
1510,5,139,20
1511,5,138.28,20
1512,5,138.1,63
1513,5,137.4,7.9
1514,5,135.21,85
1515,5,135,58
1516,5,133.85,390
1517,5,133.25,66
1518,5,133.06,60
1519,5,132.49,102
1520,5,132.08,15
1521,5,131.09,400
1522,5,130.22,9.6
1523,5,130,69
1524,5,129.4,1.4
1525,5,128,57.9
1526,5,127.17,720
1527,5,127,5
1528,5,126.5,112
1529,5,126.22,48.1
1530,5,125,99
1531,5,123.5,26
1532,5,122.4,41.5
1533,5,120,83
1534,5,119.83,422.9
1535,5,116,56
1536,5,115.84,188
1537,5,115,10.5
1538,5,114.57,28.6
1539,5,113.52,158
1540,5,113.33,21.8
1541,5,113.1,35.7
1542,5,112.91,40.1
1543,5,112.14,206
1544,5,112,78
1545,5,111.8,1.2
1546,5,111.2,30
1547,5,111.1,484
1548,5,110,125.6
1549,5,109.55,200
1550,5,109.4,1.1
1551,5,109.17,114
1552,5,108.9,25
1553,5,108.67,6.2
1554,5,108.5,17.8
1555,5,108.06,2.6
1556,5,108,26.8
1557,5,107.2,1.2
1558,5,106.9,87
1559,5,106.67,6.2
1560,5,106.66,223.8
1561,5,106.26,18.4
1562,5,105.92,50
1563,5,105.7,180
1564,5,105.5,4
1565,5,105.49,89
1566,5,105.21,144
1567,5,105,10
1568,5,104.67,6.2
1569,5,104.16,229
1570,5,103.52,110
1571,5,103.1,11.6
1572,5,103.09,167
1573,5,102.67,6.4
1574,5,102.49,60
1575,5,101.98,70
1576,5,101.2,5.1
1577,5,100.52,60
1578,5,100.37,0.4
1579,5,100.08,25.8
1580,5,100,403.4
1581,5,99.77,209
1582,5,99.55,208
1583,5,99.49,60
1584,5,99.48,60
1585,5,98.48,175
1586,5,98.02,176.3
1587,5,97.55,176.5
1588,5,97.52,60
1589,5,97.34,164
1590,5,96.98,60
1591,5,96.7,45
1592,5,96.2,52.6
1593,5,95,161.9
1594,5,94.38,4.1
1595,5,92.89,27
1596,5,92.67,2.4
1597,5,90,22.5
1598,5,89.02,11.9
1599,5,88.49,7
1600,5,88.08,0.7
1601,5,87.81,8.6
1602,5,86.76,11.9
1603,5,85,89.5
1604,5,84.22,1.5
1605,5,83.57,9.2
1606,5,82.71,10
1607,5,80.89,2.3
1608,5,80.15,0.8
1609,5,78.61,9.1
1610,5,78.56,2.5
1611,5,77.57,4.9
1612,5,77.55,1.7
1613,5,77.49,2.1
1614,5,77.25,0.8
1615,5,75.15,0.1
1616,5,75,295
1617,5,70.15,3.3
1618,5,69.51,2.9
1619,5,67.34,6.6
1620,5,67.19,2.1
1621,5,66.98,3.4
1622,5,66.89,4.2
1623,5,66.7,99.6
1624,5,66.5,6.2
1625,5,62.02,14.7
1626,5,61.89,8
1627,5,56.99,0.5
1628,5,51.4,0.5
1629,5,50,34.4
1630,5,46.4,2.1
1631,5,45.5,1
1632,5,42.49,0.5
1633,5,42.34,1.1
1634,5,41.47,2.7
1635,5,41.45,5.8
1636,5,41.41,28.4
1637,5,40.34,0.9
1638,5,36.19,1
1639,5,36.05,47.7
1640,5,36.03,1.9
1641,5,35.06,1
1642,5,34.97,0.2
1643,5,33.17,6
1644,5,31.13,1
1645,5,31.11,26.7
1646,5,31,17.2
1647,5,30,60
1648,5,28.99,4
1649,5,25.94,0.2
1650,5,25.91,271
1651,5,25.89,0.3
1652,5,25.86,4.7
1653,5,25.79,61.8
1654,5,25.75,2.4
1655,5,25.71,21.3
1656,5,22.68,1.1
1657,5,20.74,5
1658,5,20,32
1659,5,15.54,0.3
1660,5,15.45,2.5
1661,5,15.37,10.2
1662,5,11.7,54.3
1663,5,11.01,16.3
1664,5,10.5,10
1665,5,10,17.5
1666,5,6,0.1
1667,5,5,91.7
1668,5,3,66
1669,5,1,940.2
1670,5,0.2,39.5
1671,5,0.1,8.3
1672,5,0.01,158.5
1673,5,0,11012.1
1674,5,-0.01,302.3
1675,5,-0.99,1.3
1676,5,-1,225.8
1677,5,-2,37.7
1678,5,-5,33.5
1679,5,-5.15,2.5
1680,5,-5.17,1
1681,5,-5.5,459.9
1682,5,-10,84.6
1683,5,-50,100
1684,5,-100,245
1685,5,-500,1272.6
1686,5,4000,-14821.9
1687,5,3999,-2.9
1688,5,3950,-11.8
1689,5,3500,-0.1
1690,5,3000,-2545.9
1691,5,2000,-8
1692,5,1100,-1247.4
1693,5,1000,-131.6
1694,5,999,-9.6
1695,5,900,-2.1
1696,5,853,-99.2
1697,5,802,-35
1698,5,800,-1485.2
1699,5,777,-2.6
1700,5,758.05,-327.7
1701,5,700,-90.2
1702,5,650,-28.4
1703,5,600,-0.1
1704,5,553,-14
1705,5,501,-67.8
1706,5,500.13,-0.5
1707,5,500,-742.5
1708,5,400,-233.7
1709,5,375,-336.4
1710,5,350,-442.2
1711,5,320,-380.9
1712,5,310.7,-157.1
1713,5,300,-387.7
1714,5,288,-1.7
1715,5,280,-1.2
1716,5,278.24,-0.3
1717,5,275,-0.2
1718,5,267.63,-2.5
1719,5,267.5,-262.9
1720,5,265.2,-4.1
1721,5,250,-42.3
1722,5,200.01,-41
1723,5,200,-37.4
1724,5,197,-2.8
1725,5,190,-12.5
1726,5,180,-4.3
1727,5,177.02,-4.8
1728,5,171.74,-4.4
1729,5,167.63,-0.3
1730,5,166.99,-18
1731,5,165.2,-4.1
1732,5,165,-5
1733,5,158.7,-40.5
1734,5,137,-22
1735,5,135,-25.4
1736,5,128.7,-14.9
1737,5,122,-30
1738,5,111.2,-18.4
1739,5,110,-10
1740,5,108.4,-25
1741,5,106.93,-0.4
1742,5,106,-25
1743,5,105,-1
1744,5,104.9,-92
1745,5,104.7,-22.2
1746,5,103.9,-120
1747,5,102.9,-200
1748,5,102.7,-18.6
1749,5,101.8,-119
1750,5,101.7,-10
1751,5,101.69,-1.4
1752,5,101.4,-25
1753,5,100.77,-25
1754,5,99.9,-200
1755,5,99,-25
1756,5,95.9,-200
1757,5,94.75,-1
1758,5,94.74,-1
1759,5,94.52,-40
1760,5,94.38,-21
1761,5,91.2,-3
1762,5,90.77,-25
1763,5,90,-34
1764,5,87.1,-51
1765,5,86.76,-41.9
1766,5,85,-127.9
1767,5,82,-0.3
1768,5,75,-39
1769,5,72,-14
1770,5,71.5,-179.5
1771,5,69.99,-24
1772,5,69.98,-6
1773,5,69,-100
1774,5,65.26,-43
1775,5,60,-11.8
1776,5,58.74,-19.5
1777,5,57,-2.3
1778,5,52.26,-25
1779,5,44.5,-1
1780,5,41.5,-60
1781,5,33.04,-2.1
1782,5,15.4,-50
1783,5,13,-50
1784,5,9.5,-10
1785,5,1,-0.1
1786,5,-284.6,-150
1787,5,-287,-133
1788,5,-499,-1.9
1789,5,-500,-6.4
1790,6,4000,29.5
1791,6,3000,1.7
1792,6,853,0.4
1793,6,700,7.5
1794,6,400,1
1795,6,320,6.2
1796,6,262,544.1
1797,6,261.5,407
1798,6,261,3033
1799,6,260,370
1800,6,259.7,30
1801,6,259,379
1802,6,258,2818
1803,6,257,1229
1804,6,256.9,459.1
1805,6,256,451.6
1806,6,255,1302.2
1807,6,254.41,386.9
1808,6,254.2,1970
1809,6,253.79,103
1810,6,253.15,103
1811,6,248.61,89.9
1812,6,245.2,215.2
1813,6,245,105.6
1814,6,243.97,75
1815,6,240.13,268.2
1816,6,240,128.5
1817,6,231.6,44.7
1818,6,229.7,10
1819,6,229,45
1820,6,228,58
1821,6,225.79,9.8
1822,6,225,50
1823,6,221,1924
1824,6,220,73.2
1825,6,219.7,10
1826,6,210,320.5
1827,6,209.7,10
1828,6,207.72,2
1829,6,201.55,40
1830,6,201.45,60
1831,6,200,121
1832,6,199.7,10
1833,6,195,175
1834,6,190,160.1
1835,6,187.17,182
1836,6,185,1077.6
1837,6,184.89,59
1838,6,182.15,15.8
1839,6,180,365.1
1840,6,179.7,10
1841,6,179.32,370
1842,6,176.85,380
1843,6,173.47,400
1844,6,172.94,400
1845,6,170,509.5
1846,6,169.7,10
1847,6,168.57,345
1848,6,167.06,133
1849,6,165,75.6
1850,6,164.93,190
1851,6,164.02,222
1852,6,163.93,176
1853,6,160,203.9
1854,6,159.7,49.9
1855,6,159.5,210
1856,6,158.72,201
1857,6,155,50
1858,6,150,121.3
1859,6,145.1,370
1860,6,145,64
1861,6,144.93,47
1862,6,144,27
1863,6,142.9,1.5
1864,6,141.87,60
1865,6,140,152
1866,6,139.2,50
1867,6,139,46.4
1868,6,138.1,63
1869,6,138.07,20
1870,6,137.4,7.9
1871,6,135.24,85
1872,6,135,58
1873,6,133.85,390
1874,6,133.4,5
1875,6,133.25,66
1876,6,133.06,60
1877,6,132.5,13
1878,6,132.49,102
1879,6,132.08,15
1880,6,132,41.9
1881,6,131.09,400
1882,6,130.22,9.6
1883,6,130,69
1884,6,128.5,156
1885,6,128,57.9
1886,6,127.17,720
1887,6,126.4,25
1888,6,126.22,117.9
1889,6,125.5,25
1890,6,125,99
1891,6,123.5,13
1892,6,121.92,28.5
1893,6,121.07,35.7
1894,6,120.9,40.1
1895,6,120,58
1896,6,118.1,18.3
1897,6,118.01,30
1898,6,116,56
1899,6,115.89,11.5
1900,6,115.84,188
1901,6,115,10.5
1902,6,113.89,11.5
1903,6,113.52,158
1904,6,113.33,18.6
1905,6,113.26,18.4
1906,6,112.92,50
1907,6,112.86,1
1908,6,112.14,205
1909,6,112,78
1910,6,111.89,11.5
1911,6,111.6,4
1912,6,111.1,483
1913,6,110.87,11.6
1914,6,110.85,89
1915,6,110,125.6
1916,6,109.89,11.5
1917,6,109.53,200
1918,6,109.2,115
1919,6,108.78,110
1920,6,108.25,1.3
1921,6,108,26.9
1922,6,107.87,5.1
1923,6,107.85,60
1924,6,107.16,70
1925,6,106.66,242
1926,6,105.78,60
1927,6,105.7,180
1928,6,105.65,1.2
1929,6,105.44,0.4
1930,6,105.24,145
1931,6,105,10
1932,6,104.85,60
1933,6,104.66,60
1934,6,104.19,224
1935,6,103.92,45
1936,6,103.25,1.3
1937,6,103.09,167
1938,6,102.87,52
1939,6,102.78,60
1940,6,102.16,60
1941,6,101.19,4.1
1942,6,100.9,27
1943,6,100.1,422.4
1944,6,100.08,25.9
1945,6,100,405.5
1946,6,99.77,210
1947,6,99.55,210
1948,6,98.48,175
1949,6,98.03,176.7
1950,6,97.43,176.2
1951,6,97.34,164
1952,6,95,163.5
1953,6,93.66,1
1954,6,93.42,5.9
1955,6,92.67,2.4
1956,6,91.1,88.8
1957,6,90,22.5
1958,6,89.02,11.9
1959,6,88.86,9.2
1960,6,88.49,7
1961,6,87.87,10
1962,6,85.77,9.1
1963,6,82.91,0.8
1964,6,82.6,0.9
1965,6,82.1,5
1966,6,81.97,2.1
1967,6,77.91,0.1
1968,6,75,295
1969,6,72.91,3.6
1970,6,71.98,1.7
1971,6,71.61,3.4
1972,6,71.5,3.4
1973,6,71.4,6.4
1974,6,71.24,2.5
1975,6,71.08,4.2
1976,6,70,6.2
1977,6,69.98,2.7
1978,6,69.7,99.6
1979,6,68.02,3.8
1980,6,66.56,3.1
1981,6,65.8,8.1
1982,6,65.75,15.1
1983,6,60.51,0.5
1984,6,55.04,0.5
1985,6,52.18,11.9
1986,6,50,34.7
1987,6,49.24,2.6
1988,6,44.87,1.1
1989,6,44.85,0.5
1990,6,44.03,5.7
1991,6,43.98,28.7
1992,6,43.97,2.7
1993,6,42.93,0.9
1994,6,38.57,1
1995,6,38.36,48.3
1996,6,38.29,1.9
1997,6,37.4,0.9
1998,6,37.19,0.2
1999,6,35.22,6
2000,6,33.06,26.7
2001,6,33.03,1
2002,6,32.91,178
2003,6,31,18.3
2004,6,30.73,4
2005,6,30,70
2006,6,27.53,63.5
2007,6,27.49,0.4
2008,6,27.48,4.9
2009,6,27.4,2.4
2010,6,27.3,23
2011,6,24.21,1.2
2012,6,21.87,4.6
2013,6,21.03,11.2
2014,6,20,32
2015,6,16.5,0.3
2016,6,16.49,2.5
2017,6,14.7,60
2018,6,11.29,16.9
2019,6,10.5,25.9
2020,6,10,19.4
2021,6,6,0.1
2022,6,5,120.9
2023,6,3,66
2024,6,1.1,3
2025,6,1,952.9
2026,6,0.2,46
2027,6,0.1,8.5
2028,6,0.01,158
2029,6,0,11063.5
2030,6,-0.01,257.8
2031,6,-0.99,1.3
2032,6,-1,240.8
2033,6,-2,38.5
2034,6,-5,34.8
2035,6,-5.48,1
2036,6,-5.5,537.9
2037,6,-10,108.8
2038,6,-50,100
2039,6,-100,184
2040,6,-500,1307.4
2041,6,4000,-15921.1
2042,6,3999,-3.1
2043,6,3950,-12.7
2044,6,3500,-0.1
2045,6,3000,-2648.8
2046,6,2000,-8
2047,6,1100,-1278
2048,6,1000,-153.7
2049,6,999,-10.1
2050,6,900,-2.3
2051,6,853,-112.1
2052,6,802,-50
2053,6,800,-1521.1
2054,6,791,-25
2055,6,780,-348.1
2056,6,777,-3.2
2057,6,700,-99.7
2058,6,650,-33.7
2059,6,600,-0.1
2060,6,501,-74.4
2061,6,500.13,-0.5
2062,6,500,-723.3
2063,6,400,-248.7
2064,6,375,-364
2065,6,350,-456
2066,6,320,-398.8
2067,6,313.19,-158.6
2068,6,300,-472.2
2069,6,297.38,-0.3
2070,6,290,-2.7
2071,6,288,-2
2072,6,280,-1.1
2073,6,275,-0.2
2074,6,271,-285.5
2075,6,269.34,-4.5
2076,6,250,-44.9
2077,6,211.97,-21.5
2078,6,204.49,-2.6
2079,6,200.02,-20
2080,6,200.01,-88
2081,6,200,-18.3
2082,6,190,-13.6
2083,6,189.7,-0.1
2084,6,188.23,-4.7
2085,6,183.18,-4.3
2086,6,180,-4.6
2087,6,177.73,-17
2088,6,169.34,-4.5
2089,6,165.92,-42.4
2090,6,165,-5
2091,6,137,-50
2092,6,135.92,-15.5
2093,6,122,-30
2094,6,118.01,-18.6
2095,6,118,-25
2096,6,116.1,-10
2097,6,112.4,-25
2098,6,111.1,-1
2099,6,111,-25
2100,6,110.1,-21
2101,6,109.44,-0.5
2102,6,108.6,-85
2103,6,107.77,-25
2104,6,107.2,-215
2105,6,106.97,-1.8
2106,6,105.92,-23.4
2107,6,105.4,-25
2108,6,105,-200
2109,6,103.92,-19.4
2110,6,103,-200
2111,6,101.19,-21
2112,6,100,-192
2113,6,97.87,-1
2114,6,97.86,-1
2115,6,97.77,-25
2116,6,96,-108
2117,6,94.52,-40
2118,6,91.2,-3
2119,6,91.1,-84.9
2120,6,90,-34
2121,6,89.49,-0.4
2122,6,85,-48.4
2123,6,79,-149.3
2124,6,78.79,-25
2125,6,75,-69
2126,6,72,-14
2127,6,69,-100
2128,6,65.79,-25
2129,6,65.26,-18
2130,6,64.49,-2.4
2131,6,60,-11.5
2132,6,58.74,-19.5
2133,6,54.95,-10
2134,6,52.18,-41.9
2135,6,49,-60
2136,6,33.87,-2.2
2137,6,25,-50
2138,6,19.4,-50
2139,6,9.5,-25.9
2140,6,1,-0.3
2141,6,-275,-150
2142,6,-280.6,-133
2143,6,-499,-1.9
2144,6,-500,-6.2
2145,7,4000,29.6
2146,7,3000,1.9
2147,7,853,0.4
2148,7,400,1
2149,7,337.5,6.2
2150,7,276.5,30
2151,7,266.5,10
2152,7,262,545.1
2153,7,261.5,409
2154,7,261,2920
2155,7,260.61,10.3
2156,7,260,370
2157,7,259,380
2158,7,258,2819
2159,7,257,1229
2160,7,256.9,459.1
2161,7,256.5,10
2162,7,256,484.7
2163,7,255,2104.1
2164,7,254.48,386.7
2165,7,254.2,1070
2166,7,253.79,103
2167,7,253.15,103
2168,7,248.61,89.9
2169,7,246.5,10
2170,7,245.2,193.1
2171,7,245,102.7
2172,7,243.97,75
2173,7,240.13,15.6
2174,7,240,261.5
2175,7,236.5,10
2176,7,231.6,44.7
2177,7,229,45
2178,7,228,58
2179,7,226.5,10
2180,7,221,1926
2181,7,220,73.2
2182,7,216.5,10
2183,7,212.5,30
2184,7,210,320.5
2185,7,207.72,2
2186,7,206.5,10
2187,7,200.61,40
2188,7,200.51,60
2189,7,200.03,17.4
2190,7,200,121
2191,7,196.5,10
2192,7,195,125
2193,7,190,160.1
2194,7,187.17,182
2195,7,186.5,10
2196,7,185,1080.1
2197,7,184.89,59
2198,7,182.5,52.8
2199,7,181.85,15
2200,7,180.92,7.9
2201,7,180.5,34.1
2202,7,179.32,370
2203,7,176.85,380
2204,7,176.5,50.4
2205,7,173.47,400
2206,7,172.94,400
2207,7,170,100
2208,7,168.57,345
2209,7,166.54,133
2210,7,165,23
2211,7,164.48,186
2212,7,163.45,177
2213,7,163.4,0.8
2214,7,163.39,223
2215,7,160.65,0.7
2216,7,160.31,1.5
2217,7,160,130.6
2218,7,159.6,89.1
2219,7,159.1,0.8
2220,7,159,211
2221,7,158.18,202
2222,7,157.55,0.8
2223,7,157.4,1.5
2224,7,155.65,11.9
2225,7,155,50
2226,7,150.69,1.4
2227,7,150.4,42.8
2228,7,150,47.5
2229,7,149.75,0.1
2230,7,149,0.1
2231,7,148.62,0.1
2232,7,147.9,1.3
2233,7,145.3,1.4
2234,7,145.1,369
2235,7,145,64
2236,7,144.98,29
2237,7,144.93,47
2238,7,144,27
2239,7,143.58,109.2
2240,7,142.37,35.7
2241,7,141.95,3.3
2242,7,141.87,60
2243,7,141.72,40.1
2244,7,140,152
2245,7,139,20
2246,7,138.79,30
2247,7,138.71,50
2248,7,138.1,63
2249,7,136.5,19.3
2250,7,136.36,5.6
2251,7,135.21,18.8
2252,7,135,84
2253,7,134.75,85
2254,7,134.22,40
2255,7,133.85,390
2256,7,133.25,66
2257,7,133.06,60
2258,7,132.49,102
2259,7,132.28,11.6
2260,7,132.08,15
2261,7,131.09,400
2262,7,130.37,99.5
2263,7,130.3,1
2264,7,130.22,59.6
2265,7,130.21,100
2266,7,130.1,4
2267,7,130,179.6
2268,7,128.78,5.1
2269,7,128.22,40
2270,7,128,30
2271,7,127.99,97
2272,7,127.37,99.5
2273,7,127.17,720
2274,7,126.36,10.2
2275,7,126.22,21
2276,7,126.13,99.2
2277,7,125,99
2278,7,124.99,97
2279,7,124.5,25
2280,7,124.37,99.5
2281,7,123.78,51.9
2282,7,123.13,99.2
2283,7,123.12,20
2284,7,123.11,0.4
2285,7,121.99,97
2286,7,121.97,4.1
2287,7,121.72,27
2288,7,121.37,99.5
2289,7,120.63,99.3
2290,7,120,174.6
2291,7,119.72,422.5
2292,7,118.99,100.2
2293,7,118.13,99.3
2294,7,116,173
2295,7,115.22,20
2296,7,113.33,14.6
2297,7,112.59,1.6
2298,7,112,78
2299,7,111.9,7.6
2300,7,111.1,483
2301,7,111,110.5
2302,7,110,66.5
2303,7,109.03,201
2304,7,108.71,115
2305,7,108,26.9
2306,7,107.13,9.2
2307,7,106.66,249.2
2308,7,106.65,9.1
2309,7,105.7,180
2310,7,105.46,10
2311,7,104.75,146
2312,7,103.7,221
2313,7,103.09,168
2314,7,100.32,0.8
2315,7,100.08,25.9
2316,7,100,397.7
2317,7,99.77,210
2318,7,99.55,212
2319,7,99.07,1
2320,7,98.99,2.8
2321,7,98.87,5
2322,7,98.82,2.2
2323,7,98.48,176
2324,7,98.04,176.8
2325,7,97.43,176.2
2326,7,97.34,165
2327,7,95.32,0.1
2328,7,95,4.5
2329,7,93.89,2.3
2330,7,92.67,2.4
2331,7,90.32,3.7
2332,7,89.02,11.9
2333,7,88.9,3.1
2334,7,88.49,7
2335,7,87.5,6.2
2336,7,86.5,99.8
2337,7,86.09,2.5
2338,7,85.95,4.2
2339,7,85.92,3.2
2340,7,85.75,6.5
2341,7,84.18,1.7
2342,7,80.34,0.9
2343,7,80.31,8
2344,7,79.38,14
2345,7,79.25,8.8
2346,7,79.01,6.9
2347,7,75,475
2348,7,72.94,0.5
2349,7,70,82
2350,7,66.23,0.5
2351,7,59.52,3.5
2352,7,54.15,0.6
2353,7,54.09,1.1
2354,7,53.04,29
2355,7,52.75,5.8
2356,7,52.73,2.7
2357,7,51.66,0.9
2358,7,50.21,182
2359,7,50,34.6
2360,7,46.31,1
2361,7,46.23,50
2362,7,46.22,1.9
2363,7,44.9,0.2
2364,7,44.84,0.9
2365,7,42.25,6
2366,7,39.57,26.5
2367,7,39.52,1
2368,7,37.48,10.6
2369,7,37.05,4
2370,7,33.14,26.8
2371,7,33.05,0.3
2372,7,33.04,68.9
2373,7,33.01,0.1
2374,7,32.95,5.2
2375,7,31.5,28.9
2376,7,31,19.2
2377,7,30,93
2378,7,29.13,1.1
2379,7,26.38,4.3
2380,7,20,32
2381,7,19.89,0.3
2382,7,19.85,2.5
2383,7,15,29.8
2384,7,13.2,0.3
2385,7,13.03,20.2
2386,7,10,22.6
2387,7,6,0.2
2388,7,5,338.3
2389,7,3,66
2390,7,1,990
2391,7,0.2,65.6
2392,7,0.1,8.6
2393,7,0.01,159.4
2394,7,0,11270.5
2395,7,-0.01,235.5
2396,7,-0.99,0.8
2397,7,-1,269.6
2398,7,-2,39.4
2399,7,-5,45.4
2400,7,-5.5,579.7
2401,7,-6.59,1
2402,7,-6.61,2.6
2403,7,-10,91.5
2404,7,-50,100
2405,7,-500,1789.4
2406,7,4000,-18851.6
2407,7,3999,-3.9
2408,7,3950,-15.2
2409,7,3500,-0.1
2410,7,3000,-2938.1
2411,7,2000,-8
2412,7,1100,-1330.9
2413,7,1000,-212.5
2414,7,999,-11.8
2415,7,900,-395.9
2416,7,853,-113.2
2417,7,802,-50
2418,7,800,-1861
2419,7,791,-47
2420,7,777,-3.2
2421,7,700,-117.1
2422,7,650,-45.4
2423,7,600,-0.1
2424,7,501,-88.9
2425,7,500.13,-0.5
2426,7,500,-882.8
2427,7,400,-334.1
2428,7,375,-451.2
2429,7,359.18,-0.2
2430,7,350,-574.7
2431,7,334.76,-158.4
2432,7,325.86,-3.3
2433,7,320,-446.2
2434,7,300,-584.5
2435,7,295.46,-5.2
2436,7,288.5,-337.2
2437,7,288,-2.4
2438,7,280,-1.2
2439,7,275,-0.2
2440,7,250,-51.4
2441,7,238,-24.8
2442,7,228.5,-4.8
2443,7,228.4,-0.4
2444,7,225.86,-0.3
2445,7,221.85,-4.2
2446,7,215.46,-10.9
2447,7,209,-3.3
2448,7,200.02,-20
2449,7,200.01,-99
2450,7,200,-3.2
2451,7,195.46,-5.2
2452,7,190,-14.9
2453,7,186.5,-50.6
2454,7,179.5,-35.1
2455,7,163,-50
2456,7,159.6,-98.7
2457,7,156.5,-18.1
2458,7,155.65,-41.9
2459,7,138.79,-18.7
2460,7,137,-99
2461,7,136.4,-25
2462,7,135,-2.5
