id,scalable_order_id,t,p,q
1218,268,7,512,149
1219,268,23,3876,254
1220,268,17,869,212
1221,269,14,2186,-258
1222,269,12,1401,-108
1223,269,21,97,-248
1224,270,21,2638,226
1225,270,8,-141,164
1226,270,16,1330,96
1227,271,2,1602,130
1228,271,16,2364,287
1229,271,1,661,36
1230,271,1,1412,286
1231,271,6,2897,146
1232,272,18,687,-236
1233,272,3,3154,-231
1234,272,14,-188,-290
1235,272,24,-189,-133
1236,272,11,3318,-172
1237,272,5,2834,-128
1238,273,13,-25,-187
1239,273,17,-237,-259
1240,273,6,-39,-258
1241,273,10,2675,-284
1242,274,4,911,-157
1243,274,9,597,-118
1244,274,2,1054,-35
1245,274,22,2971,-174
1246,274,22,2905,-215
1247,275,20,1889,117
1248,275,24,2636,185
1249,275,22,1704,171
1250,275,4,568,174
1251,275,5,1502,279
1252,276,1,2466,41
1253,276,19,-45,287
1254,276,21,2370,36
1255,277,13,1351,283
1256,277,16,2363,222
1257,277,15,1962,16
1258,277,10,3985,74
1259,277,4,1336,58
1260,277,24,1986,208
1261,278,4,1648,72
1262,278,16,1370,238
1263,278,19,3631,60
1264,278,8,2864,111
1265,278,5,-84,141
1266,278,17,3947,202
1267,279,23,1348,73
1268,279,17,3454,272
1269,279,4,3387,199
1270,279,8,2008,49
1271,279,6,249,270
1272,279,2,1383,207
1273,280,21,2940,-234
1274,280,4,3768,-27
1275,280,24,694,-85
1276,280,10,1438,-238
1277,280,16,3665,-217
1278,281,18,939,-159
1279,281,2,2968,-187
1280,281,9,-314,-70
1281,281,6,2119,-273
1282,282,13,375,-272
1283,282,19,2892,-224
1284,282,22,1485,-280
1285,282,1,3402,-101
1286,282,4,3988,-288
1287,283,12,2356,-50
1288,283,18,2717,-60
1289,283,5,3335,-239
1290,283,2,2773,-146
1291,283,8,1564,-52
1292,283,12,727,-184
1293,284,5,1232,-238
1294,284,16,3229,-275
1295,284,4,318,-247
1296,284,22,3179,-33
1297,285,16,2704,-104
1298,285,13,1175,-81
1299,285,18,2587,-183
1300,286,6,2062,-67
1301,286,2,340,-34
1302,286,2,110,-19
1303,286,7,2810,-71
1304,287,7,2882,103
1305,287,15,1972,276
1306,287,1,2796,67
1307,288,18,3205,-75
1308,288,6,2839,-146
1309,288,16,-474,-88
1310,288,14,643,-271
1311,289,3,2666,255
1312,289,8,3355,110
1313,289,23,1475,290
1314,289,19,3331,286
1315,289,19,1794,211
1316,290,14,3007,261
1317,290,10,3429,80
1318,290,8,144,190
1319,290,9,1886,258
1320,290,23,-27,32
1321,291,13,3161,111
1322,291,7,2678,122
1323,291,13,3661,54
1324,291,19,1165,258
1325,292,4,743,-190
1326,292,6,1590,-114
1327,292,1,3545,-255
1328,292,11,1260,-116
1329,292,20,-91,-182
1330,292,19,3458,-284
1331,293,7,1097,175
1332,293,14,2047,194
1333,293,17,166,21
1334,293,16,2787,259
1335,294,15,3865,287
1336,294,8,-292,220
1337,294,19,764,286
1338,295,20,3297,100
1339,295,1,539,21
1340,295,5,2689,68
1341,296,19,3697,281
1342,296,21,272,286
1343,296,2,-412,69
1344,296,11,2859,126
1345,296,5,582,151
1346,296,3,2965,27
1347,297,12,3371,-247
1348,297,2,1980,-106
1349,297,9,1342,-60
1350,298,3,3981,112
1351,298,23,760,242
1352,298,12,3193,254
1353,298,1,3865,289
1354,299,10,3411,99
1355,299,10,2373,52
1356,299,16,1062,255
1357,300,5,3943,-133
1358,300,11,3795,-160
1359,300,23,1740,-279
1360,300,10,1439,-31
1361,300,9,306,-209
1362,301,13,1352,-127
1363,301,12,1441,-64
1364,301,24,2523,-170
1365,301,22,2613,-48
1366,301,19,2839,-246
1367,301,20,214,-282
1368,302,4,1083,-81
1369,302,9,960,-289
1370,302,2,2272,-269
1371,302,18,3036,-173
1372,303,22,1367,125
1373,303,10,1732,185
1374,303,20,3656,23
1375,303,1,722,47
1376,303,19,646,249
1377,304,2,1970,43
1378,304,7,1,40
1379,304,11,648,86
1380,305,4,2090,38
1381,305,4,185,56
1382,305,23,903,208
1383,305,20,1740,173
1384,305,7,-71,227
1385,306,12,1837,293
1386,306,16,-227,254
1387,306,1,825,147
1388,306,1,3966,278
1389,307,21,2611,-163
1390,307,24,-417,-278
1391,307,1,184,-216
1392,307,18,689,-166
1393,307,18,624,-135
1394,307,4,1430,-203
1395,308,24,1372,-130
1396,308,9,2187,-155
1397,308,17,777,-79
1398,308,8,-480,-242
1399,308,13,2404,-210
1400,309,3,2479,243
1401,309,19,3751,134
1402,309,7,2846,127
1403,310,19,1063,-230
1404,310,20,2799,-148
1405,310,5,-311,-131
1406,311,12,3871,70
1407,311,9,1360,169
1408,311,15,450,267
1409,311,21,2164,76
1410,312,22,3802,54
1411,312,12,1285,86
1412,312,19,475,259
1413,312,19,2626,171
1414,312,6,3169,237
1415,312,16,404,48
1416,313,11,2519,43
1417,313,15,664,61
1418,313,12,877,91
1419,313,13,-320,179
1420,313,9,2848,73
1421,314,24,2581,-108
1422,314,24,3140,-279
1423,314,21,126,-222
1424,314,17,3179,-120
1425,315,19,1042,-91
1426,315,17,-188,-237
1427,315,10,1901,-237
1428,315,2,-261,-159
1429,316,23,3787,193
1430,316,17,59,102
1431,316,13,2335,212
1432,316,10,1869,40
1433,316,23,2940,61
1434,316,11,2853,177
1435,317,9,1661,-83
1436,317,21,712,-286
1437,317,19,2289,-148
1438,317,5,3899,-198
1439,318,21,2109,-210
1440,318,7,3059,-137
1441,318,2,2876,-234
1442,319,11,3684,294
1443,319,18,-399,282
1444,319,8,3732,136
1445,319,23,3964,174
1446,319,7,2332,254
1447,319,20,3301,262
1448,320,6,1640,-148
1449,320,15,3344,-279
1450,320,24,3622,-283
1451,321,2,900,116
1452,321,14,316,79
1453,321,6,2075,110
1454,322,4,409,-276
1455,322,20,2976,-67
1456,322,16,271,-218
1457,322,2,1043,-244
1458,323,1,3932,-251
1459,323,10,2403,-57
1460,323,16,-339,-215
1461,323,17,160,-206
1462,323,11,2506,-280
1463,323,23,2012,-133
1464,324,17,1001,25
1465,324,3,2433,220
1466,324,2,18,86
1467,324,3,-115,254
1468,325,3,3187,213
1469,325,3,3268,15
1470,325,24,1513,149
1471,325,24,260,279
1472,325,18,1986,156
1473,326,2,3691,73
1474,326,1,3974,283
1475,326,8,3702,170
1476,326,19,865,133
1477,327,17,3123,45
1478,327,21,3100,268
1479,327,12,2392,153
1480,328,10,2486,-27
1481,328,13,-146,-113
1482,328,6,1794,-79
1483,329,15,2177,94
1484,329,19,3343,264
1485,329,22,3573,74
1486,329,13,2532,104
1487,329,19,1885,153
1488,330,7,1464,-180
1489,330,15,2238,-271
1490,330,16,-366,-47
1491,331,15,121,210
1492,331,15,954,104
1493,331,21,756,219
1494,331,15,1158,245
1495,331,14,2373,190
1496,331,23,2510,195
1497,332,3,12,258
1498,332,7,1136,283
1499,332,3,802,168
1500,332,14,199,270
1501,333,2,-107,30
1502,333,20,-427,274
1503,333,4,-137,152
1504,333,14,981,135
1505,333,18,785,14
1506,334,5,232,-85
1507,334,13,2216,-106
1508,334,1,1866,-259
1509,334,14,3012,-22
1510,335,16,1729,215
1511,335,9,996,79
1512,335,20,724,216
1513,336,20,2003,-100
1514,336,17,1039,-60
1515,336,20,990,-126
1516,337,13,119,150
1517,337,22,1546,36
1518,337,22,3414,61
1519,337,22,3411,300
1520,337,4,3968,292
1521,337,5,2632,120
1522,338,14,3785,-108
1523,338,9,-391,-58
1524,338,11,988,-45
1525,339,19,1060,152
1526,339,14,196,269
1527,339,24,-419,96
1528,339,18,1379,260
1529,339,21,1629,76
1530,339,13,-233,172
1531,340,8,2190,-40
1532,340,5,1887,-35
1533,340,7,1972,-204
1534,341,11,3726,-15
1535,341,12,1180,-120
1536,341,14,3597,-42
1537,341,23,-333,-193
1538,342,17,3839,16
1539,342,8,157,168
1540,342,9,3677,193
1541,342,12,2734,204
1542,343,22,972,202
1543,343,22,2673,247
1544,343,10,2247,213
1545,343,19,515,138
1546,343,5,-480,215
1547,343,4,1098,113
1548,344,12,3814,-239
1549,344,9,121,-88
1550,344,23,2903,-48
1551,345,19,2437,-280
1552,345,6,2784,-28
1553,345,21,1613,-60
1554,345,19,3613,-298
1555,345,10,-3,-195
1556,346,5,3934,-261
1557,346,15,3570,-60
1558,346,8,737,-163
1559,347,6,1554,49
1560,347,3,1471,255
1561,347,4,2444,271
1562,347,22,3412,259
1563,347,1,1793,218
1564,348,3,2372,89
1565,348,15,3267,286
1566,348,23,-470,41
1567,348,1,673,129
1568,349,6,-74,13
1569,349,5,1185,214
1570,349,21,2570,161
1571,349,1,-259,287
1572,349,20,2433,206
1573,350,10,3657,-44
1574,350,7,3968,-147
1575,350,19,2923,-208
1576,351,7,3210,-259
1577,351,7,414,-104
1578,351,6,1005,-17
1579,351,5,2599,-278
1580,351,1,3594,-120
1581,351,23,-113,-47
1582,352,6,1435,166
1583,352,7,3967,219
1584,352,8,2449,63
1585,352,15,334,31
1586,353,15,-235,-176
1587,353,18,613,-41
1588,353,20,2246,-257
1589,353,23,3377,-159
1590,353,24,1337,-194
1591,354,3,3774,-253
1592,354,20,2888,-235
1593,354,24,2758,-92
1594,355,7,2820,203
1595,355,2,-477,283
1596,355,16,3809,58
1597,355,13,3992,81
1598,355,18,813,144
1599,355,20,731,28
1600,356,23,2070,-21
1601,356,24,880,-67
1602,356,22,121,-142
1603,356,24,-79,-223
1604,357,5,2124,198
1605,357,9,1041,57
1606,357,12,3474,138
1607,357,3,1834,213
1608,358,2,2541,270
1609,358,21,-155,85
1610,358,14,3436,49
1611,359,7,2159,114
1612,359,20,1826,280
1613,359,24,949,30
1614,359,5,-311,135
1615,359,13,3813,271
1616,360,10,1347,153
1617,360,20,3501,74
1618,360,6,159,210
1619,361,7,-52,-29
1620,361,8,1675,-216
1621,361,8,2009,-86
1622,361,12,137,-203
1623,361,5,1480,-38
1624,362,15,680,168
1625,362,8,714,202
1626,362,1,1427,185
1627,363,22,1267,55
1628,363,2,1231,209
1629,363,16,78,142
1630,363,24,2062,96
1631,363,16,984,165
1632,363,10,248,102
1633,364,17,1134,-131
1634,364,20,785,-55
1635,364,18,2632,-46
1636,365,17,2673,121
1637,365,16,-83,84
1638,365,15,3708,98
1639,365,8,2559,120
1640,365,22,2854,268
1641,366,21,3175,246
1642,366,16,2227,248
1643,366,8,3611,260
1644,366,1,905,132
1645,367,21,2694,64
1646,367,12,3274,220
1647,367,8,3263,28
1648,367,13,2852,273
1649,367,4,-438,252
1650,368,8,726,202
1651,368,4,3880,79
1652,368,11,946,137
1653,368,13,3096,197
1654,368,21,2278,79
1655,369,19,89,109
1656,369,23,1203,27
1657,369,24,3732,52
1658,369,6,2145,99
1659,370,11,2435,263
1660,370,14,402,173
1661,370,8,2053,245
1662,371,1,542,-146
1663,371,14,2441,-255
1664,371,9,-216,-173
1665,371,2,-411,-151
1666,371,23,3368,-273
1667,371,10,-114,-25
1668,372,19,2895,-213
1669,372,19,2578,-298
1670,372,1,2413,-288
1671,372,14,1854,-155
1672,372,4,2529,-144
1673,373,24,1008,108
1674,373,10,3446,224
1675,373,8,821,21
1676,374,13,1242,-291
1677,374,17,2612,-197
1678,374,18,1768,-18
1679,374,1,252,-37
1680,374,6,1886,-150
1681,374,14,524,-127
1682,375,22,948,265
1683,375,14,3262,278
1684,375,24,3516,286
1685,375,16,3973,190
1686,376,16,3999,82
1687,376,10,3429,259
1688,376,16,2361,11
1689,377,18,755,-68
1690,377,6,1259,-281
1691,377,20,3781,-281
1692,378,17,101,258
1693,378,19,1729,130
1694,378,20,2478,263
1695,378,13,296,21
1696,378,12,3244,279
1697,379,18,3539,-225
1698,379,6,475,-65
1699,379,19,1326,-264
1700,379,19,124,-26
1701,380,14,2242,105
1702,380,5,908,212
1703,380,11,1222,186
1704,380,7,1262,176
1705,380,1,3355,16
1706,381,13,2409,-171
1707,381,1,1038,-72
1708,381,16,3986,-96
1709,381,18,798,-57
1710,382,15,196,-120
1711,382,23,2693,-136
1712,382,5,-102,-62
1713,383,17,1444,-108
1714,383,5,1151,-25
1715,383,8,2142,-174
1716,383,6,866,-117
1717,383,3,3623,-245
1718,383,4,3768,-138
1719,384,17,3048,64
1720,384,8,3775,187
1721,384,11,2774,285
1722,384,15,-488,70
1723,384,9,3934,232
1724,385,18,1432,219
1725,385,24,1421,28
1726,385,5,3148,138
1727,385,12,1118,11
1728,386,10,-152,-93
1729,386,9,1041,-197
1730,386,14,252,-50
1731,386,21,568,-116
1732,386,21,2328,-284
1733,386,18,12,-257
1734,387,24,1534,-138
1735,387,23,2383,-88
1736,387,15,2445,-287
1737,388,13,3887,152
1738,388,14,3398,261
1739,388,6,3792,273
1740,388,4,3975,194
1741,389,14,529,15
1742,389,23,1137,262
1743,389,17,-236,228
1744,389,20,1503,100
1745,389,3,560,42
1746,390,8,1245,248
1747,390,4,1303,53
1748,390,9,1536,176
1749,390,21,1381,274
1750,390,8,1160,140
1751,390,19,1060,278
1752,391,2,160,-229
1753,391,23,1319,-243
1754,391,1,940,-79
1755,392,2,1330,-82
1756,392,21,2152,-210
1757,392,1,552,-190
1758,393,3,3181,132
1759,393,13,3429,171
1760,393,9,984,264
1761,393,21,1907,278
1762,394,4,100,248
1763,394,14,2158,58
1764,394,7,3808,208
1765,394,21,-125,50
1766,394,14,3655,127
1767,394,22,2816,296
1768,395,12,301,233
1769,395,10,96,281
1770,395,21,3122,21
1771,395,21,3808,31
1772,396,23,-28,52
1773,396,22,1429,263
1774,396,16,3739,248
1775,397,6,1820,-90
1776,397,17,1824,-292
1777,397,23,-421,-99
1778,398,15,668,-162
1779,398,5,3766,-16
1780,398,18,363,-295
1781,398,10,1863,-254
1782,398,14,125,-233
1783,398,22,3384,-138
1784,399,23,-357,253
1785,399,16,1594,216
1786,399,14,1185,123
1787,399,3,2141,59
1788,399,22,153,161
1789,400,11,3453,-229
1790,400,24,463,-58
1791,400,9,3912,-152
1792,401,11,625,-288
1793,401,7,199,-261
1794,401,9,1709,-11
1795,401,14,-447,-36
1796,401,2,1342,-255
1797,402,16,1896,-112
1798,402,5,1537,-175
1799,402,16,2831,-228
1800,402,19,237,-156
1801,402,7,44,-177
1802,403,17,3728,-67
1803,403,13,1462,-95
1804,403,15,2529,-77
1805,403,17,3509,-39
1806,404,23,554,-225
1807,404,7,1668,-258
1808,404,5,1036,-228
1809,404,17,1591,-26
1810,404,1,1826,-231
1811,405,11,860,26
1812,405,6,1448,232
1813,405,13,2512,15
1814,406,24,-312,-235
1815,406,16,1029,-36
1816,406,11,812,-124
1817,407,21,2578,-25
1818,407,13,2974,-275
1819,407,13,1876,-216
1820,407,23,3116,-45
1821,408,23,1887,-246
1822,408,9,2025,-133
1823,408,18,1534,-148
1824,409,3,2285,-30
1825,409,5,233,-260
1826,409,24,1132,-186
1827,409,16,1119,-102
1828,410,21,1220,-131
1829,410,12,940,-285
1830,410,22,519,-134
1831,410,11,662,-290
