id,t,p,q
b10t1l2,1,20.85,-4.7905
b10t1l3,1,18.76,-4.7905
b10t2l1,2,22.94,-65.31524999999999
b10t2l2,2,20.85,-4.504499999999999
b10t2l3,2,18.76,-4.504499999999999
b10t3l1,3,22.94,-62.205
b10t3l2,3,20.85,-4.289999999999999
b10t3l3,3,18.76,-4.289999999999999
b10t4l1,4,22.94,-61.16824999999999
b10t4l2,4,20.85,-4.2185
b10t4l3,4,18.76,-4.2185
b10t5l1,5,22.94,-61.16824999999999
b10t5l2,5,20.85,-4.2185
b10t5l3,5,18.76,-4.2185
b10t6l1,6,22.94,-62.205
b10t6l2,6,20.85,-4.289999999999999
b10t6l3,6,18.76,-4.289999999999999
b10t7l1,7,22.94,-76.7195
b10t7l2,7,20.85,-5.2909999999999995
b10t7l3,7,18.76,-5.2909999999999995
b10t8l1,8,22.94,-89.1605
b10t8l2,8,20.85,-6.149
b10t8l3,8,18.76,-6.149
b10t9l1,9,22.94,-98.49125
b10t9l2,9,20.85,-6.7924999999999995
b10t9l3,9,18.76,-6.7924999999999995
b10t10l1,10,22.94,-99.52799999999999
b10t10l2,10,20.85,-6.864
b10t10l3,10,18.76,-6.864
b10t11l1,11,22.94,-99.52799999999999
b10t11l2,11,20.85,-6.864
b10t11l3,11,18.76,-6.864
b10t12l1,12,22.94,-98.49125
b10t12l2,12,20.85,-6.7924999999999995
b10t12l3,12,18.76,-6.7924999999999995
b10t13l1,13,22.94,-98.49125
b10t13l2,13,20.85,-6.7924999999999995
b10t13l3,13,18.76,-6.7924999999999995
b10t14l1,14,22.94,-98.49125
b10t14l2,14,20.85,-6.7924999999999995
b10t14l3,14,18.76,-6.7924999999999995
b10t15l1,15,22.94,-96.41775000000001
b10t15l2,15,20.85,-6.649500000000001
b10t15l3,15,18.76,-6.649500000000001
b10t16l1,16,22.94,-97.4545
b10t16l2,16,20.85,-6.721
b10t16l3,16,18.76,-6.721
b10t17l1,17,22.94,-102.63825
b10t17l2,17,20.85,-7.078499999999999
b10t17l3,17,18.76,-7.078499999999999
b10t18l1,18,22.94,-103.675
b10t18l2,18,20.85,-7.1499999999999995
b10t18l3,18,18.76,-7.1499999999999995
b10t19l1,19,22.94,-103.675
b10t19l2,19,20.85,-7.1499999999999995
b10t19l3,19,18.76,-7.1499999999999995
b10t20l1,20,22.94,-99.52799999999999
b10t20l2,20,20.85,-6.864
b10t20l3,20,18.76,-6.864
b10t21l1,21,22.94,-94.34425
b10t21l2,21,20.85,-6.5065
b10t21l3,21,18.76,-6.5065
b10t22l1,22,22.94,-86.05025
b10t22l2,22,20.85,-5.9345
b10t22l3,22,18.76,-5.9345
b10t23l1,23,22.94,-75.68275
b10t23l2,23,20.85,-5.2195
b10t23l3,23,18.76,-5.2195
b10t24l1,24,22.94,-65.31524999999999
b10t24l2,24,20.85,-4.504499999999999
b10t24l3,24,18.76,-4.504499999999999
b11t1l1,1,22.42,-94.39876778234782
b11t1l2,1,20.38,-6.507464435304327
b11t1l3,1,18.34,-6.507464435304327
b11t2l1,2,22.42,-88.7630204520584
b11t2l2,2,20.38,-6.118959095883174
b11t2l3,2,18.34,-6.118959095883174
b11t3l1,3,22.42,-84.53620995434133
b11t3l2,3,20.38,-5.827580091317309
b11t3l3,3,18.34,-5.827580091317309
b11t4l1,4,22.42,-83.12727312176897
b11t4l2,4,20.38,-5.730453756462019
b11t4l3,4,18.34,-5.730453756462019
b11t5l1,5,22.42,-83.12727312176897
b11t5l2,5,20.38,-5.730453756462019
b11t5l3,5,18.34,-5.730453756462019
b11t6l1,6,22.42,-84.53620995434133
b11t6l2,6,20.38,-5.827580091317309
b11t6l3,6,18.34,-5.827580091317309
b11t7l1,7,22.42,-104.2613256103543
b11t7l2,7,20.38,-7.187348779291347
b11t7l3,7,18.34,-7.187348779291347
b11t8l1,8,22.42,-121.16856760122256
b11t8l2,8,20.38,-8.352864797554808
b11t8l3,8,18.34,-8.352864797554808
b11t9l1,9,22.42,-133.84899909437377
b11t9l2,9,20.38,-9.227001811252405
b11t9l3,9,18.34,-9.227001811252405
b11t10l1,10,22.42,-135.25793592694612
b11t10l2,10,20.38,-9.324128146107693
b11t10l3,10,18.34,-9.324128146107693
b11t11l1,11,22.42,-135.25793592694612
b11t11l2,11,20.38,-9.324128146107693
b11t11l3,11,18.34,-9.324128146107693
b11t12l1,12,22.42,-133.84899909437377
b11t12l2,12,20.38,-9.227001811252405
b11t12l3,12,18.34,-9.227001811252405
b11t13l1,13,22.42,-133.84899909437377
b11t13l2,13,20.38,-9.227001811252405
b11t13l3,13,18.34,-9.227001811252405
b11t14l1,14,22.42,-133.84899909437377
b11t14l2,14,20.38,-9.227001811252405
b11t14l3,14,18.34,-9.227001811252405
b11t15l1,15,22.42,-131.03112542922906
b11t15l2,15,20.38,-9.032749141541828
b11t15l3,15,18.34,-9.032749141541828
b11t16l1,16,22.42,-132.44006226180142
b11t16l2,16,20.38,-9.129875476397116
b11t16l3,16,18.34,-9.129875476397116
b11t17l1,17,22.42,-139.48474642466317
b11t17l2,17,20.38,-9.615507150673558
b11t17l3,17,18.34,-9.615507150673558
b11t18l1,18,22.42,-140.89368325723555
b11t18l2,18,20.38,-9.712633485528848
b11t18l3,18,18.34,-9.712633485528848
b11t19l1,19,22.42,-140.89368325723555
b11t19l2,19,20.38,-9.712633485528848
b11t19l3,19,18.34,-9.712633485528848
b11t20l1,20,22.42,-135.25793592694612
b11t20l2,20,20.38,-9.324128146107693
b11t20l3,20,18.34,-9.324128146107693
b11t21l1,21,22.42,-128.21325176408433
b11t21l2,21,20.38,-8.83849647183125
b11t21l3,21,18.34,-8.83849647183125
b11t22l1,22,22.42,-116.9417571035055
b11t22l2,22,20.38,-8.061485792988943
b11t22l3,22,18.34,-8.061485792988943
b11t23l1,23,22.42,-102.85238877778194
b11t23l2,23,20.38,-7.0902224444360575
b11t23l3,23,18.34,-7.0902224444360575
b11t24l1,24,22.42,-88.7630204520584
b11t24l2,24,20.38,-6.118959095883174
b11t24l3,24,18.34,-6.118959095883174
b12t1l1,1,22.45,-69.10670889925518
b12t1l2,1,20.41,-4.764582201489653
b12t1l3,1,18.36,-4.764582201489653
b12t2l1,2,22.45,-64.980935233628
b12t2l2,2,20.41,-4.480129532744002
b12t2l3,2,18.36,-4.480129532744002
b12t3l1,3,22.45,-61.88660498440762
b12t3l2,3,20.41,-4.2667900311847635
b12t3l3,3,18.36,-4.2667900311847635
b12t4l1,4,22.45,-60.855161568000824
b12t4l2,4,20.41,-4.195676863998351
b12t4l3,4,18.36,-4.195676863998351
b12t5l1,5,22.45,-60.855161568000824
b12t5l2,5,20.41,-4.195676863998351
b12t5l3,5,18.36,-4.195676863998351
b12t6l1,6,22.45,-61.88660498440762
b12t6l2,6,20.41,-4.2667900311847635
b12t6l3,6,18.36,-4.2667900311847635
b12t7l1,7,22.45,-76.32681281410272
b12t7l2,7,20.41,-5.262374371794541
b12t7l3,7,18.36,-5.262374371794541
b12t8l1,8,22.45,-88.70413381098426
b12t8l2,8,20.41,-6.1157323780314945
b12t8l3,8,18.36,-6.1157323780314945
b12t9l1,9,22.45,-97.98712455864539
b12t9l2,9,20.41,-6.755750882709209
b12t9l3,9,18.36,-6.755750882709209
b12t10l1,10,22.45,-99.01856797505219
b12t10l2,10,20.41,-6.8268640498956215
b12t10l3,10,18.36,-6.8268640498956215
b12t11l1,11,22.45,-99.01856797505219
b12t11l2,11,20.41,-6.8268640498956215
b12t11l3,11,18.36,-6.8268640498956215
b12t12l1,12,22.45,-97.98712455864539
b12t12l2,12,20.41,-6.755750882709209
b12t12l3,12,18.36,-6.755750882709209
b12t13l1,13,22.45,-97.98712455864539
b12t13l2,13,20.41,-6.755750882709209
b12t13l3,13,18.36,-6.755750882709209
b12t14l1,14,22.45,-97.98712455864539
b12t14l2,14,20.41,-6.755750882709209
b12t14l3,14,18.36,-6.755750882709209
b12t15l1,15,22.45,-95.92423772583182
b12t15l2,15,20.41,-6.613524548336384
b12t15l3,15,18.36,-6.613524548336384
b12t16l1,16,22.45,-96.9556811422386
b12t16l2,16,20.41,-6.684637715522796
b12t16l3,16,18.36,-6.684637715522796
b12t17l1,17,22.45,-102.11289822427257
b12t17l2,17,20.41,-7.0402035514548595
b12t17l3,17,18.36,-7.0402035514548595
b12t18l1,18,22.45,-103.14434164067937
b12t18l2,18,20.41,-7.111316718641272
b12t18l3,18,18.36,-7.111316718641272
b12t19l1,19,22.45,-103.14434164067937
b12t19l2,19,20.41,-7.111316718641272
b12t19l3,19,18.36,-7.111316718641272
b12t20l1,20,22.45,-99.01856797505219
b12t20l2,20,20.41,-6.8268640498956215
b12t20l3,20,18.36,-6.8268640498956215
b12t21l1,21,22.45,-93.86135089301823
b12t21l2,21,20.41,-6.471298213963559
b12t21l3,21,18.36,-6.471298213963559
b12t22l1,22,22.45,-85.60980356176387
b12t22l2,22,20.41,-5.9023928764722555
b12t22l3,22,18.36,-5.9023928764722555
b12t23l1,23,22.45,-75.29536939769594
b12t23l2,23,20.41,-5.1912612046081295
b12t23l3,23,18.36,-5.1912612046081295
b12t24l1,24,22.45,-64.980935233628
b12t24l2,24,20.41,-4.480129532744002
b12t24l3,24,18.36,-4.480129532744002
b13t1l1,1,21.69,-112.92135890601095
b13t1l2,1,19.72,-7.786282187978108
b13t1l3,1,17.74,-7.786282187978108
b13t2l1,2,21.69,-106.17978523998043
b13t2l2,2,19.72,-7.321429520039115
b13t2l3,2,17.74,-7.321429520039115
b13t3l1,3,21.69,-101.12360499045757
b13t3l2,3,19.72,-6.972790019084871
b13t3l3,3,17.74,-6.972790019084871
b13t4l1,4,21.69,-99.43821157394993
b13t4l2,4,19.72,-6.856576852100123
b13t4l3,4,17.74,-6.856576852100123
b13t5l1,5,21.69,-99.43821157394993
b13t5l2,5,19.72,-6.856576852100123
b13t5l3,5,17.74,-6.856576852100123
b13t6l1,6,21.69,-101.12360499045757
b13t6l2,6,19.72,-6.972790019084871
b13t6l3,6,17.74,-6.972790019084871
b13t7l1,7,21.69,-124.71911282156432
b13t7l2,7,19.72,-8.599774356871341
b13t7l3,7,17.74,-8.599774356871341
b13t8l1,8,21.69,-144.94383381965585
b13t8l2,8,19.72,-9.994332360688317
b13t8l3,8,17.74,-9.994332360688317
b13t9l1,9,21.69,-160.11237456822445
b13t9l2,9,19.72,-11.040250863551046
b13t9l3,9,17.74,-11.040250863551046
b13t10l1,10,21.69,-161.79776798473208
b13t10l2,10,19.72,-11.156464030535792
b13t10l3,10,17.74,-11.156464030535792
b13t11l1,11,21.69,-161.79776798473208
b13t11l2,11,19.72,-11.156464030535792
b13t11l3,11,17.74,-11.156464030535792
b13t12l1,12,21.69,-160.11237456822445
b13t12l2,12,19.72,-11.040250863551046
b13t12l3,12,17.74,-11.040250863551046
b13t13l1,13,21.69,-160.11237456822445
b13t13l2,13,19.72,-11.040250863551046
b13t13l3,13,17.74,-11.040250863551046
b13t14l1,14,21.69,-160.11237456822445
b13t14l2,14,19.72,-11.040250863551046
b13t14l3,14,17.74,-11.040250863551046
b13t15l1,15,21.69,-156.7415877352092
b13t15l2,15,19.72,-10.80782452958155
b13t15l3,15,17.74,-10.80782452958155
b13t16l1,16,21.69,-158.42698115171683
b13t16l2,16,19.72,-10.924037696566298
b13t16l3,16,17.74,-10.924037696566298
b13t17l1,17,21.69,-166.85394823425494
b13t17l2,17,19.72,-11.505103531490038
b13t17l3,17,17.74,-11.505103531490038
b13t18l1,18,21.69,-168.5393416507626
b13t18l2,18,19.72,-11.621316698474786
b13t18l3,18,17.74,-11.621316698474786
b13t19l1,19,21.69,-168.5393416507626
b13t19l2,19,19.72,-11.621316698474786
b13t19l3,19,17.74,-11.621316698474786
b13t20l1,20,21.69,-161.79776798473208
b13t20l2,20,19.72,-11.156464030535792
b13t20l3,20,17.74,-11.156464030535792
b13t21l1,21,21.69,-153.37080090219396
b13t21l2,21,19.72,-10.575398195612056
b13t21l3,21,17.74,-10.575398195612056
b13t22l1,22,21.69,-139.88765357013295
b13t22l2,22,19.72,-9.645692859734073
b13t22l3,22,17.74,-9.645692859734073
b13t23l1,23,21.69,-123.03371940505669
b13t23l2,23,19.72,-8.483561189886593
b13t23l3,23,17.74,-8.483561189886593
b13t24l1,24,21.69,-106.17978523998043
b13t24l2,24,19.72,-7.321429520039115
b13t24l3,24,17.74,-7.321429520039115
b14t1l1,1,21.74,-35.623017698230186
b14t1l2,1,19.77,-2.4539646035396467
b14t1l3,1,17.79,-2.4539646035396467
b14t2l1,2,21.74,-33.496270372962705
b14t2l2,2,19.77,-2.307459254074593
b14t2l3,2,17.79,-2.307459254074593
b14t3l1,3,21.74,-31.901209879012104
b14t3l2,3,19.77,-2.197580241975803
b14t3l3,3,17.79,-2.197580241975803
b14t4l1,4,21.74,-31.369523047695232
b14t4l2,4,19.77,-2.1609539046095394
b14t4l3,4,17.79,-2.1609539046095394
b14t5l1,5,21.74,-31.369523047695232
b14t5l2,5,19.77,-2.1609539046095394
b14t5l3,5,17.79,-2.1609539046095394
b14t6l1,6,21.74,-31.901209879012104
b14t6l2,6,19.77,-2.197580241975803
b14t6l3,6,17.79,-2.197580241975803
b14t7l1,7,21.74,-39.344825517448264
b14t7l2,7,19.77,-2.71034896510349
b14t7l3,7,17.79,-2.71034896510349
b14t8l1,8,21.74,-45.72506749325068
b14t8l2,8,19.77,-3.149865013498651
b14t8l3,8,17.79,-3.149865013498651
b14t9l1,9,21.74,-50.5102489751025
b14t9l2,9,19.77,-3.479502049795021
b14t9l3,9,17.79,-3.479502049795021
b14t10l1,10,21.74,-51.04193580641936
b14t10l2,10,19.77,-3.5161283871612845
b14t10l3,10,17.79,-3.5161283871612845
b14t11l1,11,21.74,-51.04193580641936
b14t11l2,11,19.77,-3.5161283871612845
b14t11l3,11,17.79,-3.5161283871612845
b14t12l1,12,21.74,-50.5102489751025
b14t12l2,12,19.77,-3.479502049795021
b14t12l3,12,17.79,-3.479502049795021
b14t13l1,13,21.74,-50.5102489751025
b14t13l2,13,19.77,-3.479502049795021
b14t13l3,13,17.79,-3.479502049795021
b14t14l1,14,21.74,-50.5102489751025
b14t14l2,14,19.77,-3.479502049795021
b14t14l3,14,17.79,-3.479502049795021
b14t15l1,15,21.74,-49.44687531246876
b14t15l2,15,19.77,-3.4062493750624947
b14t15l3,15,17.79,-3.4062493750624947
b14t16l1,16,21.74,-49.978562143785624
b14t16l2,16,19.77,-3.4428757124287577
b14t16l3,16,17.79,-3.4428757124287577
b14t17l1,17,21.74,-52.63699630036997
b14t17l2,17,19.77,-3.6260073992600748
b14t17l3,17,17.79,-3.6260073992600748
b14t18l1,18,21.74,-53.16868313168684
b14t18l2,18,19.77,-3.662633736626338
b14t18l3,18,17.79,-3.662633736626338
b14t19l1,19,21.74,-53.16868313168684
b14t19l2,19,19.77,-3.662633736626338
b14t19l3,19,17.79,-3.662633736626338
b14t20l1,20,21.74,-51.04193580641936
b14t20l2,20,19.77,-3.5161283871612845
b14t20l3,20,17.79,-3.5161283871612845
b14t21l1,21,21.74,-48.383501649835026
b14t21l2,21,19.77,-3.332996700329968
b14t21l3,21,17.79,-3.332996700329968
b14t22l1,22,21.74,-44.13000699930007
b14t22l2,22,19.77,-3.0399860013998605
b14t22l3,22,17.79,-3.0399860013998605
b14t23l1,23,21.74,-38.81313868613139
b14t23l2,23,19.77,-2.673722627737227
b14t23l3,23,17.79,-2.673722627737227
b14t24l1,24,21.74,-33.496270372962705
b14t24l2,24,19.77,-2.307459254074593
b14t24l3,24,17.79,-2.307459254074593
b15t1l1,1,21.24,-118.62015
b15t1l2,1,19.31,-8.1807
b15t1l3,1,17.37,-8.1807
b15t2l1,2,21.24,-111.53835
b15t2l2,2,19.31,-7.6923
b15t2l3,2,17.37,-7.6923
b15t3l1,3,21.24,-106.22699999999999
b15t3l2,3,19.31,-7.326
b15t3l3,3,17.37,-7.326
b15t4l1,4,21.24,-104.45654999999998
b15t4l2,4,19.31,-7.2039
b15t4l3,4,17.37,-7.2039
b15t5l1,5,21.24,-104.45654999999998
b15t5l2,5,19.31,-7.2039
b15t5l3,5,17.37,-7.2039
b15t6l1,6,21.24,-106.22699999999999
b15t6l2,6,19.31,-7.326
b15t6l3,6,17.37,-7.326
b15t7l1,7,21.24,-131.0133
b15t7l2,7,19.31,-9.035400000000001
b15t7l3,7,17.37,-9.035400000000001
b15t8l1,8,21.24,-152.2587
b15t8l2,8,19.31,-10.5006
b15t8l3,8,17.37,-10.5006
b15t9l1,9,21.24,-168.19275
b15t9l2,9,19.31,-11.5995
b15t9l3,9,17.37,-11.5995
b15t10l1,10,21.24,-169.9632
b15t10l2,10,19.31,-11.7216
b15t10l3,10,17.37,-11.7216
b15t11l1,11,21.24,-169.9632
b15t11l2,11,19.31,-11.7216
b15t11l3,11,17.37,-11.7216
b15t12l1,12,21.24,-168.19275
b15t12l2,12,19.31,-11.5995
b15t12l3,12,17.37,-11.5995
b15t13l1,13,21.24,-168.19275
b15t13l2,13,19.31,-11.5995
b15t13l3,13,17.37,-11.5995
b15t14l1,14,21.24,-168.19275
b15t14l2,14,19.31,-11.5995
b15t14l3,14,17.37,-11.5995
b15t15l1,15,21.24,-164.65185
b15t15l2,15,19.31,-11.355300000000002
b15t15l3,15,17.37,-11.355300000000002
b15t16l1,16,21.24,-166.42229999999998
b15t16l2,16,19.31,-11.4774
b15t16l3,16,17.37,-11.4774
b15t17l1,17,21.24,-175.27454999999998
b15t17l2,17,19.31,-12.0879
b15t17l3,17,17.37,-12.0879
b15t18l1,18,21.24,-177.045
b15t18l2,18,19.31,-12.21
b15t18l3,18,17.37,-12.21
b15t19l1,19,21.24,-177.045
b15t19l2,19,19.31,-12.21
b15t19l3,19,17.37,-12.21
b15t20l1,20,21.24,-169.9632
b15t20l2,20,19.31,-11.7216
b15t20l3,20,17.37,-11.7216
b15t21l1,21,21.24,-161.11095
b15t21l2,21,19.31,-11.1111
b15t21l3,21,17.37,-11.1111
b15t22l1,22,21.24,-146.94734999999997
b15t22l2,22,19.31,-10.1343
b15t22l3,22,17.37,-10.1343
b15t23l1,23,21.24,-129.24284999999998
b15t23l2,23,19.31,-8.9133
b15t23l3,23,17.37,-8.9133
b15t24l1,24,21.24,-111.53835
b15t24l2,24,19.31,-7.6923
b15t24l3,24,17.37,-7.6923
b16t1l1,1,21.83,-64.47656775868737
b16t1l2,1,19.85,-4.443864482625269
b16t1l3,1,17.86,-4.443864482625269
b16t2l1,2,21.83,-60.62722042981051
b16t2l2,2,19.85,-4.178559140378985
b16t2l3,2,17.86,-4.178559140378985
b16t3l1,3,21.83,-57.74020993315286
b16t3l2,3,19.85,-3.979580133694271
b16t3l3,3,17.86,-3.979580133694271
b16t4l1,4,21.83,-56.77787310093365
b16t4l2,4,19.85,-3.9132537981327
b16t4l3,4,17.86,-3.9132537981327
b16t5l1,5,21.83,-56.77787310093365
b16t5l2,5,19.85,-3.9132537981327
b16t5l3,5,17.86,-3.9132537981327
b16t6l1,6,21.83,-57.74020993315286
b16t6l2,6,19.85,-3.979580133694271
b16t6l3,6,17.86,-3.979580133694271
b16t7l1,7,21.83,-71.21292558422186
b16t7l2,7,19.85,-4.908148831556268
b16t7l3,7,17.86,-4.908148831556268
b16t8l1,8,21.83,-82.76096757085244
b16t8l2,8,19.85,-5.704064858295122
b16t8l3,8,17.86,-5.704064858295122
b16t9l1,9,21.83,-91.42199906082536
b16t9l2,9,19.85,-6.301001878349262
b16t9l3,9,17.86,-6.301001878349262
b16t10l1,10,21.83,-92.38433589304458
b16t10l2,10,19.85,-6.367328213910834
b16t10l3,10,17.86,-6.367328213910834
b16t11l1,11,21.83,-92.38433589304458
b16t11l2,11,19.85,-6.367328213910834
b16t11l3,11,17.86,-6.367328213910834
b16t12l1,12,21.83,-91.42199906082536
b16t12l2,12,19.85,-6.301001878349262
b16t12l3,12,17.86,-6.301001878349262
b16t13l1,13,21.83,-91.42199906082536
b16t13l2,13,19.85,-6.301001878349262
b16t13l3,13,17.86,-6.301001878349262
b16t14l1,14,21.83,-91.42199906082536
b16t14l2,14,19.85,-6.301001878349262
b16t14l3,14,17.86,-6.301001878349262
b16t15l1,15,21.83,-89.49732539638694
b16t15l2,15,19.85,-6.168349207226121
b16t15l3,15,17.86,-6.168349207226121
b16t16l1,16,21.83,-90.45966222860615
b16t16l2,16,19.85,-6.234675542787691
b16t16l3,16,17.86,-6.234675542787691
b16t17l1,17,21.83,-95.27134638970222
b16t17l2,17,19.85,-6.566307220595547
b16t17l3,17,17.86,-6.566307220595547
b16t18l1,18,21.83,-96.23368322192144
b16t18l2,18,19.85,-6.632633556157119
b16t18l3,18,17.86,-6.632633556157119
b16t19l1,19,21.83,-96.23368322192144
b16t19l2,19,19.85,-6.632633556157119
b16t19l3,19,17.86,-6.632633556157119
b16t20l1,20,21.83,-92.38433589304458
b16t20l2,20,19.85,-6.367328213910834
b16t20l3,20,17.86,-6.367328213910834
b16t21l1,21,21.83,-87.57265173194851
b16t21l2,21,19.85,-6.035696536102979
b16t21l3,21,17.86,-6.035696536102979
b16t22l1,22,21.83,-79.87395707419479
b16t22l2,22,19.85,-5.505085851610408
b16t22l3,22,17.86,-5.505085851610408
b16t23l1,23,21.83,-70.25058875200264
b16t23l2,23,19.85,-4.8418224959946965
b16t23l3,23,17.86,-4.8418224959946965
b16t24l1,24,21.83,-60.62722042981051
b16t24l2,24,19.85,-4.178559140378985
b16t24l3,24,17.86,-4.178559140378985
b17t1l1,1,21.74,-45.59640889027773
b17t1l2,1,19.76,-3.1431822194445536
b17t1l3,1,17.79,-3.1431822194445536
b17t2l1,2,21.74,-42.87423522518652
b17t2l2,2,19.76,-2.9555295496269682
b17t2l3,2,17.79,-2.9555295496269682
b17t3l1,3,21.74,-40.83260497636811
b17t3l2,3,19.76,-2.814790047263779
b17t3l3,3,17.79,-2.814790047263779
b17t4l1,4,21.74,-40.15206156009531
b17t4l2,4,19.76,-2.7678768798093825
b17t4l3,4,17.79,-2.7678768798093825
b17t5l1,5,21.74,-40.15206156009531
b17t5l2,5,19.76,-2.7678768798093825
b17t5l3,5,17.79,-2.7678768798093825
b17t6l1,6,21.74,-40.83260497636811
b17t6l2,6,19.76,-2.814790047263779
b17t6l3,6,17.79,-2.814790047263779
b17t7l1,7,21.74,-50.36021280418734
b17t7l2,7,19.76,-3.4715743916253277
b17t7l3,7,17.79,-3.4715743916253277
b17t8l1,8,21.74,-58.52673379946096
b17t8l2,8,19.76,-4.034532401078083
b17t8l3,8,17.79,-4.034532401078083
b17t9l1,9,21.74,-64.65162454591616
b17t9l2,9,19.76,-4.45675090816765
b17t9l3,9,17.79,-4.45675090816765
b17t10l1,10,21.74,-65.33216796218898
b17t10l2,10,19.76,-4.503664075622046
b17t10l3,10,17.79,-4.503664075622046
b17t11l1,11,21.74,-65.33216796218898
b17t11l2,11,19.76,-4.503664075622046
b17t11l3,11,17.79,-4.503664075622046
b17t12l1,12,21.74,-64.65162454591616
b17t12l2,12,19.76,-4.45675090816765
b17t12l3,12,17.79,-4.45675090816765
b17t13l1,13,21.74,-64.65162454591616
b17t13l2,13,19.76,-4.45675090816765
b17t13l3,13,17.79,-4.45675090816765
b17t14l1,14,21.74,-64.65162454591616
b17t14l2,14,19.76,-4.45675090816765
b17t14l3,14,17.79,-4.45675090816765
b17t15l1,15,21.74,-63.290537713370576
b17t15l2,15,19.76,-4.362924573258858
b17t15l3,15,17.79,-4.362924573258858
b17t16l1,16,21.74,-63.97108112964337
b17t16l2,16,19.76,-4.409837740713254
b17t16l3,16,17.79,-4.409837740713254
b17t17l1,17,21.74,-67.37379821100738
b17t17l2,17,19.76,-4.644403577985235
b17t17l3,17,17.79,-4.644403577985235
b17t18l1,18,21.74,-68.0543416272802
b17t18l2,18,19.76,-4.691316745439632
b17t18l3,18,17.79,-4.691316745439632
b17t19l1,19,21.74,-68.0543416272802
b17t19l2,19,19.76,-4.691316745439632
b17t19l3,19,17.79,-4.691316745439632
b17t20l1,20,21.74,-65.33216796218898
b17t20l2,20,19.76,-4.503664075622046
b17t20l3,20,17.79,-4.503664075622046
b17t21l1,21,21.74,-61.92945088082497
b17t21l2,21,19.76,-4.2690982383500655
b17t21l3,21,17.79,-4.2690982383500655
b17t22l1,22,21.74,-56.485103550642556
b17t22l2,22,19.76,-3.8937928987148944
b17t22l3,22,17.79,-3.8937928987148944
b17t23l1,23,21.74,-49.67966938791454
b17t23l2,23,19.76,-3.424661224170931
b17t23l3,23,17.79,-3.424661224170931
b17t24l1,24,21.74,-42.87423522518652
b17t24l2,24,19.76,-2.9555295496269682
b17t24l3,24,17.79,-2.9555295496269682
