id,block_type,code_prm,p,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,MAR
205,normal,,1705,0,0,-17,0,0,-61,0,-38,-73,27,9,0,0,65,-74,0,82,-97,-47,49,-69,14,9,0,0.8
206,normal,,-78,0,95,-11,0,-27,0,-31,-96,80,-14,0,-24,-39,-94,31,0,-63,13,0,0,0,-1,-69,92,0
207,exclusive,19,1795,0,0,0,0,0,0,-18,-153,-71,-18,-43,-142,0,0,-121,-161,0,0,0,0,-4,0,0,-53,1
208,normal,,857,182,0,0,164,0,8,133,51,111,130,0,79,0,0,0,16,0,186,35,159,7,72,32,140,1
209,normal,,2383,0,0,0,-135,-135,0,0,0,-96,-112,-24,-58,0,-1,0,-11,-82,-151,-89,-177,-165,0,0,0,0
210,exclusive,16,2533,186,0,0,0,0,196,129,2,99,0,184,176,111,161,94,0,112,51,131,183,96,44,0,165,0
211,exclusive,5,-251,-108,0,0,0,0,0,-48,-73,-147,0,0,0,0,-54,-89,0,0,0,0,-27,-193,-122,-44,-122,0.5
212,exclusive,2,624,78,0,0,0,21,14,0,124,128,67,0,0,0,27,87,0,95,20,157,0,53,0,133,196,0.5
213,normal,,1498,-91,0,-79,18,29,-15,-79,7,0,0,0,10,0,0,94,26,0,0,-69,0,0,-42,0,-80,1
214,exclusive,11,1912,-61,0,0,-9,-79,0,54,-22,0,-99,0,0,0,4,-4,0,0,-81,0,-89,10,-36,-59,-49,0.5
215,exclusive,19,334,0,81,0,0,62,0,0,62,10,0,0,-72,0,-61,-27,-6,0,44,0,0,0,-57,61,85,0.8
216,normal,,3834,0,0,51,-75,0,0,0,0,-65,0,-77,0,0,24,-5,60,0,15,0,0,-32,-43,-27,-43,0.8
217,exclusive,1,526,-77,10,0,-14,45,99,0,0,-66,0,-61,0,0,0,0,95,20,5,0,-86,-40,-80,0,-48,0.5
218,exclusive,13,959,0,-28,0,0,-99,0,-58,0,0,13,0,0,0,52,51,21,28,4,0,-5,0,52,69,79,0.5
219,exclusive,19,2029,0,-106,0,-40,-38,0,-83,0,-106,0,0,0,0,0,-109,0,0,-6,-63,0,-100,-85,-87,0,0
220,normal,,1270,-68,-22,-126,-175,0,-49,0,-4,0,-27,0,0,-126,0,-16,-67,0,-134,-80,0,-157,0,-65,0,0
221,exclusive,18,1196,0,162,77,0,0,0,193,0,0,153,0,0,161,0,0,182,0,161,0,123,0,0,0,0,0
222,exclusive,6,3454,0,-35,0,0,0,0,-58,-91,0,51,17,0,99,-95,45,86,0,24,0,0,-91,83,0,-67,0.5
223,exclusive,17,3748,-23,0,0,0,-5,0,-116,0,-159,-124,0,0,-47,0,0,0,-104,0,-68,-93,0,-9,-141,-121,0
224,normal,,3055,-41,0,-95,0,0,85,0,0,0,0,36,-50,0,0,-62,0,0,0,0,68,0,71,-31,-92,1
225,exclusive,13,-228,0,0,133,0,115,104,0,133,35,35,62,0,175,68,113,114,0,0,0,0,0,196,0,177,0.8
226,exclusive,19,3484,-87,-145,-18,0,-122,0,-151,-79,-188,0,-98,0,0,-100,0,-68,0,-93,-105,0,0,-99,0,-173,0
227,normal,,219,0,0,0,0,11,0,-2,0,0,0,-27,-91,55,80,0,27,-28,-86,0,0,0,55,0,91,0
228,exclusive,14,696,0,90,-77,0,0,-37,5,67,-63,0,34,0,3,24,90,-31,0,0,83,-89,-78,-25,0,0,0.5
229,exclusive,17,2853,0,0,113,122,50,144,0,27,98,0,52,0,0,53,0,169,63,0,0,20,0,0,1,0,1
230,normal,,2410,-23,-83,0,-51,-8,-148,0,-137,0,-14,0,0,0,0,0,-146,-159,-93,0,0,-34,-62,0,-114,0
231,normal,,1083,129,0,115,14,173,0,0,0,0,0,109,23,0,0,0,106,0,119,105,130,0,167,48,58,1
232,normal,,1115,0,0,0,0,0,0,39,0,2,0,58,-47,0,43,0,0,92,0,0,-12,-28,100,0,0,1
233,normal,,1320,-148,-123,0,-195,0,-158,-60,0,0,-26,0,-28,-78,0,-8,0,0,-110,0,-71,0,0,0,0,0
234,exclusive,5,3027,33,0,0,0,0,39,0,132,0,191,0,0,0,0,0,0,136,0,0,0,0,45,28,170,0.5
235,exclusive,15,1440,199,155,0,0,0,0,87,175,67,0,0,0,149,78,75,0,117,160,0,0,0,0,189,0,0.5
236,exclusive,2,-355,-12,-182,-27,-114,0,0,0,0,0,-26,0,-135,-17,-93,-127,-33,-190,-143,0,-93,0,-114,0,0,0.5
237,normal,,756,-85,-48,-157,0,0,-75,-65,0,0,-101,-64,-166,0,-181,0,0,0,-81,-176,0,-123,0,-52,-175,1
238,exclusive,8,-38,-13,0,-71,93,61,-41,-66,-74,0,0,0,0,-92,0,-19,0,0,0,-96,-65,0,20,94,0,1
239,normal,,-341,0,0,0,-138,0,0,-172,0,0,0,0,0,0,-53,0,-148,-165,0,-61,0,0,-82,0,0,0.8
240,normal,,3909,66,0,46,29,23,0,47,138,172,0,0,130,0,153,0,86,0,0,0,42,0,0,100,0,1
241,normal,,1181,53,0,42,90,90,-70,-52,0,0,0,0,0,0,-90,0,51,0,77,0,0,0,0,6,0,1
242,exclusive,12,1318,0,15,28,0,-66,0,0,32,36,-6,0,0,0,0,85,0,0,36,0,0,0,-23,-62,0,0.8
243,exclusive,1,2117,-102,0,0,0,-138,-182,-103,-64,0,0,0,0,-42,-73,-109,-31,0,-136,0,0,-190,-183,0,0,0.5
244,normal,,1401,0,29,0,36,-59,95,97,0,0,0,0,0,-82,-77,43,0,-29,0,0,-21,-5,0,-97,0,0
245,normal,,3878,-5,0,0,0,-173,-75,-66,-76,0,-39,0,0,0,0,-120,0,-156,-161,0,0,0,0,0,-18,0.8
246,exclusive,16,2709,0,-188,0,-100,0,-167,-139,0,-43,0,0,-167,0,0,-182,-190,-9,-167,0,0,-33,-164,-15,-85,1
247,exclusive,14,755,0,47,106,0,0,0,0,0,0,0,0,0,0,79,0,173,0,0,0,40,168,0,0,156,0.5
248,normal,,2110,182,0,6,0,0,0,0,22,175,118,0,0,0,136,0,0,0,45,0,0,1,162,0,0,0.8
249,exclusive,15,-478,0,-185,-78,-111,0,0,0,0,-163,0,0,0,0,-70,-71,-171,0,0,-188,0,-95,-90,0,-91,0.5
250,exclusive,9,3221,-78,-10,53,0,11,0,0,-2,11,0,0,0,0,30,0,19,0,0,0,0,-20,85,0,0,1
251,normal,,2894,115,0,0,5,10,121,109,0,128,0,0,0,0,10,0,0,0,126,0,0,37,2,0,115,0
252,exclusive,9,3060,71,11,0,14,60,0,53,0,-12,0,39,-41,0,0,-83,21,96,35,65,86,0,0,60,0,0.8
253,exclusive,1,117,-5,0,0,0,0,0,0,0,0,34,81,-76,-26,0,61,24,0,21,0,60,75,-67,4,0,0.5
254,normal,,3886,0,-6,-26,-16,0,-40,0,-27,39,0,45,-25,-77,0,0,0,0,-66,0,-7,0,0,95,0,0.8
255,normal,,996,197,22,84,0,0,0,46,140,93,0,82,128,0,0,0,193,126,0,0,0,0,0,33,0,0.8
256,normal,,-396,0,-36,-43,0,-140,-2,-22,-195,0,0,0,0,0,-183,-90,-196,0,-81,0,0,-166,0,-183,-195,0.8
257,normal,,898,-86,39,-28,0,-69,0,75,52,-45,0,0,-16,57,1,-99,0,0,0,-4,-47,0,48,72,0,0.5
258,normal,,3268,0,0,0,-59,0,-159,0,-118,0,0,0,0,-134,-171,0,-16,0,0,0,-42,-114,0,-135,0,1
259,exclusive,14,1104,-193,-56,0,-95,0,0,-87,-96,-107,0,-172,-84,0,0,0,0,-50,-111,-50,-87,-43,0,-188,0,0.5
260,normal,,843,64,36,175,0,29,193,104,0,0,118,12,0,124,0,23,0,0,0,119,2,0,57,0,168,0.5
261,normal,,2313,0,-63,-97,0,-29,-48,0,0,0,-49,0,0,0,0,0,0,-179,-110,-123,0,-86,-191,-123,-94,1
262,exclusive,6,-260,148,0,0,0,31,0,53,187,181,199,62,89,105,0,137,188,110,24,141,0,0,0,120,0,0.5
263,exclusive,8,1831,67,24,0,-68,0,0,0,0,-68,5,0,0,0,-80,0,97,0,-4,0,0,0,0,38,72,0.5
264,normal,,1672,0,0,-41,0,0,89,100,-9,54,-46,0,0,0,91,0,53,0,96,7,63,44,0,-54,13,0
265,normal,,2544,10,0,53,0,0,141,0,0,0,0,0,0,180,147,187,0,50,52,0,0,0,0,75,0,0.5
266,normal,,1573,0,0,0,37,0,127,0,0,0,95,161,159,0,93,66,145,0,77,0,170,0,0,0,51,1
267,exclusive,7,3846,-49,-187,-183,-158,0,-189,0,0,-123,-176,-94,0,-68,-186,-120,0,-82,-98,0,-56,-69,-163,0,0,0
268,exclusive,11,1306,0,0,0,0,74,0,58,0,86,0,186,0,153,0,0,0,180,0,64,0,0,44,0,0,1
269,exclusive,19,1873,71,10,0,-69,27,0,-95,56,0,-36,-62,0,0,0,0,-43,0,0,0,-16,0,0,-99,0,1
270,exclusive,14,861,0,0,-48,90,0,0,0,-54,21,-54,90,-61,0,0,100,0,0,88,0,20,5,0,-30,0,0.5
271,exclusive,4,538,54,0,0,0,-63,0,-92,50,-63,6,46,10,-35,89,0,0,40,40,55,0,-41,-22,-4,-54,0.5
272,exclusive,16,3363,0,0,-122,0,0,-165,-45,-35,-67,-135,0,0,-178,-146,0,0,-75,-57,-189,0,0,0,-181,-76,0
273,exclusive,13,2188,51,-19,0,8,0,-42,0,0,-33,0,0,-44,-58,-90,0,0,0,77,42,42,43,-36,42,0,0.8
274,exclusive,13,2271,-42,-129,0,-92,-96,-24,-100,0,0,0,-89,0,-9,0,0,0,-68,0,0,0,-32,0,-86,0,0.8
275,exclusive,6,3845,30,-46,-11,-28,0,0,-70,0,0,70,0,-45,61,-22,0,69,-100,95,-53,-53,0,0,-44,-88,0.5
276,normal,,444,0,0,-14,3,0,0,0,95,-19,-33,-82,0,-62,-73,0,0,34,0,0,83,2,0,0,0,0.5
277,normal,,74,0,-99,13,0,0,0,78,0,0,0,0,0,0,0,0,-66,-96,0,-37,-13,0,0,7,0,0.5
278,normal,,305,0,0,-153,0,-96,-131,0,-78,0,-149,0,0,0,-198,-136,0,-150,-193,0,0,0,0,0,-43,0
279,normal,,3794,-68,-86,83,0,30,0,-45,0,0,-50,73,94,0,0,-16,23,90,42,56,0,64,-86,-31,-26,0
280,exclusive,3,2965,0,-33,0,0,0,-24,0,0,-115,0,0,-67,-108,0,-27,0,0,0,0,-120,-94,-17,0,0,1
281,exclusive,2,1586,0,-67,0,0,27,0,0,-6,0,45,0,0,0,0,0,-43,7,12,0,0,0,0,-31,0,0
282,normal,,-30,-35,90,0,0,0,-63,0,0,0,0,-14,0,0,0,-72,0,0,0,0,0,0,0,0,0,0.5
283,exclusive,8,173,0,23,-31,-56,0,68,-8,0,0,42,0,-26,0,-61,-17,0,0,0,0,0,11,0,-86,76,0.5
284,normal,,2737,0,0,-47,-40,-30,3,0,94,0,88,0,90,0,0,0,0,0,0,-7,-31,-94,0,0,78,0.5
285,exclusive,5,1851,-159,0,-24,0,0,0,-103,0,-187,-157,-180,0,0,-121,0,-133,0,0,-46,-172,0,-24,0,-6,0.5
286,normal,,2082,-65,-29,0,-135,0,0,0,-80,0,-72,-89,-140,-184,0,0,0,0,-99,-76,-169,-79,0,-121,-10,0.5
287,normal,,98,0,0,-78,89,47,-55,0,62,0,0,-56,-11,-19,-18,0,0,36,-3,-37,0,0,0,37,94,0.5
288,normal,,2597,67,75,0,60,0,0,42,0,157,0,0,0,0,0,46,108,18,138,0,0,0,63,24,166,0.8
289,exclusive,3,482,0,95,154,0,177,50,7,83,0,0,0,0,141,0,0,0,0,0,98,50,0,0,0,187,0.5
290,normal,,545,-127,0,0,0,0,0,-199,0,-16,-68,-171,0,0,0,-14,-149,-135,-27,-108,-132,0,-125,0,0,0
291,normal,,1949,0,0,7,0,196,16,22,0,0,0,0,55,65,4,0,0,0,0,0,0,0,0,113,0,0
292,normal,,2576,0,0,0,0,0,-47,0,-52,0,0,0,0,-137,-37,0,-184,0,0,0,-104,-124,0,-104,-192,0.8
293,normal,,378,0,53,0,-36,20,0,0,0,-32,0,0,0,0,15,0,9,-17,0,54,0,0,0,0,0,0.8
294,normal,,-143,95,0,92,0,194,159,0,106,0,0,0,0,107,26,128,0,0,0,111,0,33,147,0,0,0.8
295,normal,,1859,-40,-48,23,8,0,0,0,77,0,76,84,86,16,0,0,-45,0,60,-37,89,1,0,0,0,1
296,exclusive,5,3519,151,168,0,45,93,0,53,141,41,109,0,67,0,87,0,0,105,105,5,0,0,199,0,143,0.5
297,normal,,3935,-141,0,0,0,0,0,-100,-111,0,0,-193,-29,-38,0,-128,-82,0,-46,0,-176,0,0,-16,0,0.5
298,normal,,81,0,0,0,0,60,38,0,0,14,18,0,0,0,0,0,-31,0,71,0,0,0,0,-81,0,0.5
299,normal,,776,82,0,0,0,0,132,175,69,0,81,52,0,0,116,0,0,0,0,109,0,0,0,0,29,0
300,normal,,2191,0,12,-19,0,0,0,-13,-55,0,0,0,69,-88,30,0,19,0,-58,0,-99,71,0,-3,0,0.5
301,normal,,678,0,0,0,-59,0,-91,-7,-52,0,94,27,-31,0,0,0,0,0,0,0,-17,0,0,-90,-21,1
302,linked,301,-166,-16,23,45,98,16,0,-11,0,-100,0,-5,-88,77,0,90,0,0,0,0,0,8,0,15,0,1
303,linked,301,843,88,-93,0,51,45,16,0,0,6,-80,-1,0,0,0,32,0,-30,0,-6,0,0,8,0,0,0.8
304,linked,301,1225,100,0,65,88,0,0,0,-58,12,0,0,0,0,0,86,0,6,0,-92,0,27,44,0,58,1
305,normal,,1117,62,0,0,0,0,-93,0,81,63,0,0,0,19,0,-43,0,0,0,-56,0,0,3,0,-49,0.8
306,linked,305,1840,-6,0,-46,4,48,0,0,-39,0,54,-87,0,0,-30,0,37,93,-31,-21,0,45,-43,32,0,0.8
307,linked,305,2951,0,-72,0,0,16,0,0,0,0,0,0,0,0,33,0,-62,70,0,-18,-97,-10,30,41,0,1
308,normal,,1239,66,0,82,0,45,-36,0,0,45,54,0,-26,-59,-89,0,-83,0,0,0,0,0,6,0,-8,0.8
309,linked,308,30,15,0,0,0,-66,71,0,0,-5,-89,40,0,0,34,0,0,82,4,26,0,0,0,-73,-18,0.5
310,linked,308,-311,0,0,-1,-90,16,25,95,-54,0,46,0,-31,0,0,0,0,0,0,0,0,0,-40,0,0,1
311,linked,308,1318,-44,-68,0,0,56,0,-73,35,-83,0,0,0,0,0,91,0,-21,0,84,0,39,0,-63,0,1
312,normal,,907,61,0,0,-93,-65,37,0,0,2,0,0,-57,0,73,0,-40,0,97,-86,0,0,0,0,0,0
313,linked,312,3852,84,23,31,0,0,0,-94,36,73,0,-86,0,-76,0,65,-17,0,-10,40,-46,0,3,0,18,1
314,linked,312,3460,92,78,8,-17,72,0,38,0,-50,0,0,-5,0,0,0,0,-16,-55,0,0,-75,0,0,0,0.5
315,normal,,93,0,0,94,0,0,33,0,0,0,0,80,0,0,0,0,0,-7,8,0,0,95,32,44,73,0.8
316,linked,315,36,-74,0,0,85,88,0,0,0,12,0,0,-40,0,0,13,-99,-58,15,-35,0,-2,0,76,-57,1
317,linked,315,1998,0,0,0,0,0,-35,37,68,0,-80,0,0,0,-25,0,-75,35,0,11,0,48,-8,0,0,1
318,linked,315,1454,32,0,-7,-5,0,0,-75,6,90,-28,0,0,0,94,-75,0,0,0,0,0,30,0,-3,-38,0
319,normal,,2183,0,-39,0,0,98,0,-11,-63,0,0,0,0,39,0,65,-13,50,53,0,-61,0,0,98,0,0
320,linked,319,1596,0,66,0,-41,-86,79,82,-80,0,0,0,-89,-94,-10,-83,0,0,0,-79,34,0,0,0,49,1
321,linked,319,940,4,-26,0,0,0,0,26,51,99,92,0,37,-39,0,0,-23,0,0,20,0,61,-90,0,63,0
322,normal,,3468,0,-28,-54,0,-8,40,-7,-16,-39,43,0,31,0,0,-14,-62,0,61,82,0,0,-1,0,-17,0.5
323,linked,322,365,-14,-90,-89,0,0,0,36,0,0,0,0,69,0,0,-41,93,-36,0,0,0,63,42,0,0,1
324,linked,322,426,76,0,0,-30,0,-97,0,-37,-36,0,0,-44,-31,0,0,0,4,0,25,0,52,0,-90,-6,0.5
325,linked,322,2853,0,-88,98,-75,-70,99,0,0,0,-19,96,-33,-33,42,96,43,0,25,0,0,0,0,0,0,0.8
326,normal,,3555,0,0,81,73,-68,0,56,-18,0,0,0,-35,0,59,-12,0,46,0,0,0,0,0,0,0,0
327,linked,326,3699,-64,0,2,48,-36,-68,-7,0,-79,0,0,0,81,4,0,58,97,-2,0,40,60,0,-30,-44,0
328,linked,326,-428,0,-83,0,-6,0,0,-77,0,-51,0,34,0,0,11,0,-59,0,16,0,81,0,0,0,71,0.5
329,linked,326,-471,40,-45,0,-96,0,0,55,-58,0,-5,-11,-91,0,-66,0,55,0,84,74,0,0,0,-78,-80,0.8
330,normal,,2308,-63,98,63,0,0,7,49,0,-9,47,0,0,0,-45,0,0,49,0,0,0,-82,26,0,18,0.5
331,linked,330,3545,0,0,0,90,74,-85,0,-44,0,-3,0,0,0,0,0,-12,-96,0,69,-32,0,0,94,-98,1
332,linked,330,2806,0,-59,0,76,0,7,0,-1,0,64,0,0,-91,0,0,0,0,0,31,52,0,0,0,-80,0.8
333,normal,,2735,50,71,0,34,96,-9,0,83,-58,-37,0,47,0,94,-34,0,0,0,0,0,0,-74,22,2,0.8
334,linked,333,2381,59,0,-68,0,0,0,0,-87,0,91,0,-49,0,-27,0,-17,2,83,0,0,-56,0,72,-9,0
335,linked,333,1438,0,0,0,88,-52,-53,0,-66,0,0,53,87,43,-100,0,0,-53,0,0,0,65,0,67,0,0
336,normal,,1879,0,0,0,30,0,0,0,54,-31,0,0,36,0,32,0,-51,8,23,-63,-63,0,-26,-92,54,1
337,linked,336,-220,-26,-51,0,-42,0,0,-16,-28,0,62,14,0,-30,0,0,0,0,-92,-2,-21,0,0,0,7,0.8
338,linked,336,-114,63,0,49,0,48,16,0,83,29,-75,0,9,0,0,-83,-72,0,0,4,0,0,-19,20,10,0.8
339,normal,,1144,-38,0,13,-44,0,0,0,0,-13,-19,62,6,42,0,95,-95,-65,0,0,46,0,21,0,0,0.5
340,linked,339,1893,0,3,84,-68,0,36,0,0,0,64,-60,0,-14,0,0,0,0,73,38,0,-76,-50,80,-7,0.8
341,linked,339,1054,0,83,-38,0,0,53,0,0,0,0,71,0,0,-23,-95,0,42,0,0,-6,0,0,85,-36,0
342,linked,339,2666,0,74,-55,0,0,80,39,61,-93,-95,0,0,0,46,77,0,59,0,70,-34,57,-77,34,-38,1
343,normal,,1437,41,0,0,-49,56,49,78,0,-95,0,0,31,0,0,0,-81,0,87,0,-81,0,3,0,0,0.8
344,linked,343,467,92,-37,91,0,43,0,0,-34,-49,47,33,-81,0,-66,47,0,0,15,0,90,0,0,26,0,1
345,linked,343,2455,0,52,-71,87,38,-31,0,0,0,-64,0,0,0,0,0,-11,-26,0,0,0,88,0,0,0,1
346,linked,343,2341,0,29,0,69,80,43,63,40,-64,34,0,76,0,89,-87,91,78,-66,0,0,0,0,49,44,0.8
347,normal,,1268,0,0,0,0,0,-91,0,0,0,-19,0,0,0,-52,0,0,53,0,0,-2,-29,0,28,64,0
348,linked,347,1450,-69,0,-89,0,0,78,-73,3,0,0,-88,0,0,0,0,0,99,0,0,0,-54,-51,-30,0,0.5
349,linked,347,3029,97,0,20,0,0,-97,0,-86,0,44,0,0,0,46,-79,0,17,-43,0,56,0,0,62,-24,0.8
350,linked,347,705,0,0,0,17,-93,-1,0,0,0,9,0,0,0,11,47,0,0,89,0,0,0,0,83,-48,0.5
351,normal,,2233,0,0,-94,100,0,69,32,0,0,-53,-82,0,-61,80,0,0,-95,0,0,-5,0,0,0,0,0.8
352,linked,351,3717,0,0,0,35,53,0,-20,-86,0,-31,0,12,0,0,0,0,0,21,-35,96,0,0,-12,-14,0
353,linked,351,2784,0,-50,-29,0,-81,0,0,43,0,0,0,9,0,44,94,0,0,0,-54,0,0,-52,26,-83,0.8
354,linked,351,3826,80,0,0,-94,0,0,0,0,-96,18,-19,0,66,-41,-24,-82,12,-21,0,24,92,0,0,97,0.5
355,normal,,413,-66,17,-89,78,0,0,0,93,0,0,93,94,0,-73,0,0,-9,30,0,0,0,92,35,0,0.8
356,linked,355,2556,-96,-43,3,-22,0,0,-55,0,0,6,0,-54,0,0,0,0,0,13,0,34,0,66,79,0,0
357,linked,355,3088,0,0,0,-85,0,0,23,0,0,0,0,0,-17,-62,0,0,-10,89,0,2,34,0,0,50,1
358,normal,,1767,-80,-58,0,0,0,-37,0,0,-6,-87,0,93,-17,-10,-32,25,-44,-26,0,49,0,-38,-20,-94,1
359,linked,358,3280,0,0,-96,0,0,0,-67,0,0,0,0,0,-35,0,-17,87,33,0,-24,0,-38,-37,-94,0,0.5
360,linked,358,1306,36,0,0,0,-63,37,0,-3,0,0,0,95,37,63,-60,0,0,0,-76,0,0,82,0,43,1
361,normal,,3113,0,-81,0,34,0,86,0,-36,-33,0,-75,36,-98,0,0,-73,0,-91,59,54,55,-78,15,-80,1
362,linked,361,1240,98,0,0,-48,54,0,-87,0,0,-91,0,0,-42,-1,24,-44,-5,0,-70,9,0,69,0,0,0
363,linked,361,1212,0,85,0,-96,-38,0,-3,-39,46,21,0,-28,0,-99,27,-65,-67,0,85,-35,0,0,0,0,0.5
364,linked,361,1606,96,89,85,-39,0,0,0,0,0,-50,34,23,0,0,77,0,0,0,0,-53,0,-25,-3,34,0.8
365,normal,,2944,0,-42,0,0,0,0,28,75,0,12,6,-21,-23,-47,0,38,32,0,0,0,-91,81,76,92,1
366,linked,365,-79,-12,-22,-98,-77,0,-70,-15,0,-72,-34,0,11,-22,43,0,0,62,-62,0,0,40,60,0,88,0.5
367,linked,365,1319,47,11,0,86,24,0,0,-12,0,-59,70,9,0,94,0,0,-5,0,0,-71,-3,4,-7,-25,0.8
368,linked,365,3299,0,0,-93,-60,0,0,0,0,0,79,0,0,0,0,0,0,-67,0,0,0,-84,69,0,0,1
369,normal,,2983,0,0,0,0,-79,0,0,0,-29,0,-54,0,0,0,0,0,0,0,95,28,49,-52,52,24,0
370,linked,369,144,66,0,0,-8,-93,96,24,0,0,-19,0,28,0,-36,0,0,-68,13,60,-14,88,0,0,1,1
371,linked,369,2406,0,3,10,-38,0,84,0,0,63,0,-8,-4,-23,0,42,0,0,0,-26,0,0,0,0,50,1
372,linked,369,253,0,33,83,0,44,0,53,0,0,21,0,9,0,0,0,0,0,46,0,0,0,0,-73,0,0.8
373,normal,,2191,0,0,-32,0,0,-68,13,-3,0,0,0,43,-66,0,64,0,-10,-31,0,0,0,-100,-69,66,0
374,linked,373,1351,0,0,0,89,0,0,0,0,19,0,-39,56,49,89,0,-25,96,-55,-66,0,82,0,0,0,0.5
375,linked,373,1423,0,-58,0,0,0,0,-57,0,34,15,35,47,-57,0,0,96,80,-96,0,0,0,-28,56,29,1
376,linked,373,3407,0,0,-89,-79,0,36,0,-5,0,-68,-7,0,-12,0,39,0,52,64,80,0,36,-11,0,0,1
377,normal,,2329,84,0,0,0,0,0,-13,0,68,-94,24,-59,0,80,0,5,-24,0,-15,0,-64,58,81,0,0.8
378,linked,377,3377,-13,0,66,0,26,0,-53,21,-20,0,77,0,25,-41,0,0,72,9,0,23,0,0,0,94,0
379,linked,377,737,0,0,0,19,0,35,-38,0,0,-63,0,-31,-41,-50,0,0,60,0,0,0,0,0,0,-51,0.5
380,normal,,3089,35,0,32,38,-97,82,33,0,0,0,0,38,0,-14,-21,-19,0,0,27,34,0,0,-89,0,0.8
381,linked,380,798,0,30,0,-87,0,0,0,-1,-70,0,0,0,0,59,-77,0,0,24,-48,0,0,0,-7,0,0
382,linked,380,1397,0,-38,-89,0,-93,0,0,0,8,0,27,-60,-5,0,-35,-14,0,0,-55,0,0,0,0,52,0
383,linked,380,2593,0,73,0,-21,-87,0,32,76,-23,0,0,67,87,0,0,81,-85,0,0,0,-25,-98,0,49,0.5
384,normal,,2588,-1,59,0,0,66,-16,-27,84,76,0,-55,0,0,-17,0,19,0,0,0,0,85,0,0,40,1
385,linked,384,3018,0,65,70,-20,0,0,31,0,0,0,0,39,0,-45,50,0,0,0,0,83,0,0,0,0,0
386,linked,384,3462,35,0,0,-71,54,35,0,88,0,0,2,-26,58,0,0,-85,0,0,74,0,0,0,0,0,0.5
387,linked,384,-278,61,0,0,-55,0,1,30,30,-80,69,0,77,23,21,0,69,0,0,0,-9,-43,-46,0,44,0.5
388,normal,,2872,0,0,68,-19,-16,0,-57,0,67,0,53,0,0,0,85,-5,95,0,-54,0,0,0,-67,0,0.8
389,linked,388,-128,0,0,-52,0,0,0,18,77,28,-27,0,0,34,86,0,42,86,0,0,0,-20,0,96,0,0.8
390,linked,388,-11,18,28,16,13,0,0,0,-46,99,0,0,-61,-80,0,65,-22,-75,-40,70,0,-100,0,-55,0,1
391,normal,,3744,69,0,0,-52,0,-16,0,0,0,97,-9,0,0,-40,0,0,0,-4,0,0,0,99,99,71,0
392,linked,391,778,52,88,0,-57,0,0,0,-8,0,0,87,69,0,0,0,0,-84,0,0,0,0,0,85,-82,0
393,linked,391,2128,-75,-54,0,23,0,0,80,-37,-28,0,25,62,-2,0,0,35,0,0,-37,-76,22,-20,85,53,1
394,linked,391,-188,-2,0,0,82,0,74,64,0,0,0,27,0,0,77,53,-70,0,0,0,-99,50,50,-95,0,0
395,normal,,2641,67,0,0,76,0,0,0,-20,0,0,-19,0,0,-88,0,-54,0,-79,0,0,-50,0,0,34,0
396,linked,395,2452,0,65,0,0,0,97,0,-65,57,-6,59,0,51,-83,61,-4,84,42,0,-82,-89,42,0,-84,0
397,linked,395,2688,0,-90,0,14,0,0,-49,0,0,0,0,0,0,-32,0,-47,0,0,0,-13,75,0,0,76,1
398,linked,395,2064,0,-7,90,-9,0,37,62,56,0,0,0,0,53,0,20,0,47,0,0,9,0,0,0,59,0
399,normal,,114,2,0,-40,0,0,0,0,-1,0,0,0,70,0,0,20,93,-76,0,-30,0,81,8,-64,-16,0.5
400,linked,399,3623,0,-100,-32,-72,0,0,74,69,-92,0,0,0,8,0,-35,0,0,3,0,0,0,0,0,56,0.5
401,linked,399,18,-35,4,0,-81,0,0,45,-98,0,-61,0,0,0,0,-40,-87,31,0,0,0,0,0,-97,-31,0
402,linked,399,867,81,0,-14,65,0,29,0,0,0,0,-91,-31,0,0,0,0,-65,7,0,29,1,0,0,0,0
403,normal,,1187,0,-17,0,0,-71,0,-39,-39,0,39,-66,27,0,-71,75,0,100,84,0,0,0,0,0,-95,0
404,linked,403,3294,0,-6,24,0,29,0,51,96,0,25,28,-27,75,0,98,0,57,0,-71,-22,0,-48,0,-42,0.5
405,linked,403,1302,6,-6,0,-48,0,0,0,42,0,66,0,61,14,-62,-42,-99,0,-1,0,0,0,0,-62,-26,0
406,linked,403,603,79,51,-60,0,81,-2,0,14,-96,0,-38,-47,34,41,2,0,0,0,0,-82,6,0,0,-2,0.8
407,normal,,360,0,-99,0,-17,0,0,0,0,-88,0,0,-81,0,-92,100,0,13,0,0,0,0,0,0,0,0
408,linked,407,1016,0,-40,0,0,-15,-69,0,0,26,0,-20,0,-89,53,-21,-7,82,0,25,26,0,-73,0,-47,0.5
409,linked,407,910,0,0,0,-90,-81,0,90,0,-18,0,0,-18,0,-22,54,0,0,-46,0,-100,0,0,-23,98,0.5
410,linked,407,2721,-44,0,51,0,49,-66,-73,74,0,0,-11,-40,0,12,94,0,-92,15,10,0,0,86,0,0,1
